"","TF","target"
"8907","E2F1","CLASP2"
"8908","E2F1","CHST15"
"8909","E2F1","CHKA"
"8910","E2F1","CETP"
"8911","E2F1","CERS3"
"8912","E2F1","CEP89"
"8913","E2F1","CELF1"
"8914","E2F1","CEL"
"8915","E2F1","CECR1"
"8916","E2F1","CDKN2C"
"8917","E2F1","CDKN2A"
"8918","E2F1","CDK11B"
"8919","E2F1","CDH5"
"8920","E2F1","CDH20"
"8921","E2F1","CDCA3"
"8922","E2F1","CD74"
"8923","E2F1","CD72"
"8924","E2F1","CD6"
"8925","E2F1","CD320"
"8926","E2F1","CCT8"
"8927","E2F1","CCL17"
"8928","E2F1","ABCA1"
"8929","E2F1","CCDC7"
"8930","E2F1","CCDC113"
"8931","E2F1","CBLN1"
"8932","E2F1","CASR"
"8933","E2F1","CASP10"
"8934","E2F1","CARHSP1"
"8935","E2F1","CALR"
"8936","E2F1","CALM1"
"8937","E2F1","C4orf36"
"8938","E2F1","C1orf180"
"8939","E2F1","C1orf123"
"8940","E2F1","C1S"
"8941","E2F1","C19orf70"
"8942","E2F1","C16orf78"
"8943","E2F1","C16orf62"
"8944","E2F1","C16orf57"
"8945","E2F1","C16orf54"
"8946","E2F1","C15orf43"
"8947","E2F1","C15orf34"
"8948","E2F1","C15orf23"
"8949","E2F1","C14orf149"
"8950","E2F1","C11orf71"
"8951","E2F1","C11orf54"
"8952","E2F1","C10orf46"
"8953","E2F1","BTRC"
"8954","E2F1","BTN3A3"
"8955","E2F1","BTG4"
"8956","E2F1","BTBD7"
"8957","E2F1","BRAF"
"8958","E2F1","BMP8B"
"8959","E2F1","BLVRA"
"8960","E2F1","BIK"
"8961","E2F1","BEND7"
"8962","E2F1","BECN1"
"8963","E2F1","BEAN1"
"8964","E2F1","BDH1"
"8965","E2F1","BCL10"
"8966","E2F1","B9D1"
"8967","E2F1","ATP6V1E1"
"8968","E2F1","ATP6V0B"
"8969","E2F1","ASCC2"
"8970","E2F1","ARPC5L"
"8971","E2F1","ARNT"
"8972","E2F1","ARMC8"
"8973","E2F1","ARL10"
"8974","E2F1","ARHGAP20"
"8975","E2F1","ARC"
"8976","E2F1","APP"
"8977","E2F1","APLP1"
"8978","E2F1","APAF1"
"8979","E2F1","CDK2"
"8980","E2F1","CCNA2"
"8981","E2F1","CCNA1"
"8982","E2F1","AARS"
"8983","E2F1","AASDHPPT"
"8984","E2F1","ABCB1"
"8985","E2F1","AR"
"8986","E2F1","ASF1B"
"8987","E2F1","ATAD2"
"8988","E2F1","ATG5"
"8989","E2F1","ATM"
"8990","E2F1","AURKA"
"8991","E2F1","AURKB"
"8992","E2F1","BBC3"
"8993","E2F1","BCL2"
"8994","E2F1","BIRC5"
"8995","E2F1","BMI1"
"8996","E2F1","BRCA1"
"8997","E2F1","CASP7"
"8998","E2F1","CCL3"
"8999","E2F1","CCNB1"
"9000","E2F1","CD2AP"
"9001","E2F1","CDAN1"
"9002","E2F1","CDC6"
"9003","E2F1","CDCA7"
"9004","E2F1","CDKN1A"
"9005","E2F1","CDKN1C"
"9006","E2F1","CHEK1"
"9007","E2F1","CHEK2"
"9008","E2F1","CREBBP"
"9009","E2F1","CTNNBIP1"
"9010","E2F1","CTSV"
"9011","E2F1","CUX1"
"9012","E2F1","DAPK2"
"9013","E2F1","DDIT3"
"9014","E2F1","DHFR"
"9015","E2F1","DIRAS3"
"9016","E2F1","DNMT1"
"9017","E2F1","DOK1"
"9018","E2F1","DRAM1"
"9019","E2F1","DROSHA"
"9020","E2F1","DUSP1"
"9021","E2F1","E2F6"
"9022","E2F1","ECT2"
"9023","E2F1","ERCC1"
"9024","E2F1","ERCC5"
"9025","E2F1","ERICD"
"9026","E2F1","ETV4"
"9027","E2F1","FANCA"
"9028","E2F1","FGFR1"
"9029","E2F1","FLT1"
"9030","E2F1","FMN2"
"9031","E2F1","FOXM1"
"9032","E2F1","FSHR"
"9033","E2F1","FZD1"
"9034","E2F1","H19"
"9035","E2F1","HIC1"
"9036","E2F1","HMGA1"
"9037","E2F1","HSPA5"
"9038","E2F1","IL23A"
"9039","E2F1","IRF3"
"9040","E2F1","ISYNA1"
"9041","E2F1","KDR"
"9042","E2F1","KIF2C"
"9043","E2F1","KIR3DL1"
"9044","E2F1","LRBA"
"9045","E2F1","MAP1LC3A"
"9046","E2F1","MAP3K5"
"9047","E2F1","MAPK8"
"9048","E2F1","MCL1"
"9049","E2F1","MCM8"
"9050","E2F1","MCPH1"
"9051","E2F1","MDM2"
"9052","E2F1","MEFV"
"9053","E2F1","MIR202"
"9054","E2F1","MT1G"
"9055","E2F1","MUC4"
"9056","E2F1","MYBL2"
"9057","E2F1","MYC"
"9058","E2F1","MYCN"
"9059","E2F1","MYH10"
"9060","E2F1","NELL2"
"9061","E2F1","NOX4"
"9062","E2F1","NPAT"
"9063","E2F1","NRIP1"
"9064","E2F1","PCSK6"
"9065","E2F1","PDK4"
"9066","E2F1","PEG10"
"9067","E2F1","PIN1"
"9068","E2F1","PLK1"
"9069","E2F1","PNRC2"
"9070","E2F1","PPARG"
"9071","E2F1","PPP1R13B"
"9072","E2F1","PTPRO"
"9073","E2F1","RACGAP1"
"9074","E2F1","RASGEF1B"
"9075","E2F1","RASGRP1"
"9076","E2F1","RBM38"
"9077","E2F1","RNF2"
"9078","E2F1","RPA2"
"9079","E2F1","RRM2"
"9080","E2F1","RRP1B"
"9081","E2F1","SERPINB5"
"9082","E2F1","SIVA1"
"9083","E2F1","SKP2"
"9084","E2F1","TERT"
"9085","E2F1","THBS1"
"9086","E2F1","TLR3"
"9087","E2F1","TNF"
"9088","E2F1","TNFSF11"
"9089","E2F1","TP53"
"9090","E2F1","TP53BP2"
"9091","E2F1","TP53INP1"
"9092","E2F1","TYMS"
"9093","E2F1","UHRF1"
"9094","E2F1","ULK1"
"9095","E2F1","VEGFA"
"9096","E2F1","WWOX"
"9097","E2F1","XRCC1"
"9098","E2F1","ZNF350"
"9099","E2F1","BMP4"
"9100","E2F1","CYP27B1"
"9101","E2F1","DCC"
"9102","E2F1","EYA4"
"9103","E2F1","EYA2"
"9104","E2F1","GTF2H4"
"9105","E2F1","KCNA3"
"9106","E2F1","MEIS1"
"9107","E2F1","MFAP1"
"9108","E2F1","NKX6-1"
"9109","E2F1","OAZ2"
"9110","E2F1","SAFB"
"9111","E2F1","HIST1H4H"
"9112","E2F1","UXT"
"9113","E2F1","SMARCA5"
"9114","E2F1","HIST1H2BJ"
"9115","E2F1","DGKI"
"9116","E2F1","PPT2"
"9117","E2F1","KIF23"
"9118","E2F1","GRAP"
"9119","E2F1","ALG5"
"9120","E2F1","CDCA4"
"9121","E2F1","BORA"
"9122","E2F1","LACTB"
"9123","E2F2","CDK2"
"9124","E2F2","RB1"
"9125","E2F2","ARHGAP36"
"9126","E2F2","BRD2"
"9127","E2F2","DCTN3"
"9128","E2F2","DOCK9"
"9129","E2F2","ERH"
"9130","E2F2","H2AFZ"
"9131","E2F2","IGFBP3"
"9132","E2F2","MPPED2"
"9133","E2F2","N4BP2L1"
"9134","E2F2","PRRG3"
"9135","E2F2","RAD51"
"9136","E2F2","SALL1"
"9137","E2F2","SCN8A"
"9138","E2F2","TMEM48"
"9139","E2F2","WRAP73"
"9140","E2F2","ABCB10"
"9141","E2F2","ACCS"
"9142","E2F2","ACSL1"
"9143","E2F2","ACTR6"
"9144","E2F2","ADAMTS14"
"9145","E2F2","ADD3"
"9146","E2F2","AGPAT4"
"9147","E2F2","AMDHD1"
"9148","E2F2","AMPD3"
"9149","E2F2","AOC2"
"9150","E2F2","AOC3"
"9151","E2F2","ARID3B"
"9152","E2F2","ARL6IP5"
"9153","E2F2","ARMC4"
"9154","E2F2","ASB14"
"9155","E2F2","ASB9"
"9156","E2F2","ATG16L2"
"9157","E2F2","BCL9L"
"9158","E2F2","BECN1"
"9159","E2F2","BIK"
"9160","E2F2","BLVRA"
"9161","E2F2","BTBD7"
"9162","E2F2","C10orf46"
"9163","E2F2","C11orf54"
"9164","E2F2","C15orf23"
"9165","E2F2","C16orf62"
"9166","E2F2","C1S"
"9167","E2F2","C1orf123"
"9168","E2F2","C20orf85"
"9169","E2F2","C21orf58"
"9170","E2F2","C9orf72"
"9171","E2F2","CASR"
"9172","E2F2","CBLN1"
"9173","E2F2","CCDC33"
"9174","E2F2","CCNE1"
"9175","E2F2","CCNE2"
"9176","E2F2","CCP110"
"9177","E2F2","CD320"
"9178","E2F2","CDC45"
"9179","E2F2","CDCA3"
"9180","E2F2","CDKN2C"
"9181","E2F2","CELF1"
"9182","E2F2","CLASP2"
"9183","E2F2","CLIP1"
"9184","E2F2","CLTC"
"9185","E2F2","DCAF7"
"9186","E2F2","DCLK1"
"9187","E2F2","DEC1"
"9188","E2F2","DNAAF2"
"9189","E2F2","DPF2"
"9190","E2F2","DPH5"
"9191","E2F2","DTX1"
"9192","E2F2","DYNC2H1"
"9193","E2F2","EIF3A"
"9194","E2F2","ELOVL6"
"9195","E2F2","ENAH"
"9196","E2F2","EPM2A"
"9197","E2F2","EXT2"
"9198","E2F2","FIZ1"
"9199","E2F2","GATA3"
"9200","E2F2","GCHFR"
"9201","E2F2","GIF"
"9202","E2F2","GNAS"
"9203","E2F2","GRIA4"
"9204","E2F2","GTF2E1"
"9205","E2F2","HERC2P2"
"9206","E2F2","HESX1"
"9207","E2F2","HIST1H2BL"
"9208","E2F2","HIST2H2AA3"
"9209","E2F2","HIST2H4A"
"9210","E2F2","IL17RD"
"9211","E2F2","IQCK"
"9212","E2F2","KCNC4"
"9213","E2F2","KCNG4"
"9214","E2F2","KIAA0586"
"9215","E2F2","KIAA1274"
"9216","E2F2","KRT18P55"
"9217","E2F2","KRT82"
"9218","E2F2","LBR"
"9219","E2F2","LINGO2"
"9220","E2F2","LOC283392"
"9221","E2F2","LOC284889"
"9222","E2F2","LOC51145"
"9223","E2F2","LOC80054"
"9224","E2F2","LPGAT1"
"9225","E2F2","LRP3"
"9226","E2F2","LRSAM1"
"9227","E2F2","LYPLAL1"
"9228","E2F2","MAGOH"
"9229","E2F2","MAPRE1"
"9230","E2F2","MBD5"
"9231","E2F2","MED17"
"9232","E2F2","MEMO1"
"9233","E2F2","MFSD10"
"9234","E2F2","MFSD6L"
"9235","E2F2","MKX"
"9236","E2F2","MOB3B"
"9237","E2F2","MOSPD3"
"9238","E2F2","MPST"
"9239","E2F2","MRPL3"
"9240","E2F2","MRPS6"
"9241","E2F2","MUT"
"9242","E2F2","MXI1"
"9243","E2F2","MYL12A"
"9244","E2F2","N4BP1"
"9245","E2F2","NAIP"
"9246","E2F2","NDUFA7"
"9247","E2F2","NDUFAB1"
"9248","E2F2","NEK2"
"9249","E2F2","NIP7"
"9250","E2F2","NOL9"
"9251","E2F2","NOP14"
"9252","E2F2","NPEPL1"
"9253","E2F2","NT5DC3"
"9254","E2F2","OAS2"
"9255","E2F2","OAT"
"9256","E2F2","P2RY2"
"9257","E2F2","PALB2"
"9258","E2F2","PAPPA"
"9259","E2F2","PCOLCE"
"9260","E2F2","PDC"
"9261","E2F2","PEF1"
"9262","E2F2","PFDN5"
"9263","E2F2","PHLDB1"
"9264","E2F2","PIK3R5"
"9265","E2F2","PITX2"
"9266","E2F2","PKD1L1"
"9267","E2F2","PLAU"
"9268","E2F2","PLAUR"
"9269","E2F2","POLE2"
"9270","E2F2","POLR3A"
"9271","E2F2","PPM1J"
"9272","E2F2","PPP1R3E"
"9273","E2F2","PRDM1"
"9274","E2F2","PRKACA"
"9275","E2F2","PROKR1"
"9276","E2F2","PTGS2"
"9277","E2F2","PURB"
"9278","E2F2","RAP1GAP"
"9279","E2F2","RDH16"
"9280","E2F2","RPS6KB1"
"9281","E2F2","RTN4"
"9282","E2F2","RTP1"
"9283","E2F2","RTP4"
"9284","E2F2","SCML1"
"9285","E2F2","SCYL2"
"9286","E2F2","SERPINE1"
"9287","E2F2","SGK223"
"9288","E2F2","SLC15A1"
"9289","E2F2","SLC2A13"
"9290","E2F2","SLC2A3"
"9291","E2F2","SNTB2"
"9292","E2F2","SNX19P2"
"9293","E2F2","SOHLH2"
"9294","E2F2","SSFA2"
"9295","E2F2","SSR4"
"9296","E2F2","SSTR1"
"9297","E2F2","ST6GAL1"
"9298","E2F2","STXBP1"
"9299","E2F2","STXBP5L"
"9300","E2F2","SUZ12"
"9301","E2F2","TAF11"
"9302","E2F2","TAF1C"
"9303","E2F2","TAF5L"
"9304","E2F2","TGFB2"
"9305","E2F2","TH"
"9306","E2F2","TIGD3"
"9307","E2F2","TMED4"
"9308","E2F2","TMUB2"
"9309","E2F2","TNFRSF10A"
"9310","E2F2","TNFRSF10D"
"9311","E2F2","TNS3"
"9312","E2F2","TP73"
"9313","E2F2","TRAPPC4"
"9314","E2F2","TRMT12"
"9315","E2F2","TRPM2"
"9316","E2F2","TSPY2"
"9317","E2F2","TUBA4A"
"9318","E2F2","UBL7"
"9319","E2F2","UBP1"
"9320","E2F2","USP1"
"9321","E2F2","UTRN"
"9322","E2F2","VMP1"
"9323","E2F2","VPS11"
"9324","E2F2","VPS4A"
"9325","E2F2","YIPF1"
"9326","E2F2","ZCCHC8"
"9327","E2F2","ZFC3H1"
"9328","E2F2","ZNF292"
"9329","E2F2","ZNF543"
"9330","E2F2","ZNF614"
"9331","E2F2","ZNF616"
"9332","E2F2","CCNA1"
"9333","E2F2","CCNA2"
"9334","E2F2","CUX1"
"9335","E2F2","MAP3K5"
"9336","E2F2","BRCA1"
"9337","E2F2","MT1G"
"9338","E2F2","MYCN"
"9339","E2F3","hsa-miR-195"
"9340","E2F3","hsa-miR-16"
"9341","E2F3","hsa-miR-15b"
"9342","E2F3","BECN1"
"9343","E2F3","CCNE1"
"9344","E2F3","CCNE2"
"9345","E2F3","CDC45"
"9346","E2F3","PLAU"
"9347","E2F3","PLAUR"
"9348","E2F3","CCNA1"
"9349","E2F3","CCNA2"
"9350","E2F3","CDK2"
"9351","E2F3","RB1"
"9352","E2F3","SERPINE1"
"9353","E2F3","SNX19P2"
"9354","E2F3","SUZ12"
"9355","E2F3","TP73"
"9356","E2F3","hsa-miR-34a"
"9357","E2F3","hsa-miR-15a"
"9358","E2F3","hsa-miR-106b"
"9359","E2F3","AURKA"
"9360","E2F3","CCNB1"
"9361","E2F3","CDC6"
"9362","E2F3","CDK1"
"9363","E2F3","CDKN1A"
"9364","E2F3","CUX1"
"9365","E2F3","ERICD"
"9366","E2F3","MAP3K5"
"9367","E2F3","MAPK8"
"9368","E2F3","PLK1"
"9369","E2F3","TFE3"
"9370","E2F3","VEGFA"
"9371","E2F3","BRCA1"
"9372","E2F3","CDKN2A"
"9373","E2F3","E2F1"
"9374","E2F3","MT1G"
"9375","E2F3","MYCN"
"9376","E2F4","TBL2"
"9377","E2F4","TEAD4"
"9378","E2F4","TERT"
"9379","E2F4","TFAM"
"9380","E2F4","TFAP2C"
"9381","E2F4","TFRC"
"9382","E2F4","THOP1"
"9383","E2F4","TK1"
"9384","E2F4","TOP1"
"9385","E2F4","TOP2A"
"9386","E2F4","TP53"
"9387","E2F4","TP73"
"9388","E2F4","TRAF2"
"9389","E2F4","TRIB3"
"9390","E2F4","TSNAX"
"9391","E2F4","TSPY2"
"9392","E2F4","TTK"
"9393","E2F4","TYMS"
"9394","E2F4","UMPS"
"9395","E2F4","USP25"
"9396","E2F4","VARS2"
"9397","E2F4","VCP"
"9398","E2F4","VHL"
"9399","E2F4","VPS4A"
"9400","E2F4","WEE1"
"9401","E2F4","XCE"
"9402","E2F4","XRCC2"
"9403","E2F4","YWHAH"
"9404","E2F4","ZFP36L1"
"9405","E2F4","ZNF224"
"9406","E2F4","ZNF267"
"9407","E2F4","ABCA1"
"9408","E2F4","ABCG1"
"9409","E2F4","ACTA1"
"9410","E2F4","ACTG1"
"9411","E2F4","ACTR5"
"9412","E2F4","ADARB1"
"9413","E2F4","ADRBK2"
"9414","E2F4","AKR7A2"
"9415","E2F4","ALDH5A1"
"9416","E2F4","ANLN"
"9417","E2F4","APLN"
"9418","E2F4","APRT"
"9419","E2F4","ARHGDIG"
"9420","E2F4","ATM"
"9421","E2F4","ATN1"
"9422","E2F4","AURKB"
"9423","E2F4","BARD1"
"9424","E2F4","BCL11A"
"9425","E2F4","BECN1"
"9426","E2F4","BIRC5"
"9427","E2F4","BRCA1"
"9428","E2F4","BUB3"
"9429","E2F4","C16orf80"
"9430","E2F4","C2orf18"
"9431","E2F4","C6orf72"
"9432","E2F4","CALB2"
"9433","E2F4","CALM1"
"9434","E2F4","CALR"
"9435","E2F4","CAV1"
"9436","E2F4","CBS"
"9437","E2F4","CCDC78"
"9438","E2F4","CCNA2"
"9439","E2F4","CCND1"
"9440","E2F4","CDC37L1"
"9441","E2F4","CDC45"
"9442","E2F4","CDH13"
"9443","E2F4","CDK1"
"9444","E2F4","CDK2"
"9445","E2F4","RBL1"
"9446","E2F4","RBL2"
"9447","E2F4","SMAD2"
"9448","E2F4","SMAD3"
"9449","E2F4","SMAD4"
"9450","E2F4","SLC25A14"
"9451","E2F4","SLC3A2"
"9452","E2F4","SLC44A4"
"9453","E2F4","SLC6A3"
"9454","E2F4","SLCO4A1"
"9455","E2F4","SMARCA4"
"9456","E2F4","SMARCB1"
"9457","E2F4","SMC2"
"9458","E2F4","SNX19P2"
"9459","E2F4","SP1"
"9460","E2F4","SPN"
"9461","E2F4","SPO11"
"9462","E2F4","SRPR"
"9463","E2F4","SRRM2"
"9464","E2F4","SRSF8"
"9465","E2F4","SS18L1"
"9466","E2F4","STAM"
"9467","E2F4","SUPT4H1"
"9468","E2F4","SUZ12"
"9469","E2F4","SYNGR1"
"9470","E2F4","RPS8"
"9471","E2F4","RRM1"
"9472","E2F4","S100A6"
"9473","E2F4","SEPT5"
"9474","E2F4","SFPQ"
"9475","E2F4","SH3BGR"
"9476","E2F4","SIRPA"
"9477","E2F4","SKP1"
"9478","E2F4","SLC10A3"
"9479","E2F4","SLC25A4"
"9480","E2F4","CENPE"
"9481","E2F4","CHEK1"
"9482","E2F4","CIB2"
"9483","E2F4","CKS1B"
"9484","E2F4","CKS2"
"9485","E2F4","COL4A1"
"9486","E2F4","COL4A2"
"9487","E2F4","COX7C"
"9488","E2F4","CSE1L"
"9489","E2F4","CSF1"
"9490","E2F4","CSTF1"
"9491","E2F4","CTH"
"9492","E2F4","CUTC"
"9493","E2F4","CYP1B1"
"9494","E2F4","DBF4"
"9495","E2F4","BACH1"
"9496","E2F4","BRD2"
"9497","E2F4","CBX5"
"9498","E2F4","CDC25A"
"9499","E2F4","CDC6"
"9500","E2F4","CREG1"
"9501","E2F4","DLEU1"
"9502","E2F4","E2F3"
"9503","E2F4","FAM173A"
"9504","E2F4","FPGT"
"9505","E2F4","GINS1"
"9506","E2F4","GLUD1"
"9507","E2F4","H2AFZ"
"9508","E2F4","HNRNPD"
"9509","E2F4","KDM6A"
"9510","E2F4","KRT19"
"9511","E2F4","MAP3K7"
"9512","E2F4","MCM3"
"9513","E2F4","MCM5"
"9514","E2F4","MCM6"
"9515","E2F4","METTL3"
"9516","E2F4","MYC"
"9517","E2F4","MYCN"
"9518","E2F4","PCNA"
"9519","E2F4","POLA2"
"9520","E2F4","POLD2"
"9521","E2F4","RAD51"
"9522","E2F4","RB1"
"9523","E2F4","RPS6"
"9524","E2F4","SAYSD1"
"9525","E2F4","SMC4"
"9526","E2F4","STMN1"
"9527","E2F4","SUV39H1"
"9528","E2F4","TMPO"
"9529","E2F4","UNG"
"9530","E2F4","DECR2"
"9531","E2F4","DHFR"
"9532","E2F4","DMRT1"
"9533","E2F4","DPP4"
"9534","E2F4","DRG1"
"9535","E2F4","DUT"
"9536","E2F4","E2F2"
"9537","E2F4","EGR4"
"9538","E2F4","EIF2B2"
"9539","E2F4","EIF4H"
"9540","E2F4","EXOSC9"
"9541","E2F4","F3"
"9542","E2F4","FAM210B"
"9543","E2F4","FANCC"
"9544","E2F4","FDFT1"
"9545","E2F4","FEN1"
"9546","E2F4","FGF7"
"9547","E2F4","FST"
"9548","E2F4","G6PD"
"9549","E2F4","GABPA"
"9550","E2F4","GABRA5"
"9551","E2F4","GADD45A"
"9552","E2F4","GJB2"
"9553","E2F4","GNAS"
"9554","E2F4","GNPTG"
"9555","E2F4","GPANK1"
"9556","E2F4","GYPC"
"9557","E2F4","HAGHL"
"9558","E2F4","HIST2H2AA3"
"9559","E2F4","HIST2H2AB"
"9560","E2F4","HIST2H2BE"
"9561","E2F4","HLTF"
"9562","E2F4","HMGB1"
"9563","E2F4","HMGB3"
"9564","E2F4","HMGN2"
"9565","E2F4","HMMR"
"9566","E2F4","HNF4A"
"9567","E2F4","HPGD"
"9568","E2F4","HRH3"
"9569","E2F4","HSPD1"
"9570","E2F4","HTRA1"
"9571","E2F4","ID3"
"9572","E2F4","IFNAR2"
"9573","E2F4","IL2RA"
"9574","E2F4","INSIG1"
"9575","E2F4","ITGB3BP"
"9576","E2F4","JUN"
"9577","E2F4","KHDRBS1"
"9578","E2F4","KIF22"
"9579","E2F4","KIF4A"
"9580","E2F4","KLF10"
"9581","E2F4","KLHL21"
"9582","E2F4","KLK3"
"9583","E2F4","LGALS1"
"9584","E2F4","LIME1"
"9585","E2F4","MAD2L1"
"9586","E2F4","MAPRE1"
"9587","E2F4","MBP"
"9588","E2F4","MCM8"
"9589","E2F4","MED21"
"9590","E2F4","MKI67"
"9591","E2F4","MLH1"
"9592","E2F4","MRPL12"
"9593","E2F4","MRPS6"
"9594","E2F4","MSH2"
"9595","E2F4","MT3"
"9596","E2F4","MTHFD1"
"9597","E2F4","MYCL1"
"9598","E2F4","MYT1"
"9599","E2F4","NAP1L4"
"9600","E2F4","NCL"
"9601","E2F4","NCR2"
"9602","E2F4","NDC80"
"9603","E2F4","NEK2"
"9604","E2F4","NFE2L1"
"9605","E2F4","NFKB2"
"9606","E2F4","NFYA"
"9607","E2F4","NKTR"
"9608","E2F4","NOL3"
"9609","E2F4","NXT1"
"9610","E2F4","OGFR"
"9611","E2F4","ORC1"
"9612","E2F4","OSR1"
"9613","E2F4","PARK7"
"9614","E2F4","PCNT"
"9615","E2F4","PDE9A"
"9616","E2F4","PDXK"
"9617","E2F4","PDXP"
"9618","E2F4","PIGQ"
"9619","E2F4","PIM2"
"9620","E2F4","PKN2"
"9621","E2F4","PLCG1"
"9622","E2F4","PLK1"
"9623","E2F4","PLSCR1"
"9624","E2F4","PLSCR4"
"9625","E2F4","POLD1"
"9626","E2F4","POLE2"
"9627","E2F4","POLR2D"
"9628","E2F4","POLR2F"
"9629","E2F4","POLR3D"
"9630","E2F4","PPIA"
"9631","E2F4","PPP1R3C"
"9632","E2F4","PPP2R2B"
"9633","E2F4","PRC1"
"9634","E2F4","PRIM2"
"9635","E2F4","PRKCSH"
"9636","E2F4","PRKDC"
"9637","E2F4","PRKG2"
"9638","E2F4","PRNP"
"9639","E2F4","PRPSAP1"
"9640","E2F4","PSMA7"
"9641","E2F4","PSMB8"
"9642","E2F4","PTGS2"
"9643","E2F4","PTTG1"
"9644","E2F4","PWP2"
"9645","E2F4","RABIF"
"9646","E2F4","RAD54L"
"9647","E2F4","REL"
"9648","E2F4","RFC2"
"9649","E2F4","RFC3"
"9650","E2F4","RFC4"
"9651","E2F4","RIPK2"
"9652","E2F4","RPA3"
"9653","E2F4","RPL23A"
"9654","E2F4","RPS15"
"9655","E2F4","RPS3A"
"9656","E2F4","RPS4X"
"9657","E2F4","AR"
"9658","E2F4","CCNB1"
"9659","E2F4","CUX1"
"9660","E2F4","DIRAS3"
"9661","E2F4","HCFC1"
"9662","E2F4","PCLAF"
"9663","E2F4","LIN54"
"9664","E2F4","LTBP4"
"9665","E2F4","MAP3K5"
"9666","E2F4","MCM10"
"9667","E2F4","PEG10"
"9668","E2F4","PLK4"
"9669","E2F4","PPARG"
"9670","E2F4","TOPBP1"
"9671","E2F4","ACAT2"
"9672","E2F4","ACCN2"
"9673","E2F4","ACO2"
"9674","E2F4","ACTN2"
"9675","E2F4","ACVR1"
"9676","E2F4","ADARB2"
"9677","E2F4","ADCY1"
"9678","E2F4","ADCYAP1R1"
"9679","E2F4","ADD2"
"9680","E2F4","ADH4"
"9681","E2F4","ADH5"
"9682","E2F4","ADORA3"
"9683","E2F4","PARP1"
"9684","E2F4","ADRBK1"
"9685","E2F4","AP2B1"
"9686","E2F4","AP1G1"
"9687","E2F4","AEBP1"
"9688","E2F4","CRISP1"
"9689","E2F4","AFG3L1P"
"9690","E2F4","AGTR2"
"9691","E2F4","AIM1"
"9692","E2F4","AKT2"
"9693","E2F4","ALAS1"
"9694","E2F4","AKR1B1"
"9695","E2F4","ALOX12"
"9696","E2F4","AMD1"
"9697","E2F4","AMHR2"
"9698","E2F4","ANK1"
"9699","E2F4","ANXA6"
"9700","E2F4","NUDT2"
"9701","E2F4","ARL2"
"9702","E2F4","ASAH1"
"9703","E2F4","ASNA1"
"9704","E2F4","ATF4"
"9705","E2F4","ATOX1"
"9706","E2F4","ATP2A1"
"9707","E2F4","ATP5A1"
"9708","E2F4","ATP5F1"
"9709","E2F4","BAI3"
"9710","E2F4","BBS2"
"9711","E2F4","BCAT1"
"9712","E2F4","BCL2A1"
"9713","E2F4","BRCA2"
"9714","E2F4","BST1"
"9715","E2F4","KLF9"
"9716","E2F4","BTG1"
"9717","E2F4","BUB1"
"9718","E2F4","C6"
"9719","E2F4","C9"
"9720","E2F4","C11orf2"
"9721","E2F4","C11orf9"
"9722","E2F4","C11orf10"
"9723","E2F4","C21orf2"
"9724","E2F4","CA3"
"9725","E2F4","CA8"
"9726","E2F4","CACNB2"
"9727","E2F4","CACNB3"
"9728","E2F4","CALM2"
"9729","E2F4","CAPZA2"
"9730","E2F4","RUNX1"
"9731","E2F4","CCNG1"
"9732","E2F4","CCNG2"
"9733","E2F4","CCNT1"
"9734","E2F4","CD19"
"9735","E2F4","CD28"
"9736","E2F4","CD80"
"9737","E2F4","CD36"
"9738","E2F4","CD68"
"9739","E2F4","SEPT7"
"9740","E2F4","CDC20"
"9741","E2F4","CDC25C"
"9742","E2F4","CDC27"
"9743","E2F4","CDH2"
"9744","E2F4","CDH3"
"9745","E2F4","CDH8"
"9746","E2F4","CDH11"
"9747","E2F4","CDH12"
"9748","E2F4","CDKN3"
"9749","E2F4","CDO1"
"9750","E2F4","CDR2"
"9751","E2F4","CETN1"
"9752","E2F4","CETN3"
"9753","E2F4","RCBTB2"
"9754","E2F4","CHD3"
"9755","E2F4","AKR1C4"
"9756","E2F4","FOXN3"
"9757","E2F4","CHRM5"
"9758","E2F4","AP2S1"
"9759","E2F4","CLCN5"
"9760","E2F4","CLCN6"
"9761","E2F4","CLIC1"
"9762","E2F4","CLN5"
"9763","E2F4","CNN2"
"9764","E2F4","CNTN1"
"9765","E2F4","COL4A5"
"9766","E2F4","COL8A1"
"9767","E2F4","COL15A1"
"9768","E2F4","COX15"
"9769","E2F4","CPA2"
"9770","E2F4","CPS1"
"9771","E2F4","CPT2"
"9772","E2F4","CRIP1"
"9773","E2F4","HAPLN1"
"9774","E2F4","CRYBB3"
"9775","E2F4","VCAN"
"9776","E2F4","CSTF2"
"9777","E2F4","CSTF3"
"9778","E2F4","CTNNA2"
"9779","E2F4","CTNNB1"
"9780","E2F4","CTNND2"
"9781","E2F4","CX3CR1"
"9782","E2F4","CYP1A1"
"9783","E2F4","CYP2A7"
"9784","E2F4","CYP3A4"
"9785","E2F4","CYP27B1"
"9786","E2F4","DAB2"
"9787","E2F4","DACH1"
"9788","E2F4","DAZ1"
"9789","E2F4","DCTN1"
"9790","E2F4","DDB2"
"9791","E2F4","DDX1"
"9792","E2F4","DDX5"
"9793","E2F4","DHX8"
"9794","E2F4","DDX10"
"9795","E2F4","DDX11"
"9796","E2F4","DEFA3"
"9797","E2F4","DEFB4A"
