"","from","to","source","database"
"2080","Thbs1","Lrp1","ppi_lr","ppi_prediction"
"2081","Ctsg","Lrp1","ppi_lr","ppi_prediction"
"2082","Wnt3a","Lrp1","ppi_lr","ppi_prediction"
"2083","Mdk","Lrp1","ppi_lr","ppi_prediction"
"2084","Apoe","Lrp1","ppi_lr","ppi_prediction"
"2085","Tgfb1","Sdc2","ppi_lr","ppi_prediction"
"2086","Hgf","Sdc2","ppi_lr","ppi_prediction"
"2087","Pf4","Sdc2","ppi_lr","ppi_prediction"
"2088","Serpinc1","Sdc2","ppi_lr","ppi_prediction"
"2089","Serpina1a","Sdc2","ppi_lr","ppi_prediction"
"2090","Tnfsf13","Sdc2","ppi_lr","ppi_prediction"
"2091","Hsp90b1","Tnfrsf1b","ppi_lr","ppi_prediction"
"2092","Calm1","Tnfrsf1b","ppi_lr","ppi_prediction"
"2093","Fga","Itgb3","ppi_lr","ppi_prediction"
"2094","Gzmb","Notch1","ppi_lr","ppi_prediction"
"2095","Calm1","Htr2c","ppi_lr","ppi_prediction"
"2096","Calr","Mtnr1a","ppi_lr","ppi_prediction"
"2097","Csf2","Il3ra","ppi_lr","ppi_prediction"
"2098","Mdk","Sdc4","ppi_lr","ppi_prediction"
"2099","Tgfb3","Sdc4","ppi_lr","ppi_prediction"
"2100","Psen1","Notch4","ppi_lr","ppi_prediction"
"2101","Psen1","Notch3","ppi_lr","ppi_prediction"
"2102","Psen1","Notch2","ppi_lr","ppi_prediction"
"2103","Fn1","Tshr","ppi_lr","ppi_prediction"
"2104","Fn1","Itgb5","ppi_lr","ppi_prediction"
"2105","Fn1","Mtnr1a","ppi_lr","ppi_prediction"
"2106","Mmp9","Cd44","ppi_lr","ppi_prediction"
"2107","Mmp9","Ephb2","ppi_lr","ppi_prediction"
"2108","Fga","Itga2b","ppi_lr","ppi_prediction"
"2109","F2","Itga2b","ppi_lr","ppi_prediction"
"2110","Col2a1","Itga2b","ppi_lr","ppi_prediction"
"2111","Tnfsf9","Traf2","ppi_lr","ppi_prediction"
"2112","Tnfsf4","Traf2","ppi_lr","ppi_prediction"
"2113","Calm1","Traf2","ppi_lr","ppi_prediction"
"2114","Col2a1","Ddr1","ppi_lr","ppi_prediction"
"2115","Ppbp","Il7r","ppi_lr","ppi_prediction"
"2116","Tnf","Ptprz1","ppi_lr","ppi_prediction"
"2117","Ccl22","Ccr7","ppi_lr","ppi_prediction"
"2118","Gdf9","Acvr2a","ppi_lr","ppi_prediction"
"2119","Fgf7","Fgfr3","ppi_lr","ppi_prediction"
"2120","Fgf7","Fgfr4","ppi_lr","ppi_prediction"
"2121","Wnt5a","Fzd1","ppi_lr","ppi_prediction"
"2122","Wnt1","Cd36","ppi_lr","ppi_prediction"
"2123","Col1a1","Cd36","ppi_lr","ppi_prediction"
"2124","Calm1","Fas","ppi_lr","ppi_prediction"
"2125","Tnfsf13","Fas","ppi_lr","ppi_prediction"
"2126","Ntn1","Neo1","ppi_lr","ppi_prediction"
"2127","Ccl3","Ackr4","ppi_lr","ppi_prediction"
"2128","Ctsg","Cxcr4","ppi_lr","ppi_prediction"
"2129","Tgfb1","Bmpr1a","ppi_lr","ppi_prediction"
"2130","Gdf9","Bmpr1a","ppi_lr","ppi_prediction"
"2131","Vtn","Plaur","ppi_lr","ppi_prediction"
"2132","Kng1","Plaur","ppi_lr","ppi_prediction"
"2133","Ccl12","Ccr10","ppi_lr","ppi_prediction"
"2134","Tdgf1","Acvr1c","ppi_lr","ppi_prediction"
"2135","Ccl2","Ackr4","ppi_lr","ppi_prediction"
"2136","Ccl11","Ackr4","ppi_lr","ppi_prediction"
"2137","Ccl8","Ackr4","ppi_lr","ppi_prediction"
"2138","Cxcl13","Ackr4","ppi_lr","ppi_prediction"
"2139","Ccl5","Ackr4","ppi_lr","ppi_prediction"
"2140","Ccl4","Ackr4","ppi_lr","ppi_prediction"
"2141","Efna1","Ephb1","ppi_lr","ppi_prediction"
"2142","Epo","Ephb4","ppi_lr","ppi_prediction"
"2143","Tgfb1","Itgav","ppi_lr","ppi_prediction"
"2144","Tgfb1","Itgb8","ppi_lr","ppi_prediction"
"2145","Pros1","Rpsa","ppi_lr","ppi_prediction"
"2146","Tnfsf13","Tnfrsf1a","ppi_lr","ppi_prediction"
"2147","Calm1","Tnfrsf1a","ppi_lr","ppi_prediction"
"2148","Ccl5","Cxcr5","ppi_lr","ppi_prediction"
"2149","Ccl4","Cxcr5","ppi_lr","ppi_prediction"
"2150","Ptn","Ptprs","ppi_lr","ppi_prediction"
"2151","Ctsg","F2rl1","ppi_lr","ppi_prediction"
"2152","Gdf5","Acvr1","ppi_lr","ppi_prediction"
"2153","Ccl1","Ccr1","ppi_lr","ppi_prediction"
"2154","Gstp2","Il7r","ppi_lr","ppi_prediction"
"2155","Ccl4","Ccr3","ppi_lr","ppi_prediction"
"2156","Gdf5","Acvr2b","ppi_lr","ppi_prediction"
"2157","Fgf2","Cd44","ppi_lr","ppi_prediction"
"2158","Vegfa","Ptprb","ppi_lr","ppi_prediction"
"2159","Fgf3","Fgfr3","ppi_lr","ppi_prediction"
"2160","Fgf3","Fgfr4","ppi_lr","ppi_prediction"
"2161","Ccl25","Ccr10","ppi_lr","ppi_prediction"
"2162","Trf","Il7r","ppi_lr","ppi_prediction"
"2163","Il4","Il13ra2","ppi_lr","ppi_prediction"
"2164","A2m","Tnfrsf14","ppi_lr","ppi_prediction"
"2165","Cxcl13","Ccr10","ppi_lr","ppi_prediction"
"2166","Pf4","Cxcr3","ppi_lr","ppi_prediction"
"2167","Cxcl13","Cxcr3","ppi_lr","ppi_prediction"
"2168","Npy","Mc4r","ppi_lr","ppi_prediction"
"2169","Plau","Igf2r","ppi_lr","ppi_prediction"
"2170","Bdnf","Sort1","ppi_lr","ppi_prediction"
"2171","Lrpap1","Sort1","ppi_lr","ppi_prediction"
"2172","Nts","Sort1","ppi_lr","ppi_prediction"
"2173","Saa1","Fpr1","ppi_lr","ppi_prediction"
"2174","Plg","F3","ppi_lr","ppi_prediction"
"2175","Calm1","Oprm1","ppi_lr","ppi_prediction"
"2176","Cyr61","Itgb5","ppi_lr","ppi_prediction"
"2177","Lrpap1","Sorl1","ppi_lr","ppi_prediction"
"2178","Inhba","Tgfbr3","ppi_lr","ppi_prediction"
"2179","Calm1","Adcyap1r1","ppi_lr","ppi_prediction"
"2180","Calm1","Sctr","ppi_lr","ppi_prediction"
"2181","Calm1","Gp6","ppi_lr","ppi_prediction"
"2182","Calm1","Glp1r","ppi_lr","ppi_prediction"
"2183","Calm1","Pth2r","ppi_lr","ppi_prediction"
"2184","Calm1","Grm4","ppi_lr","ppi_prediction"
"2185","Calm1","Vipr1","ppi_lr","ppi_prediction"
"2186","Apoe","Scarb1","ppi_lr","ppi_prediction"
"2187","Cyr61","Itgav","ppi_lr","ppi_prediction"
"2188","Vegfa","Ephb2","ppi_lr","ppi_prediction"
"2189","Vegfa","Ptprz1","ppi_lr","ppi_prediction"
"2190","Vegfa","Gpc1","ppi_lr","ppi_prediction"
"2191","Plg","F2r","ppi_lr","ppi_prediction"
"2192","C3","C5ar2","ppi_lr","ppi_prediction"
"2193","Lrpap1","Lrp8","ppi_lr","ppi_prediction"
"2194","Gcg","Gipr","ppi_lr","ppi_prediction"
"2195","Lrpap1","Vldlr","ppi_lr","ppi_prediction"
"2196","Adcyap1","Sctr","ppi_lr","ppi_prediction"
"2197","F2","Gp1ba","ppi_lr","ppi_prediction"
"2198","F2","Thbd","ppi_lr","ppi_prediction"
"2199","F2","Gp5","ppi_lr","ppi_prediction"
"2200","Kng1","Gp1ba","ppi_lr","ppi_prediction"
"2201","Tnfsf13","Tnfrsf14","ppi_lr","ppi_prediction"
"2202","Nppa","Npr2","ppi_lr","ppi_prediction"
"2203","Edn3","Ednra","ppi_lr","ppi_prediction"
"2204","Calm1","Pth1r","ppi_lr","ppi_prediction"
"2205","Proc","Thbd","ppi_lr","ppi_prediction"
"2206","Npy","Npffr2","ppi_lr","ppi_prediction"
"2207","Slit1","Mtnr1a","ppi_lr","ppi_prediction"
"2208","Lrrc4","Ntng1","ppi_lr","ppi_prediction"
"2209","Hcrt","Npffr2","ppi_lr","ppi_prediction"
"2210","a","Mc2r","ppi_lr","ppi_prediction"
"2211","Inhbb","Acvr1c","ppi_lr","ppi_prediction"
"2212","Cort","Cxcr6","ppi_lr","ppi_prediction"
"2213","Cort","Galr2","ppi_lr","ppi_prediction"
"2214","Cort","Galr3","ppi_lr","ppi_prediction"
"2215","Cort","Htr1a","ppi_lr","ppi_prediction"
"2216","Cort","Fpr1","ppi_lr","ppi_prediction"
"2217","Cort","C5ar1","ppi_lr","ppi_prediction"
"2218","Cort","Cxcr1","ppi_lr","ppi_prediction"
"2219","Cort","Cxcr2","ppi_lr","ppi_prediction"
"2220","Cort","Fpr2","ppi_lr","ppi_prediction"
"2221","Cort","Ackr3","ppi_lr","ppi_prediction"
"2222","Cort","Npy1r","ppi_lr","ppi_prediction"
"2223","Cort","Htr1d","ppi_lr","ppi_prediction"
"2224","Cort","Htr1b","ppi_lr","ppi_prediction"
"2225","Cort","Bdkrb2","ppi_lr","ppi_prediction"
"2226","Cort","Htr1f","ppi_lr","ppi_prediction"
"2227","Cort","Ccr1","ppi_lr","ppi_prediction"
"2228","Cort","Ccr7","ppi_lr","ppi_prediction"
"2229","Cort","Cxcr5","ppi_lr","ppi_prediction"
"2230","Cort","Oprm1","ppi_lr","ppi_prediction"
"2231","Cort","Aplnr","ppi_lr","ppi_prediction"
"2232","Cort","Oprd1","ppi_lr","ppi_prediction"
"2233","Cort","Oprk1","ppi_lr","ppi_prediction"
"2234","Cort","Oprl1","ppi_lr","ppi_prediction"
"2235","Cort","Ccr2","ppi_lr","ppi_prediction"
"2236","Cort","Ccr10","ppi_lr","ppi_prediction"
"2237","Cort","Bdkrb1","ppi_lr","ppi_prediction"
"2238","Cort","Galr1","ppi_lr","ppi_prediction"
"2239","Cort","Htr5a","ppi_lr","ppi_prediction"
"2240","Cort","Mtnr1a","ppi_lr","ppi_prediction"
"2241","Cort","Npbwr1","ppi_lr","ppi_prediction"
"2242","Cort","Npy2r","ppi_lr","ppi_prediction"
"2243","Cort","Mtnr1b","ppi_lr","ppi_prediction"
"2244","Cort","Cxcr3","ppi_lr","ppi_prediction"
"2245","Cort","Agtr2","ppi_lr","ppi_prediction"
"2246","Cort","Npy4r","ppi_lr","ppi_prediction"
"2247","Cort","Ccr3","ppi_lr","ppi_prediction"
"2248","Cort","Ccr4","ppi_lr","ppi_prediction"
"2249","Cort","Ccr5","ppi_lr","ppi_prediction"
"2250","Cort","Ccr6","ppi_lr","ppi_prediction"
"2251","Cort","Ccr8","ppi_lr","ppi_prediction"
"2252","Cort","Ccr9","ppi_lr","ppi_prediction"
"2253","Cort","Cxcr4","ppi_lr","ppi_prediction"
"2254","Cort","Grm4","ppi_lr","ppi_prediction"
"2255","Cort","P2ry14","ppi_lr","ppi_prediction"
"2256","Cort","Npy5r","ppi_lr","ppi_prediction"
"2257","Cort","C3ar1","ppi_lr","ppi_prediction"
"2258","Cort","Rxfp4","ppi_lr","ppi_prediction"
"2259","Cort","Lpar1","ppi_lr","ppi_prediction"
"2260","Cort","Mchr1","ppi_lr","ppi_prediction"
"2261","Cort","Nmur2","ppi_lr","ppi_prediction"
"2262","Cort","Hrh4","ppi_lr","ppi_prediction"
"2263","Cort","Nmur1","ppi_lr","ppi_prediction"
"2264","Cort","Lpar2","ppi_lr","ppi_prediction"
"2265","Cort","Rxfp3","ppi_lr","ppi_prediction"
"2266","Cort","Hrh3","ppi_lr","ppi_prediction"
"2267","Cort","Ptgdr2","ppi_lr","ppi_prediction"
"2268","Lefty2","Acvr2a","ppi_lr","ppi_prediction"
"2269","Lefty2","Acvr1b","ppi_lr","ppi_prediction"
"2270","Lefty2","Acvr1c","ppi_lr","ppi_prediction"
"2271","Agrn","Itgav","ppi_lr","ppi_prediction"
"2272","Agrn","Lrp2","ppi_lr","ppi_prediction"
"2273","Agrn","Lrp1","ppi_lr","ppi_prediction"
"2274","Agrn","Ptprs","ppi_lr","ppi_prediction"
"2275","Agrn","Lrp8","ppi_lr","ppi_prediction"
"2276","Dll1","Mtnr1a","ppi_lr","ppi_prediction"
"2277","Ccl21a","Galr2","ppi_lr","ppi_prediction"
"2278","Ccl21a","Galr3","ppi_lr","ppi_prediction"
"2279","Ccl21a","Htr1a","ppi_lr","ppi_prediction"
"2280","Ccl21a","Fpr1","ppi_lr","ppi_prediction"
"2281","Ccl21a","C5ar1","ppi_lr","ppi_prediction"
"2282","Ccl21a","Cxcr1","ppi_lr","ppi_prediction"
"2283","Ccl21a","Cxcr2","ppi_lr","ppi_prediction"
"2284","Ccl21a","Fpr2","ppi_lr","ppi_prediction"
"2285","Ccl21a","Ackr3","ppi_lr","ppi_prediction"
"2286","Ccl21a","Npy1r","ppi_lr","ppi_prediction"
"2287","Ccl21a","Htr1d","ppi_lr","ppi_prediction"
"2288","Ccl21a","Htr1b","ppi_lr","ppi_prediction"
"2289","Ccl21a","Bdkrb2","ppi_lr","ppi_prediction"
"2290","Ccl21a","Sstr1","ppi_lr","ppi_prediction"
"2291","Ccl21a","Sstr2","ppi_lr","ppi_prediction"
"2292","Ccl21a","Htr1f","ppi_lr","ppi_prediction"
"2293","Ccl21a","Sstr4","ppi_lr","ppi_prediction"
"2294","Ccl21a","Ccr1","ppi_lr","ppi_prediction"
"2295","Ccl21a","Cxcr5","ppi_lr","ppi_prediction"
"2296","Ccl21a","Sstr3","ppi_lr","ppi_prediction"
"2297","Ccl21a","Sstr5","ppi_lr","ppi_prediction"
"2298","Ccl21a","Oprm1","ppi_lr","ppi_prediction"
"2299","Ccl21a","Aplnr","ppi_lr","ppi_prediction"
"2300","Ccl21a","Oprd1","ppi_lr","ppi_prediction"
"2301","Ccl21a","Oprk1","ppi_lr","ppi_prediction"
"2302","Ccl21a","Oprl1","ppi_lr","ppi_prediction"
"2303","Ccl21a","Ccr2","ppi_lr","ppi_prediction"
"2304","Ccl21a","Ccr10","ppi_lr","ppi_prediction"
"2305","Ccl21a","Bdkrb1","ppi_lr","ppi_prediction"
"2306","Ccl21a","Galr1","ppi_lr","ppi_prediction"
"2307","Ccl21a","Htr5a","ppi_lr","ppi_prediction"
"2308","Ccl21a","Mtnr1a","ppi_lr","ppi_prediction"
"2309","Ccl21a","Npbwr1","ppi_lr","ppi_prediction"
"2310","Ccl21a","Npy2r","ppi_lr","ppi_prediction"
"2311","Ccl21a","Mtnr1b","ppi_lr","ppi_prediction"
"2312","Ccl21a","Agtr2","ppi_lr","ppi_prediction"
"2313","Ccl21a","Npy4r","ppi_lr","ppi_prediction"
"2314","Ccl21a","Ccr3","ppi_lr","ppi_prediction"
"2315","Ccl21a","Ccr4","ppi_lr","ppi_prediction"
"2316","Ccl21a","Ccr5","ppi_lr","ppi_prediction"
"2317","Ccl21a","Ccr6","ppi_lr","ppi_prediction"
"2318","Ccl21a","Ccr8","ppi_lr","ppi_prediction"
"2319","Ccl21a","Ccr9","ppi_lr","ppi_prediction"
"2320","Ccl21a","Cxcr4","ppi_lr","ppi_prediction"
"2321","Ccl21a","Grm4","ppi_lr","ppi_prediction"
"2322","Ccl21a","P2ry14","ppi_lr","ppi_prediction"
"2323","Ccl21a","Npy5r","ppi_lr","ppi_prediction"
"2324","Ccl21a","C3ar1","ppi_lr","ppi_prediction"
"2325","Ccl21a","Rxfp4","ppi_lr","ppi_prediction"
"2326","Ccl21a","Lpar1","ppi_lr","ppi_prediction"
"2327","Ccl21a","Mchr1","ppi_lr","ppi_prediction"
"2328","Ccl21a","Nmur2","ppi_lr","ppi_prediction"
"2329","Ccl21a","Hrh4","ppi_lr","ppi_prediction"
"2330","Ccl21a","Nmur1","ppi_lr","ppi_prediction"
"2331","Ccl21a","Lpar2","ppi_lr","ppi_prediction"
"2332","Ccl21a","Rxfp3","ppi_lr","ppi_prediction"
"2333","Ccl21a","Hrh3","ppi_lr","ppi_prediction"
"2334","Ccl21a","Ptgdr2","ppi_lr","ppi_prediction"
"2335","Cyr61","Plxna3","ppi_lr","ppi_prediction"
"2336","Ntn3","Unc5c","ppi_lr","ppi_prediction"
"2337","Ntn3","Acvr1b","ppi_lr","ppi_prediction"
"2338","Ntn3","Tgfbr1","ppi_lr","ppi_prediction"
"2339","Ntn3","Notch1","ppi_lr","ppi_prediction"
"2340","Ntn3","Notch2","ppi_lr","ppi_prediction"
"2341","Ntn3","Ptch1","ppi_lr","ppi_prediction"
"2342","Ntn3","Unc5a","ppi_lr","ppi_prediction"
"2343","Ntn3","Acvr1c","ppi_lr","ppi_prediction"
"2344","Ntn3","Boc","ppi_lr","ppi_prediction"
"2345","Ntn3","Robo2","ppi_lr","ppi_prediction"
"2346","Ntn3","Notch3","ppi_lr","ppi_prediction"
"2347","Ntn3","Ptch2","ppi_lr","ppi_prediction"
"2348","Wnt7a","Ror2","ppi_lr","ppi_prediction"
"2349","Wnt7a","Fzd4","ppi_lr","ppi_prediction"
"2350","Wnt7a","Fzd10","ppi_lr","ppi_prediction"
"2351","Wnt7a","Fzd1","ppi_lr","ppi_prediction"
"2352","Nrg2","Egfr","ppi_lr","ppi_prediction"
"2353","Cxcl11","Galr2","ppi_lr","ppi_prediction"
"2354","Cxcl11","Galr3","ppi_lr","ppi_prediction"
"2355","Cxcl11","Htr1a","ppi_lr","ppi_prediction"
"2356","Cxcl11","Fpr1","ppi_lr","ppi_prediction"
"2357","Cxcl11","C5ar1","ppi_lr","ppi_prediction"
"2358","Cxcl11","Cxcr1","ppi_lr","ppi_prediction"
"2359","Cxcl11","Cxcr2","ppi_lr","ppi_prediction"
"2360","Cxcl11","Fpr2","ppi_lr","ppi_prediction"
"2361","Cxcl11","Npy1r","ppi_lr","ppi_prediction"
"2362","Cxcl11","Htr1d","ppi_lr","ppi_prediction"
"2363","Cxcl11","Htr1b","ppi_lr","ppi_prediction"
"2364","Cxcl11","Bdkrb2","ppi_lr","ppi_prediction"
"2365","Cxcl11","Sstr1","ppi_lr","ppi_prediction"
"2366","Cxcl11","Sstr2","ppi_lr","ppi_prediction"
"2367","Cxcl11","Htr1f","ppi_lr","ppi_prediction"
"2368","Cxcl11","Sstr4","ppi_lr","ppi_prediction"
"2369","Cxcl11","Ccr1","ppi_lr","ppi_prediction"
"2370","Cxcl11","Ccr7","ppi_lr","ppi_prediction"
"2371","Cxcl11","Cxcr5","ppi_lr","ppi_prediction"
"2372","Cxcl11","Sstr3","ppi_lr","ppi_prediction"
"2373","Cxcl11","Sstr5","ppi_lr","ppi_prediction"
"2374","Cxcl11","Oprm1","ppi_lr","ppi_prediction"
"2375","Cxcl11","Aplnr","ppi_lr","ppi_prediction"
"2376","Cxcl11","Oprd1","ppi_lr","ppi_prediction"
"2377","Cxcl11","Oprk1","ppi_lr","ppi_prediction"
"2378","Cxcl11","Oprl1","ppi_lr","ppi_prediction"
"2379","Cxcl11","Ccr2","ppi_lr","ppi_prediction"
"2380","Cxcl11","Ccr10","ppi_lr","ppi_prediction"
"2381","Cxcl11","Bdkrb1","ppi_lr","ppi_prediction"
"2382","Cxcl11","Galr1","ppi_lr","ppi_prediction"
"2383","Cxcl11","Htr5a","ppi_lr","ppi_prediction"
"2384","Cxcl11","Mtnr1a","ppi_lr","ppi_prediction"
"2385","Cxcl11","Npbwr1","ppi_lr","ppi_prediction"
"2386","Cxcl11","Npy2r","ppi_lr","ppi_prediction"
"2387","Cxcl11","Mtnr1b","ppi_lr","ppi_prediction"
"2388","Cxcl11","Agtr2","ppi_lr","ppi_prediction"
"2389","Cxcl11","Npy4r","ppi_lr","ppi_prediction"
"2390","Cxcl11","Ccr4","ppi_lr","ppi_prediction"
"2391","Cxcl11","Ccr5","ppi_lr","ppi_prediction"
"2392","Cxcl11","Ccr6","ppi_lr","ppi_prediction"
"2393","Cxcl11","Ccr8","ppi_lr","ppi_prediction"
"2394","Cxcl11","Ccr9","ppi_lr","ppi_prediction"
"2395","Cxcl11","Cxcr4","ppi_lr","ppi_prediction"
"2396","Cxcl11","Grm4","ppi_lr","ppi_prediction"
"2397","Cxcl11","P2ry14","ppi_lr","ppi_prediction"
"2398","Cxcl11","Npy5r","ppi_lr","ppi_prediction"
"2399","Cxcl11","C3ar1","ppi_lr","ppi_prediction"
"2400","Cxcl11","Rxfp4","ppi_lr","ppi_prediction"
"2401","Cxcl11","Lpar1","ppi_lr","ppi_prediction"
"2402","Cxcl11","Mchr1","ppi_lr","ppi_prediction"
"2403","Cxcl11","Nmur2","ppi_lr","ppi_prediction"
"2404","Cxcl11","Hrh4","ppi_lr","ppi_prediction"
"2405","Cxcl11","Nmur1","ppi_lr","ppi_prediction"
"2406","Cxcl11","Lpar2","ppi_lr","ppi_prediction"
"2407","Cxcl11","Rxfp3","ppi_lr","ppi_prediction"
"2408","Cxcl11","Hrh3","ppi_lr","ppi_prediction"
"2409","Cxcl11","Ptgdr2","ppi_lr","ppi_prediction"
"2410","Tnfsf11","Traf2","ppi_lr","ppi_prediction"
"2411","Npff","Hcrtr1","ppi_lr","ppi_prediction"
"2412","Npff","Hcrtr2","ppi_lr","ppi_prediction"
"2413","Npff","Ntsr2","ppi_lr","ppi_prediction"
"2414","Npff","Tacr2","ppi_lr","ppi_prediction"
"2415","Npff","Ednrb","ppi_lr","ppi_prediction"
"2416","Npff","Fpr2","ppi_lr","ppi_prediction"
"2417","Npff","Ednra","ppi_lr","ppi_prediction"
"2418","Npff","Tacr1","ppi_lr","ppi_prediction"
"2419","Npff","F2r","ppi_lr","ppi_prediction"
"2420","Npff","Htr2a","ppi_lr","ppi_prediction"
"2421","Npff","Htr2c","ppi_lr","ppi_prediction"
"2422","Npff","Nmbr","ppi_lr","ppi_prediction"
"2423","Npff","Tacr3","ppi_lr","ppi_prediction"
"2424","Npff","Bdkrb2","ppi_lr","ppi_prediction"
"2425","Npff","Grpr","ppi_lr","ppi_prediction"
"2426","Npff","Agtr1a","ppi_lr","ppi_prediction"
"2427","Npff","Oxtr","ppi_lr","ppi_prediction"
"2428","Npff","Gnrhr","ppi_lr","ppi_prediction"
"2429","Npff","Ntsr1","ppi_lr","ppi_prediction"
"2430","Npff","Cckar","ppi_lr","ppi_prediction"
"2431","Npff","Cckbr","ppi_lr","ppi_prediction"
"2432","Npff","Trhr","ppi_lr","ppi_prediction"
"2433","Npff","Hrh1","ppi_lr","ppi_prediction"
"2434","Npff","Avpr1a","ppi_lr","ppi_prediction"
"2435","Npff","Htr2b","ppi_lr","ppi_prediction"
"2436","Npff","Xcr1","ppi_lr","ppi_prediction"
"2437","Npff","Bdkrb1","ppi_lr","ppi_prediction"
"2438","Npff","Gcgr","ppi_lr","ppi_prediction"
"2439","Npff","Avpr1b","ppi_lr","ppi_prediction"
"2440","Npff","F2rl1","ppi_lr","ppi_prediction"
"2441","Npff","Npsr1","ppi_lr","ppi_prediction"
"2442","Npff","Prokr2","ppi_lr","ppi_prediction"
"2443","Npff","Prokr1","ppi_lr","ppi_prediction"
"2444","Npff","Lpar1","ppi_lr","ppi_prediction"
"2445","Npff","Ghsr","ppi_lr","ppi_prediction"
"2446","Npff","Kiss1r","ppi_lr","ppi_prediction"
"2447","Npff","Qrfpr","ppi_lr","ppi_prediction"
"2448","Npff","F2rl3","ppi_lr","ppi_prediction"
"2449","Npff","Lpar4","ppi_lr","ppi_prediction"
"2450","Npff","Mchr1","ppi_lr","ppi_prediction"
"2451","Npff","Nmur2","ppi_lr","ppi_prediction"
"2452","Npff","Nmur1","ppi_lr","ppi_prediction"
"2453","Npff","Lpar2","ppi_lr","ppi_prediction"
"2454","Npff","Uts2r","ppi_lr","ppi_prediction"
"2455","Ccl25","Galr2","ppi_lr","ppi_prediction"
"2456","Ccl25","Galr3","ppi_lr","ppi_prediction"
"2457","Ccl25","Htr1a","ppi_lr","ppi_prediction"
"2458","Ccl25","Fpr1","ppi_lr","ppi_prediction"
"2459","Ccl25","C5ar1","ppi_lr","ppi_prediction"
"2460","Ccl25","Cxcr1","ppi_lr","ppi_prediction"
"2461","Ccl25","Cxcr2","ppi_lr","ppi_prediction"
"2462","Ccl25","Fpr2","ppi_lr","ppi_prediction"
"2463","Ccl25","Ackr3","ppi_lr","ppi_prediction"
"2464","Ccl25","Npy1r","ppi_lr","ppi_prediction"
"2465","Ccl25","Htr1d","ppi_lr","ppi_prediction"
"2466","Ccl25","Htr1b","ppi_lr","ppi_prediction"
"2467","Ccl25","Bdkrb2","ppi_lr","ppi_prediction"
"2468","Ccl25","Sstr1","ppi_lr","ppi_prediction"
"2469","Ccl25","Sstr2","ppi_lr","ppi_prediction"
"2470","Ccl25","Htr1f","ppi_lr","ppi_prediction"
"2471","Ccl25","Sstr4","ppi_lr","ppi_prediction"
"2472","Ccl25","Ccr1","ppi_lr","ppi_prediction"
"2473","Ccl25","Ccr7","ppi_lr","ppi_prediction"
"2474","Ccl25","Cxcr5","ppi_lr","ppi_prediction"
"2475","Ccl25","Sstr3","ppi_lr","ppi_prediction"
"2476","Ccl25","Sstr5","ppi_lr","ppi_prediction"
"2477","Ccl25","Oprm1","ppi_lr","ppi_prediction"
"2478","Ccl25","Aplnr","ppi_lr","ppi_prediction"
"2479","Ccl25","Oprd1","ppi_lr","ppi_prediction"
"2480","Ccl25","Oprk1","ppi_lr","ppi_prediction"
"2481","Ccl25","Oprl1","ppi_lr","ppi_prediction"
"2482","Ccl25","Ccr2","ppi_lr","ppi_prediction"
"2483","Ccl25","Bdkrb1","ppi_lr","ppi_prediction"
"2484","Ccl25","Galr1","ppi_lr","ppi_prediction"
"2485","Ccl25","Htr5a","ppi_lr","ppi_prediction"
"2486","Ccl25","Mtnr1a","ppi_lr","ppi_prediction"
"2487","Ccl25","Npbwr1","ppi_lr","ppi_prediction"
"2488","Ccl25","Npy2r","ppi_lr","ppi_prediction"
"2489","Ccl25","Mtnr1b","ppi_lr","ppi_prediction"
"2490","Ccl25","Cxcr3","ppi_lr","ppi_prediction"
"2491","Ccl25","Agtr2","ppi_lr","ppi_prediction"
"2492","Ccl25","Npy4r","ppi_lr","ppi_prediction"
"2493","Ccl25","Ccr3","ppi_lr","ppi_prediction"
"2494","Ccl25","Ccr4","ppi_lr","ppi_prediction"
"2495","Ccl25","Ccr5","ppi_lr","ppi_prediction"
"2496","Ccl25","Ccr6","ppi_lr","ppi_prediction"
"2497","Ccl25","Ccr8","ppi_lr","ppi_prediction"
"2498","Ccl25","Cxcr4","ppi_lr","ppi_prediction"
"2499","Ccl25","Grm4","ppi_lr","ppi_prediction"
"2500","Ccl25","P2ry14","ppi_lr","ppi_prediction"
"2501","Ccl25","Npy5r","ppi_lr","ppi_prediction"
"2502","Ccl25","C3ar1","ppi_lr","ppi_prediction"
"2503","Ccl25","Rxfp4","ppi_lr","ppi_prediction"
"2504","Ccl25","Lpar1","ppi_lr","ppi_prediction"
"2505","Ccl25","Mchr1","ppi_lr","ppi_prediction"
"2506","Ccl25","Nmur2","ppi_lr","ppi_prediction"
"2507","Ccl25","Hrh4","ppi_lr","ppi_prediction"
"2508","Ccl25","Nmur1","ppi_lr","ppi_prediction"
"2509","Ccl25","Lpar2","ppi_lr","ppi_prediction"
"2510","Ccl25","Rxfp3","ppi_lr","ppi_prediction"
"2511","Ccl25","Hrh3","ppi_lr","ppi_prediction"
"2512","Ccl25","Ptgdr2","ppi_lr","ppi_prediction"
"2513","Dhh","Smo","ppi_lr","ppi_prediction"
"2514","Tnfsf12","Traf2","ppi_lr","ppi_prediction"
"2515","Hcrt","Ntsr2","ppi_lr","ppi_prediction"
"2516","Hcrt","Tacr2","ppi_lr","ppi_prediction"
"2517","Hcrt","Ednrb","ppi_lr","ppi_prediction"
"2518","Hcrt","Fpr2","ppi_lr","ppi_prediction"
