"","from","to","source","database"
"1","Cxcl1","Cxcr2","kegg_cytokines","kegg"
"2","Cxcl2","Cxcr2","kegg_cytokines","kegg"
"3","Cxcl5","Cxcr2","kegg_cytokines","kegg"
"4","Ppbp","Cxcr2","kegg_cytokines","kegg"
"5","Cxcl9","Cxcr3","kegg_cytokines","kegg"
"6","Cxcl10","Cxcr3","kegg_cytokines","kegg"
"7","Cxcl11","Cxcr3","kegg_cytokines","kegg"
"8","Cxcl12","Cxcr4","kegg_cytokines","kegg"
"9","Cxcl13","Cxcr5","kegg_cytokines","kegg"
"10","Cxcl16","Cxcr6","kegg_cytokines","kegg"
"11","Xcl1","Xcr1","kegg_cytokines","kegg"
"12","Cx3cl1","Cx3cr1","kegg_cytokines","kegg"
"13","Ccl20","Ccr6","kegg_cytokines","kegg"
"14","Ccl25","Ccr9","kegg_cytokines","kegg"
"15","Ccl17","Ccr4","kegg_cytokines","kegg"
"16","Ccl22","Ccr4","kegg_cytokines","kegg"
"17","Ccl19","Ccr7","kegg_cytokines","kegg"
"18","Ccl21a","Ccr7","kegg_cytokines","kegg"
"19","Ccl12","Ccr2","kegg_cytokines","kegg"
"20","Ccl2","Ccr2","kegg_cytokines","kegg"
"21","Ccl2","Ccr3","kegg_cytokines","kegg"
"22","Ccl7","Ccr2","kegg_cytokines","kegg"
"23","Ccl7","Ccr1","kegg_cytokines","kegg"
"24","Ccl5","Ccr5","kegg_cytokines","kegg"
"25","Ccl5","Ccr1","kegg_cytokines","kegg"
"26","Ccl5","Ccr3","kegg_cytokines","kegg"
"27","Ccl8","Ccr3","kegg_cytokines","kegg"
"28","Ccl11","Ccr3","kegg_cytokines","kegg"
"29","Ccl24","Ccr3","kegg_cytokines","kegg"
"30","Ccl26","Ccr3","kegg_cytokines","kegg"
"31","Ccl28","Ccr3","kegg_cytokines","kegg"
"32","Ccl28","Ccr10","kegg_cytokines","kegg"
"33","Gm13306","Ccr10","kegg_cytokines","kegg"
"34","Il6","Il6st","kegg_cytokines","kegg"
"35","Il6","Il6ra","kegg_cytokines","kegg"
"36","Il11","Il11ra1","kegg_cytokines","kegg"
"37","Il11","Il6st","kegg_cytokines","kegg"
"38","Osm","Lifr","kegg_cytokines","kegg"
"39","Osm","Il6st","kegg_cytokines","kegg"
"40","Osm","Osmr","kegg_cytokines","kegg"
"41","Lif","Lifr","kegg_cytokines","kegg"
"42","Lif","Il6st","kegg_cytokines","kegg"
"43","Cntf","Cntfr","kegg_cytokines","kegg"
"44","Cntf","Lifr","kegg_cytokines","kegg"
"45","Cntf","Il6st","kegg_cytokines","kegg"
"46","Clcf1","Cntfr","kegg_cytokines","kegg"
"47","Clcf1","Lifr","kegg_cytokines","kegg"
"48","Clcf1","Il6st","kegg_cytokines","kegg"
"49","Ctf1","Lifr","kegg_cytokines","kegg"
"50","Ctf1","Il6st","kegg_cytokines","kegg"
"51","Csf3","Csf3r","kegg_cytokines","kegg"
"52","Lep","Lepr","kegg_cytokines","kegg"
"53","Il4","Il13ra1","kegg_cytokines","kegg"
"54","Il4","Il4ra","kegg_cytokines","kegg"
"55","Il13","Il13ra1","kegg_cytokines","kegg"
"56","Il13","Il4ra","kegg_cytokines","kegg"
"57","Il12a","Il12rb2","kegg_cytokines","kegg"
"58","Il12a","Il12rb1","kegg_cytokines","kegg"
"59","Il23a","Il12rb1","kegg_cytokines","kegg"
"60","Il23a","Il23r","kegg_cytokines","kegg"
"61","Csf2","Csf2rb","kegg_cytokines","kegg"
"62","Csf2","Csf2ra","kegg_cytokines","kegg"
"63","Il5","Il5ra","kegg_cytokines","kegg"
"64","Il5","Csf2rb","kegg_cytokines","kegg"
"65","Il2","Il2rg","kegg_cytokines","kegg"
"66","Il2","Il2rb","kegg_cytokines","kegg"
"67","Il2","Il2ra","kegg_cytokines","kegg"
"68","Il4","Il2rg","kegg_cytokines","kegg"
"69","Il7","Il7r","kegg_cytokines","kegg"
"70","Il7","Il2rg","kegg_cytokines","kegg"
"71","Il9","Il9r","kegg_cytokines","kegg"
"72","Il9","Il2rg","kegg_cytokines","kegg"
"73","Il15","Il2rg","kegg_cytokines","kegg"
"74","Il15","Il15ra","kegg_cytokines","kegg"
"75","Il15","Il2rb","kegg_cytokines","kegg"
"76","Il21","Il2rg","kegg_cytokines","kegg"
"77","Il21","Il21r","kegg_cytokines","kegg"
"78","Tslp","Crlf2","kegg_cytokines","kegg"
"79","Tslp","Il7r","kegg_cytokines","kegg"
"80","Epo","Epor","kegg_cytokines","kegg"
"81","Prl","Prlr","kegg_cytokines","kegg"
"82","Thpo","Mpl","kegg_cytokines","kegg"
"83","Pdgfc","Pdgfra","kegg_cytokines","kegg"
"84","Pdgfa","Pdgfra","kegg_cytokines","kegg"
"85","Pdgfa","Pdgfrb","kegg_cytokines","kegg"
"86","Pdgfb","Pdgfra","kegg_cytokines","kegg"
"87","Pdgfb","Pdgfrb","kegg_cytokines","kegg"
"88","Plekho2","Pdgfrb","kegg_cytokines","kegg"
"89","Vegfb","Flt1","kegg_cytokines","kegg"
"90","Vegfa","Flt1","kegg_cytokines","kegg"
"91","Vegfa","Kdr","kegg_cytokines","kegg"
"92","Vegfd","Kdr","kegg_cytokines","kegg"
"93","Vegfd","Flt4","kegg_cytokines","kegg"
"94","Hgf","Met","kegg_cytokines","kegg"
"95","Egf","Egfr","kegg_cytokines","kegg"
"96","Csf1","Csf1r","kegg_cytokines","kegg"
"97","Kitl","Kit","kegg_cytokines","kegg"
"98","Flt3l","Flt3","kegg_cytokines","kegg"
"99","Ifnb1","Ifnar2","kegg_cytokines","kegg"
"100","Ifnb1","Ifnar1","kegg_cytokines","kegg"
"101","Ifnk","Ifnar2","kegg_cytokines","kegg"
"102","Ifnk","Ifnar1","kegg_cytokines","kegg"
"103","Ifne","Ifnar2","kegg_cytokines","kegg"
"104","Ifne","Ifnar1","kegg_cytokines","kegg"
"105","Ifng","Ifngr2","kegg_cytokines","kegg"
"106","Ifng","Ifngr1","kegg_cytokines","kegg"
"107","Il10","Il10rb","kegg_cytokines","kegg"
"108","Il10","Il10ra","kegg_cytokines","kegg"
"109","Il19","Il20ra","kegg_cytokines","kegg"
"110","Il20","Il20ra","kegg_cytokines","kegg"
"111","Il20","Il22ra1","kegg_cytokines","kegg"
"112","Il24","Il20ra","kegg_cytokines","kegg"
"113","Il24","Il22ra1","kegg_cytokines","kegg"
"114","Il22","Il10rb","kegg_cytokines","kegg"
"115","Il22","Il22ra1","kegg_cytokines","kegg"
"116","Il22","Il22ra2","kegg_cytokines","kegg"
"117","Ifnl2","Il10rb","kegg_cytokines","kegg"
"118","Ifnl2","Ifnlr1","kegg_cytokines","kegg"
"119","Tnfsf10","Tnfrsf10b","kegg_cytokines","kegg"
"120","Tnfsf10","Tnfrsf11b","kegg_cytokines","kegg"
"121","Tnfsf11","Tnfrsf11b","kegg_cytokines","kegg"
"122","Tnfsf11","Tnfrsf11a","kegg_cytokines","kegg"
"123","Tnfsf12","Tnfrsf12a","kegg_cytokines","kegg"
"124","Tnf","Tnfrsf1b","kegg_cytokines","kegg"
"125","Tnf","Tnfrsf1a","kegg_cytokines","kegg"
"126","Lta","Tnfrsf1b","kegg_cytokines","kegg"
"127","Lta","Tnfrsf1a","kegg_cytokines","kegg"
"128","Lta","Ltbr","kegg_cytokines","kegg"
"129","Lta","Tnfrsf14","kegg_cytokines","kegg"
"130","Ltb","Ltbr","kegg_cytokines","kegg"
"131","Tnfsf14","Ltbr","kegg_cytokines","kegg"
"132","Tnfsf14","Tnfrsf14","kegg_cytokines","kegg"
"133","Fasl","Fas","kegg_cytokines","kegg"
"134","Cd40lg","Cd40","kegg_cytokines","kegg"
"135","Cd70","Cd27","kegg_cytokines","kegg"
"136","Tnfsf8","Tnfrsf8","kegg_cytokines","kegg"
"137","Tnfsf9","Tnfrsf9","kegg_cytokines","kegg"
"138","Tnfsf4","Tnfrsf4","kegg_cytokines","kegg"
"139","Tnfsf18","Tnfrsf18","kegg_cytokines","kegg"
"140","Tnfsf13","Tnfrsf17","kegg_cytokines","kegg"
"141","Tnfsf13","Tnfrsf13b","kegg_cytokines","kegg"
"142","Tnfsf13b","Tnfrsf17","kegg_cytokines","kegg"
"143","Tnfsf13b","Tnfrsf13b","kegg_cytokines","kegg"
"144","Tnfsf13b","Tnfrsf13c","kegg_cytokines","kegg"
"145","Eda","Edar","kegg_cytokines","kegg"
"146","Eda","Eda2r","kegg_cytokines","kegg"
"147","Tgfb1","Tgfbr1","kegg_cytokines","kegg"
"148","Tgfb1","Tgfbr2","kegg_cytokines","kegg"
"149","Tgfb2","Tgfbr1","kegg_cytokines","kegg"
"150","Tgfb2","Tgfbr2","kegg_cytokines","kegg"
"151","Tgfb3","Tgfbr1","kegg_cytokines","kegg"
"152","Tgfb3","Tgfbr2","kegg_cytokines","kegg"
"153","Inhba","Acvr1","kegg_cytokines","kegg"
"154","Inhba","Acvr2a","kegg_cytokines","kegg"
"155","Inhba","Acvr1b","kegg_cytokines","kegg"
"156","Inhba","Acvr2b","kegg_cytokines","kegg"
"157","Inhbb","Acvr1","kegg_cytokines","kegg"
"158","Inhbb","Acvr2a","kegg_cytokines","kegg"
"159","Inhbb","Acvr1b","kegg_cytokines","kegg"
"160","Inhbb","Acvr2b","kegg_cytokines","kegg"
"161","Inhbc","Acvr1","kegg_cytokines","kegg"
"162","Inhbc","Acvr2a","kegg_cytokines","kegg"
"163","Inhbc","Acvr1b","kegg_cytokines","kegg"
"164","Inhbc","Acvr2b","kegg_cytokines","kegg"
"165","Inhbe","Acvr1","kegg_cytokines","kegg"
"166","Inhbe","Acvr2a","kegg_cytokines","kegg"
"167","Inhbe","Acvr1b","kegg_cytokines","kegg"
"168","Inhbe","Acvr2b","kegg_cytokines","kegg"
"169","Amh","Acvr1","kegg_cytokines","kegg"
"170","Amh","Amhr2","kegg_cytokines","kegg"
"171","Bmp2","Acvr1","kegg_cytokines","kegg"
"172","Bmp2","Bmpr2","kegg_cytokines","kegg"
"173","Bmp2","Bmpr1b","kegg_cytokines","kegg"
"174","Bmp2","Bmpr1a","kegg_cytokines","kegg"
"175","Bmp7","Bmpr1b","kegg_cytokines","kegg"
"176","Bmp7","Acvr2a","kegg_cytokines","kegg"
"177","Gdf5","Bmpr1a","kegg_cytokines","kegg"
"178","Gdf5","Acvr2a","kegg_cytokines","kegg"
"179","Il1a","Il1rap","kegg_cytokines","kegg"
"180","Il1a","Il1r1","kegg_cytokines","kegg"
"181","Il1a","Il1r2","kegg_cytokines","kegg"
"182","Il1b","Il1rap","kegg_cytokines","kegg"
"183","Il1b","Il1r1","kegg_cytokines","kegg"
"184","Il1b","Il1r2","kegg_cytokines","kegg"
"185","Il18","Il18rap","kegg_cytokines","kegg"
"186","Il18","Il18r1","kegg_cytokines","kegg"
"187","Cxcl11","Ackr3","kegg_cytokines","kegg"
"188","Cxcl12","Ackr3","kegg_cytokines","kegg"
"189","Ccl1","Ccr8","kegg_cytokines","kegg"
"190","Il25","Il17rb","kegg_cytokines","kegg"
"191","Il25","Il17ra","kegg_cytokines","kegg"
"192","Il17a","Il17ra","kegg_cytokines","kegg"
"193","Il17a","Il17rc","kegg_cytokines","kegg"
"194","Il17f","Il17ra","kegg_cytokines","kegg"
"195","Il17f","Il17rc","kegg_cytokines","kegg"
"196","Il17c","Il17ra","kegg_cytokines","kegg"
"197","Il17c","Il17re","kegg_cytokines","kegg"
"198","Il17b","Il17rb","kegg_cytokines","kegg"
"199","Cd80","Cd28","kegg_cams","kegg"
"200","Cd80","Ctla4","kegg_cams","kegg"
"201","Cd86","Cd28","kegg_cams","kegg"
"202","Cd86","Ctla4","kegg_cams","kegg"
"203","H2-DMa","Cd4","kegg_cams","kegg"
"204","H2-Bl","Cd8a","kegg_cams","kegg"
"205","Cd274","Pdcd1","kegg_cams","kegg"
"206","Pdcd1lg2","Pdcd1","kegg_cams","kegg"
"207","Cd40lg","Cd40","kegg_cams","kegg"
"208","Itgb2","Cd226","kegg_cams","kegg"
"209","Itgal","Cd226","kegg_cams","kegg"
"210","Itgb2","Icam1","kegg_cams","kegg"
"211","Itgal","Icam1","kegg_cams","kegg"
"212","Icam1","Itgb2","kegg_cams","kegg"
"213","Icam1","Itgal","kegg_cams","kegg"
"214","Cd28","Cd80","kegg_cams","kegg"
"215","Itgam","Icam1","kegg_cams","kegg"
"216","Itgb1","Vcam1","kegg_cams","kegg"
"217","Itga4","Vcam1","kegg_cams","kegg"
"218","Itga9","Vcam1","kegg_cams","kegg"
"219","Selplg","Selp","kegg_cams","kegg"
"220","Selplg","Sele","kegg_cams","kegg"
"221","Pecam1","Pecam1","kegg_cams","kegg"
"222","Pvr","Cd226","kegg_cams","kegg"
"223","Nectin2","Cd226","kegg_cams","kegg"
"224","Cdh2","Cdh2","kegg_cams","kegg"
"225","Cntn1","Nrcam","kegg_cams","kegg"
"226","Ncam1","Ncam1","kegg_cams","kegg"
"227","L1cam","L1cam","kegg_cams","kegg"
"228","Nectin1","Nectin1","kegg_cams","kegg"
"229","Cdh1","Cdh1","kegg_cams","kegg"
"230","Cdh4","Cdh4","kegg_cams","kegg"
"231","Alcam","Cd6","kegg_cams","kegg"
"232","Ptprc","Cd22","kegg_cams","kegg"
"233","Cd40","Cd40lg","kegg_cams","kegg"
"234","Cldn24","Cldn24","kegg_cams","kegg"
"235","Ocln","Ocln","kegg_cams","kegg"
"236","F11r","F11r","kegg_cams","kegg"
"237","Jam2","Jam2","kegg_cams","kegg"
"238","Jam3","Jam2","kegg_cams","kegg"
"239","Jam2","Jam3","kegg_cams","kegg"
"240","Jam3","Jam3","kegg_cams","kegg"
"241","Esam","Esam","kegg_cams","kegg"
"242","Cdh5","Cdh5","kegg_cams","kegg"
"243","Jam3","Itgb2","kegg_cams","kegg"
"244","Jam3","Itgam","kegg_cams","kegg"
"245","Selp","Selplg","kegg_cams","kegg"
"246","Icam2","Itgb2","kegg_cams","kegg"
"247","Icam2","Itgal","kegg_cams","kegg"
"248","F11r","Itgb2","kegg_cams","kegg"
"249","F11r","Itgal","kegg_cams","kegg"
"250","Icam2","Itgam","kegg_cams","kegg"
"251","Jam2","Itgb1","kegg_cams","kegg"
"252","Jam2","Itga4","kegg_cams","kegg"
"253","Vcam1","Itgb7","kegg_cams","kegg"
"254","Vcam1","Itga4","kegg_cams","kegg"
"255","Madcam1","Itgb7","kegg_cams","kegg"
"256","Madcam1","Itga4","kegg_cams","kegg"
"257","Sell","Madcam1","kegg_cams","kegg"
"258","Cd34","Sell","kegg_cams","kegg"
"259","Sele","Glg1","kegg_cams","kegg"
"260","Nectin3","Nectin1","kegg_cams","kegg"
"261","L1cam","Ncam1","kegg_cams","kegg"
"262","Cadm1","Cadm1","kegg_cams","kegg"
"263","Negr1","Negr1","kegg_cams","kegg"
"264","Cadm3","Cadm3","kegg_cams","kegg"
"265","Ptprm","Ptprm","kegg_cams","kegg"
"266","Cntn2","Cntn2","kegg_cams","kegg"
"267","Cntn2","L1cam","kegg_cams","kegg"
"268","Nfasc","Cntnap1","kegg_cams","kegg"
"269","Nfasc","Cntn1","kegg_cams","kegg"
"270","Cntn2","Cntnap2","kegg_cams","kegg"
"271","Mpz","Mpz","kegg_cams","kegg"
"272","Mag","Mag","kegg_cams","kegg"
"273","Cldn11","Cldn11","kegg_cams","kegg"
"274","Nectin2","Nectin3","kegg_cams","kegg"
"275","Cdh3","Cdh3","kegg_cams","kegg"
"276","Cdh15","Cdh15","kegg_cams","kegg"
"277","Cd80","Cd274","kegg_cams","kegg"
"278","Pvr","Tigit","kegg_cams","kegg"
"279","Nectin2","Tigit","kegg_cams","kegg"
"280","Cd274","Cd80","kegg_cams","kegg"
"281","Nectin3","Tigit","kegg_cams","kegg"
"282","F11r","Jam2","kegg_cams","kegg"
"283","F11r","Jam3","kegg_cams","kegg"
"284","Lrrc4c","Ntng1","kegg_cams","kegg"
"285","Lrrc4","Ntng2","kegg_cams","kegg"
"286","Lrrc4b","Ptprf","kegg_cams","kegg"
"287","Ctsg","F2r","kegg_neuroactive","kegg"
"288","Cga","Fshr","kegg_neuroactive","kegg"
"289","Cga","Lhcgr","kegg_neuroactive","kegg"
"290","Cga","Tshr","kegg_neuroactive","kegg"
"291","Lep","Lepr","kegg_neuroactive","kegg"
"292","Prl","Prlr","kegg_neuroactive","kegg"
"293","Col1a1","Itgb1","kegg_ecm","kegg"
"294","Col1a1","Itga1","kegg_ecm","kegg"
"295","Lamc3","Itgb1","kegg_ecm","kegg"
"296","Lamc3","Itga1","kegg_ecm","kegg"
"297","Col1a1","Itga2","kegg_ecm","kegg"
"298","Lamc3","Itga2","kegg_ecm","kegg"
"299","Chad","Itga2","kegg_ecm","kegg"
"300","Chad","Itgb1","kegg_ecm","kegg"
"301","Lamc3","Itga3","kegg_ecm","kegg"
"302","Reln","Itga3","kegg_ecm","kegg"
"303","Reln","Itgb1","kegg_ecm","kegg"
"304","Comp","Itga3","kegg_ecm","kegg"
"305","Comp","Itgb1","kegg_ecm","kegg"
"306","Col1a1","Itga3","kegg_ecm","kegg"
"307","Fn1","Itga3","kegg_ecm","kegg"
"308","Fn1","Itgb1","kegg_ecm","kegg"
"309","Fn1","Itga4","kegg_ecm","kegg"
"310","Spp1","Itga4","kegg_ecm","kegg"
"311","Spp1","Itgb1","kegg_ecm","kegg"
"312","Fn1","Itga5","kegg_ecm","kegg"
"313","Lamc3","Itga6","kegg_ecm","kegg"
"314","Lamc3","Itga7","kegg_ecm","kegg"
"315","Fn1","Itga8","kegg_ecm","kegg"
"316","Vtn","Itgb1","kegg_ecm","kegg"
"317","Vtn","Itga8","kegg_ecm","kegg"
"318","Tnc","Itgb1","kegg_ecm","kegg"
"319","Tnc","Itga8","kegg_ecm","kegg"
"320","Tnc","Itga9","kegg_ecm","kegg"
"321","Spp1","Itga9","kegg_ecm","kegg"
"322","Col1a1","Itga9","kegg_ecm","kegg"
"323","Lamc3","Itga9","kegg_ecm","kegg"
"324","Col1a1","Itga10","kegg_ecm","kegg"
"325","Col1a1","Itga11","kegg_ecm","kegg"
"326","Fn1","Itgav","kegg_ecm","kegg"
"327","Spp1","Itgav","kegg_ecm","kegg"
"328","Vtn","Itgav","kegg_ecm","kegg"
"329","Fn1","Itgb7","kegg_ecm","kegg"
"330","Vtn","Itgb3","kegg_ecm","kegg"
"331","Fn1","Itgb3","kegg_ecm","kegg"
"332","Vwf","Itgav","kegg_ecm","kegg"
"333","Vwf","Itgb3","kegg_ecm","kegg"
"334","Spp1","Itgb3","kegg_ecm","kegg"
"335","Tnc","Itgav","kegg_ecm","kegg"
"336","Tnc","Itgb3","kegg_ecm","kegg"
"337","Ibsp","Itgav","kegg_ecm","kegg"
"338","Ibsp","Itgb3","kegg_ecm","kegg"
"339","Comp","Itgav","kegg_ecm","kegg"
"340","Comp","Itgb3","kegg_ecm","kegg"
"341","Vtn","Itga2b","kegg_ecm","kegg"
"342","Fn1","Itga2b","kegg_ecm","kegg"
"343","Vwf","Itga2b","kegg_ecm","kegg"
"344","Comp","Itga2b","kegg_ecm","kegg"
"345","Vtn","Itgb5","kegg_ecm","kegg"
"346","Ibsp","Itgb5","kegg_ecm","kegg"
"347","Spp1","Itgb5","kegg_ecm","kegg"
"348","Fn1","Itgb6","kegg_ecm","kegg"
"349","Tnc","Itgb6","kegg_ecm","kegg"
"350","Col1a1","Itgav","kegg_ecm","kegg"
"351","Col1a1","Itgb8","kegg_ecm","kegg"
"352","Fn1","Itgb8","kegg_ecm","kegg"
"353","Lamc3","Itgav","kegg_ecm","kegg"
"354","Lamc3","Itgb8","kegg_ecm","kegg"
"355","Vtn","Itgb8","kegg_ecm","kegg"
"356","Lamc3","Itgb4","kegg_ecm","kegg"
"357","Col1a1","Cd44","kegg_ecm","kegg"
"358","Fn1","Cd44","kegg_ecm","kegg"
"359","Lamc3","Cd44","kegg_ecm","kegg"
"360","Col1a1","Sdc1","kegg_ecm","kegg"
"361","Fn1","Sdc1","kegg_ecm","kegg"
"362","Comp","Sdc1","kegg_ecm","kegg"
"363","Tnc","Sdc1","kegg_ecm","kegg"
"364","Lamc3","Sv2c","kegg_ecm","kegg"
"365","Comp","Cd36","kegg_ecm","kegg"
"366","Vwf","Gp9","kegg_ecm","kegg"
"367","Vwf","Gp1bb","kegg_ecm","kegg"
"368","Vwf","Gp1ba","kegg_ecm","kegg"
"369","Vwf","Gp5","kegg_ecm","kegg"
"370","Col1a1","Gp6","kegg_ecm","kegg"
"371","Lamc3","Dag1","kegg_ecm","kegg"
"372","Agrn","Dag1","kegg_ecm","kegg"
"373","Hspg2","Dag1","kegg_ecm","kegg"
"374","Comp","Cd47","kegg_ecm","kegg"
"375","C3","C3ar1","pharmacology","guide2pharmacology"
"376","Adm2","Calcr","pharmacology","guide2pharmacology"
"377","Calcb","Calcr","pharmacology","guide2pharmacology"
"378","Iapp","Calcr","pharmacology","guide2pharmacology"
"379","Calca","Calcr","pharmacology","guide2pharmacology"
"380","Adm","Mrgprb1","pharmacology","guide2pharmacology"
"381","Adm","Gpr182","pharmacology","guide2pharmacology"
"382","Adm","Calcr","pharmacology","guide2pharmacology"
"383","Cort","Sstr1","pharmacology","guide2pharmacology"
"384","Cort","Sstr4","pharmacology","guide2pharmacology"
"385","Cort","Sstr5","pharmacology","guide2pharmacology"
"386","Cort","Sstr3","pharmacology","guide2pharmacology"
"387","Cort","Sstr2","pharmacology","guide2pharmacology"
"388","Cort","Mrgprb1","pharmacology","guide2pharmacology"
"389","Sst","Sstr1","pharmacology","guide2pharmacology"
"390","Sst","Sstr4","pharmacology","guide2pharmacology"
"391","Sst","Sstr5","pharmacology","guide2pharmacology"
"392","Sst","Sstr3","pharmacology","guide2pharmacology"
"393","Sst","Sstr2","pharmacology","guide2pharmacology"
"394","Ccl17","Ccr4","pharmacology","guide2pharmacology"
"395","Ccl22","Ccr4","pharmacology","guide2pharmacology"
"396","Rspo1","Lgr4","pharmacology","guide2pharmacology"
"397","Rspo1","Lgr6","pharmacology","guide2pharmacology"
"398","Rspo1","Lgr5","pharmacology","guide2pharmacology"
"399","Rspo4","Lgr4","pharmacology","guide2pharmacology"
"400","Rspo4","Lgr6","pharmacology","guide2pharmacology"
"401","Rspo4","Lgr5","pharmacology","guide2pharmacology"
"402","Rspo3","Lgr4","pharmacology","guide2pharmacology"
"403","Rspo3","Lgr6","pharmacology","guide2pharmacology"
"404","Rspo3","Lgr5","pharmacology","guide2pharmacology"
"405","Rspo2","Lgr4","pharmacology","guide2pharmacology"
"406","Rspo2","Lgr6","pharmacology","guide2pharmacology"
"407","Rspo2","Lgr5","pharmacology","guide2pharmacology"
"408","Calm1","Cnga2","pharmacology","guide2pharmacology"
"409","Calm1","Pde1c","pharmacology","guide2pharmacology"
"410","Calm1","Pde1b","pharmacology","guide2pharmacology"
"411","Calm1","Kcnh1","pharmacology","guide2pharmacology"
"412","Calm1","Mylk","pharmacology","guide2pharmacology"
"413","Calm1","Mylk2","pharmacology","guide2pharmacology"
"414","Calm1","Pde1a","pharmacology","guide2pharmacology"
"415","Calm2","Cnga2","pharmacology","guide2pharmacology"
"416","Calm2","Pde1c","pharmacology","guide2pharmacology"
"417","Calm2","Pde1b","pharmacology","guide2pharmacology"
"418","Calm2","Kcnh1","pharmacology","guide2pharmacology"
"419","Calm2","Mylk","pharmacology","guide2pharmacology"
"420","Calm2","Mylk2","pharmacology","guide2pharmacology"
"421","Calm2","Pde1a","pharmacology","guide2pharmacology"
"422","Insl3","Rxfp2","pharmacology","guide2pharmacology"
"423","Rln1","Rxfp1","pharmacology","guide2pharmacology"
"424","Rln1","Rxfp2","pharmacology","guide2pharmacology"
"425","Rln3","Rxfp3","pharmacology","guide2pharmacology"
"426","Rln3","Rxfp4","pharmacology","guide2pharmacology"
"427","Rln3","Rxfp1","pharmacology","guide2pharmacology"
"428","Rln3","Rxfp2","pharmacology","guide2pharmacology"
"429","Insl5","Rxfp3","pharmacology","guide2pharmacology"
"430","Insl5","Rxfp4","pharmacology","guide2pharmacology"
"431","Rarres2","Cmklr1","pharmacology","guide2pharmacology"
"432","Rarres2","Gpr1","pharmacology","guide2pharmacology"
"433","Qrfp","Qrfpr","pharmacology","guide2pharmacology"
"434","Alox5ap","Alox5","pharmacology","guide2pharmacology"
"435","Apln","Aplnr","pharmacology","guide2pharmacology"
"436","Lhb","Lhcgr","pharmacology","guide2pharmacology"
"437","Cga","Lhcgr","pharmacology","guide2pharmacology"
"438","Cga","Tshr","pharmacology","guide2pharmacology"
"439","Cga","Fshr","pharmacology","guide2pharmacology"
"440","Tshb","Tshr","pharmacology","guide2pharmacology"
"441","Fshb","Fshr","pharmacology","guide2pharmacology"
"442","Anxa1","Fpr1","pharmacology","guide2pharmacology"
"443","Anxa1","Fpr2","pharmacology","guide2pharmacology"
"444","Hebp1","Fpr2","pharmacology","guide2pharmacology"
"445","Camp","Fpr2","pharmacology","guide2pharmacology"
"446","Saa1","Fpr2","pharmacology","guide2pharmacology"
"447","App","Fpr2","pharmacology","guide2pharmacology"
"448","Cxcl1","Cxcr2","pharmacology","guide2pharmacology"
"449","Cxcl5","Cxcr2","pharmacology","guide2pharmacology"
"450","Ppbp","Cxcr2","pharmacology","guide2pharmacology"
"451","Cxcl2","Cxcr2","pharmacology","guide2pharmacology"
"452","Yars","Cxcr1","pharmacology","guide2pharmacology"
"453","Xcl1","Xcr1","pharmacology","guide2pharmacology"
"454","Rps19","C5ar1","pharmacology","guide2pharmacology"
"455","Hc","C5ar1","pharmacology","guide2pharmacology"
"456","Hc","C5ar2","pharmacology","guide2pharmacology"
"457","Ccl19","Cxcr3","pharmacology","guide2pharmacology"
"458","Ccl19","Ccrl2","pharmacology","guide2pharmacology"
"459","Ccl19","Ccr7","pharmacology","guide2pharmacology"
"460","Ccl19","Ackr4","pharmacology","guide2pharmacology"
"461","Ccl21a","Ccr7","pharmacology","guide2pharmacology"
"462","Ccl21a","Ackr4","pharmacology","guide2pharmacology"
"463","Ccl25","Ackr4","pharmacology","guide2pharmacology"
"464","Ccl25","Ccr9","pharmacology","guide2pharmacology"
"465","Ccl20","Cxcr3","pharmacology","guide2pharmacology"
"466","Ccl20","Ccr6","pharmacology","guide2pharmacology"
"467","Cxcl12","Cxcr3","pharmacology","guide2pharmacology"
"468","Cxcl12","Ackr3","pharmacology","guide2pharmacology"
"469","Cxcl12","Cxcr4","pharmacology","guide2pharmacology"
"470","Cxcl11","Ccr3","pharmacology","guide2pharmacology"
"471","Cxcl11","Cxcr3","pharmacology","guide2pharmacology"
"472","Cxcl11","Ackr3","pharmacology","guide2pharmacology"
"473","Cxcl9","Ccr3","pharmacology","guide2pharmacology"
"474","Cxcl9","Cxcr3","pharmacology","guide2pharmacology"
"475","Cxcl10","Ccr3","pharmacology","guide2pharmacology"
"476","Cxcl10","Cxcr3","pharmacology","guide2pharmacology"
"477","Ccl5","Gpr75","pharmacology","guide2pharmacology"
"478","Ccl5","Ccr1","pharmacology","guide2pharmacology"
"479","Ccl5","Ccr5","pharmacology","guide2pharmacology"
"480","Ccl5","Ccr3","pharmacology","guide2pharmacology"
"481","Ccl5","Cxcr3","pharmacology","guide2pharmacology"
"482","Ccl8","Ccr8","pharmacology","guide2pharmacology"
"483","Ccl8","Ccr1","pharmacology","guide2pharmacology"
"484","Ccl8","Ccr5","pharmacology","guide2pharmacology"
"485","Ccl8","Ccr2","pharmacology","guide2pharmacology"
"486","Ccl8","Ccr3","pharmacology","guide2pharmacology"
"487","Ccl2","Ccr1","pharmacology","guide2pharmacology"
"488","Ccl2","Ccr5","pharmacology","guide2pharmacology"
"489","Ccl2","Ccr2","pharmacology","guide2pharmacology"
"490","Ccl2","Ccr3","pharmacology","guide2pharmacology"
"491","Ccl2","Cxcr3","pharmacology","guide2pharmacology"
