,from,to,pathway,database
1,LOC100329520,acvr1ba,-,ENSEMBL_DLRP
2,inhbab,acvr1ba,-,ENSEMBL_DLRP
3,inha,acvr1ba,-,ENSEMBL_DLRP
4,inhbb,acvr1ba,-,ENSEMBL_DLRP
5,bmp15,acvr2ba,-,ENSEMBL_DLRP
6,bmp7a,acvr2ba,-,ENSEMBL_DLRP
7,bmp3,acvr2ba,-,ENSEMBL_DLRP
8,bmp6,acvr2ba,-,ENSEMBL_DLRP
9,inhbb,acvr2ba,-,ENSEMBL_DLRP
10,inha,acvr2ba,-,ENSEMBL_DLRP
11,bmp2a,acvr2ba,-,ENSEMBL_DLRP
12,LOC100329520,acvr2ba,-,ENSEMBL_DLRP
13,bmp5,acvr2ba,-,ENSEMBL_DLRP
14,inhbab,acvr2ba,-,ENSEMBL_DLRP
15,bmp10,acvr2ba,-,ENSEMBL_DLRP
16,bmp4,acvr2ba,-,ENSEMBL_DLRP
17,bmp15,bmpr1aa,-,ENSEMBL_DLRP
18,bmp5,bmpr1aa,-,ENSEMBL_DLRP
19,bmp4,bmpr1aa,-,ENSEMBL_DLRP
20,bmp3,bmpr1aa,-,ENSEMBL_DLRP
21,bmp6,bmpr1aa,-,ENSEMBL_DLRP
22,bmp2a,bmpr1aa,-,ENSEMBL_DLRP
23,bmp7a,bmpr1aa,-,ENSEMBL_DLRP
24,bmp10,bmpr1aa,-,ENSEMBL_DLRP
25,bmp15,bmpr1ba,-,ENSEMBL_DLRP
26,bmp3,bmpr1ba,-,ENSEMBL_DLRP
27,bmp7a,bmpr1ba,-,ENSEMBL_DLRP
28,bmp6,bmpr1ba,-,ENSEMBL_DLRP
29,bmp10,bmpr1ba,-,ENSEMBL_DLRP
30,bmp4,bmpr1ba,-,ENSEMBL_DLRP
31,bmp2a,bmpr1ba,-,ENSEMBL_DLRP
32,bmp5,bmpr1ba,-,ENSEMBL_DLRP
33,bmp3,bmpr2b,-,ENSEMBL_DLRP
34,bmp4,bmpr2b,-,ENSEMBL_DLRP
35,bmp15,bmpr2b,-,ENSEMBL_DLRP
36,bmp5,bmpr2b,-,ENSEMBL_DLRP
37,bmp6,bmpr2b,-,ENSEMBL_DLRP
38,bmp7a,bmpr2b,-,ENSEMBL_DLRP
39,bmp10,bmpr2b,-,ENSEMBL_DLRP
40,bmp2a,bmpr2b,-,ENSEMBL_DLRP
41,il16,dicp3.1,-,ENSEMBL_DLRP
42,m17,cntfr,-,ENSEMBL_DLRP
43,csf1a,si:zfos-1069f5.1,-,ENSEMBL_DLRP
44,csf3b,csf3r,-,ENSEMBL_DLRP
45,btc,egfra,-,ENSEMBL_DLRP
46,tgfa,egfra,-,ENSEMBL_DLRP
47,egf,egfra,-,ENSEMBL_DLRP
48,efna1b,epha3,-,ENSEMBL_DLRP
49,efna5b,epha3,-,ENSEMBL_DLRP
50,efna2a,epha3,-,ENSEMBL_DLRP
51,efna3b,epha3,-,ENSEMBL_DLRP
52,efnb3a,epha4l,-,ENSEMBL_DLRP
53,efna1b,epha4l,-,ENSEMBL_DLRP
54,efnb1,epha4l,-,ENSEMBL_DLRP
55,efna5b,epha4l,-,ENSEMBL_DLRP
56,efna2a,epha4l,-,ENSEMBL_DLRP
57,efnb2a,epha4l,-,ENSEMBL_DLRP
58,efna3b,epha4l,-,ENSEMBL_DLRP
59,efnb3a,ephb1,-,ENSEMBL_DLRP
60,efnb1,ephb1,-,ENSEMBL_DLRP
61,efnb2a,ephb1,-,ENSEMBL_DLRP
62,efnb3a,ephb2a,-,ENSEMBL_DLRP
63,efnb2a,ephb2a,-,ENSEMBL_DLRP
64,efnb1,ephb2a,-,ENSEMBL_DLRP
65,efnb3a,ephb3a,-,ENSEMBL_DLRP
66,efnb1,ephb3a,-,ENSEMBL_DLRP
67,efnb2a,ephb3a,-,ENSEMBL_DLRP
68,efnb1,ephb4b,-,ENSEMBL_DLRP
69,efnb2a,ephb4b,-,ENSEMBL_DLRP
70,efnb3a,ephb4b,-,ENSEMBL_DLRP
71,epoa,epor,-,ENSEMBL_DLRP
72,nrg1,erbb2,-,ENSEMBL_DLRP
73,nrg1,erbb3a,-,ENSEMBL_DLRP
74,btc,erbb3a,-,ENSEMBL_DLRP
75,btc,erbb4b,-,ENSEMBL_DLRP
76,nrg1,erbb4b,-,ENSEMBL_DLRP
77,fgf6b,fgfr1b,-,ENSEMBL_DLRP
78,fgf18b,fgfr1b,-,ENSEMBL_DLRP
79,fgf10b,fgfr1b,-,ENSEMBL_DLRP
80,fgf11b,fgfr1b,-,ENSEMBL_DLRP
81,fgf3,fgfr1b,-,ENSEMBL_DLRP
82,fgf12a,fgfr1b,-,ENSEMBL_DLRP
83,fgf14,fgfr1b,-,ENSEMBL_DLRP
84,fgf4,fgfr1b,-,ENSEMBL_DLRP
85,fgf19,fgfr1b,-,ENSEMBL_DLRP
86,fgf16,fgfr1b,-,ENSEMBL_DLRP
87,fgf5,fgfr1b,-,ENSEMBL_DLRP
88,fgf7,fgfr2,-,ENSEMBL_DLRP
89,fgf6b,fgfr2,-,ENSEMBL_DLRP
90,fgf18b,fgfr2,-,ENSEMBL_DLRP
91,fgf11b,fgfr2,-,ENSEMBL_DLRP
92,fgf19,fgfr2,-,ENSEMBL_DLRP
93,fgf12a,fgfr2,-,ENSEMBL_DLRP
94,fgf10b,fgfr2,-,ENSEMBL_DLRP
95,fgf16,fgfr2,-,ENSEMBL_DLRP
96,fgf3,fgfr2,-,ENSEMBL_DLRP
97,fgf8b,fgfr2,-,ENSEMBL_DLRP
98,fgf4,fgfr2,-,ENSEMBL_DLRP
99,fgf14,fgfr2,-,ENSEMBL_DLRP
100,fgf5,fgfr2,-,ENSEMBL_DLRP
101,fgf18b,fgfr3,-,ENSEMBL_DLRP
102,fgf10b,fgfr3,-,ENSEMBL_DLRP
103,fgf14,fgfr3,-,ENSEMBL_DLRP
104,fgf19,fgfr3,-,ENSEMBL_DLRP
105,fgf4,fgfr3,-,ENSEMBL_DLRP
106,fgf12a,fgfr3,-,ENSEMBL_DLRP
107,fgf16,fgfr3,-,ENSEMBL_DLRP
108,fgf11b,fgfr3,-,ENSEMBL_DLRP
109,fgf8b,fgfr3,-,ENSEMBL_DLRP
110,fgf5,fgfr3,-,ENSEMBL_DLRP
111,pgfb,flt1,-,ENSEMBL_DLRP
112,vegfba,flt1,-,ENSEMBL_DLRP
113,vegfc,flt4,-,ENSEMBL_DLRP
114,ifnphi2,il10rb,-,ENSEMBL_DLRP
115,ifnphi3,il10rb,-,ENSEMBL_DLRP
116,ifnphi2,crfb16,-,ENSEMBL_DLRP
117,ifnphi3,crfb16,-,ENSEMBL_DLRP
118,ifng1,crfb16,-,ENSEMBL_DLRP
119,igf1,igf1rb,-,ENSEMBL_DLRP
120,igf2b,igf2r,-,ENSEMBL_DLRP
121,il10,crfb4,-,ENSEMBL_DLRP
122,zmp:0000001127,il23r,-,ENSEMBL_DLRP
123,il12ba,il23r,-,ENSEMBL_DLRP
124,il15,il15ra,-,ENSEMBL_DLRP
125,il1b,LOC799279,-,ENSEMBL_DLRP
126,LOC799279,LOC799279,-,ENSEMBL_DLRP
127,il15,il2rb,-,ENSEMBL_DLRP
128,insb,insrb,-,ENSEMBL_DLRP
129,vegfc,kdr,-,ENSEMBL_DLRP
130,m17,osmr,-,ENSEMBL_DLRP
131,hgfa,met,-,ENSEMBL_DLRP
132,thpo,mpl,-,ENSEMBL_DLRP
133,mst1,mst1ra,-,ENSEMBL_DLRP
134,bdnf,ngfra,-,ENSEMBL_DLRP
135,ntf3,ngfra,-,ENSEMBL_DLRP
136,dll4,notch1a,-,ENSEMBL_DLRP
137,dla,notch1a,-,ENSEMBL_DLRP
138,dla,notch2,-,ENSEMBL_DLRP
139,dll4,notch2,-,ENSEMBL_DLRP
140,dll4,notch3,-,ENSEMBL_DLRP
141,dla,notch3,-,ENSEMBL_DLRP
142,dll4,dll4,-,ENSEMBL_DLRP
143,dla,dll4,-,ENSEMBL_DLRP
144,vegfba,nrp1a,-,ENSEMBL_DLRP
145,pgfb,nrp1a,-,ENSEMBL_DLRP
146,ntf3,ntrk1,-,ENSEMBL_DLRP
147,bdnf,ntrk2b,-,ENSEMBL_DLRP
148,ntf3,ntrk2b,-,ENSEMBL_DLRP
149,ntf3,ntrk3a,-,ENSEMBL_DLRP
150,si:ch211-79m20.1,pdgfra,-,ENSEMBL_DLRP
151,pdgfab,pdgfra,-,ENSEMBL_DLRP
152,si:ch211-79m20.1,pdgfrb,-,ENSEMBL_DLRP
153,ptn,ptprz1b,-,ENSEMBL_DLRP
154,mdka,ptprz1b,-,ENSEMBL_DLRP
155,angpt1,tek,-,ENSEMBL_DLRP
156,angptl1b,tek,-,ENSEMBL_DLRP
157,angpt2a,tek,-,ENSEMBL_DLRP
158,tgfb1a,tgfbr1a,-,ENSEMBL_DLRP
159,tgfb2,tgfbr1a,-,ENSEMBL_DLRP
160,tgfb3,tgfbr1a,-,ENSEMBL_DLRP
161,tgfb2,tgfbr2a,-,ENSEMBL_DLRP
162,tgfb3,tgfbr2a,-,ENSEMBL_DLRP
163,tgfb1a,tgfbr2a,-,ENSEMBL_DLRP
164,tgfb1a,tgfbr3,-,ENSEMBL_DLRP
165,tgfb2,tgfbr3,-,ENSEMBL_DLRP
166,tgfb3,tgfbr3,-,ENSEMBL_DLRP
167,tnfb,fas,-,ENSEMBL_DLRP
168,tnfa,fas,-,ENSEMBL_DLRP
169,cxcl12a,ackr3b,20956518|23396314,ENSEMBL_IUPHAR
170,gdf6b,acvr1ba,ENSEMBL_IUPHAR,
171,inhbab,acvr1ba,ENSEMBL_IUPHAR,
172,inhbb,acvr1ba,ENSEMBL_IUPHAR,
173,inha,acvr1ba,ENSEMBL_IUPHAR,
174,gdf10a,acvr1ba,ENSEMBL_IUPHAR,
175,gdf9,acvr1ba,ENSEMBL_IUPHAR,
176,inhbab,acvr1c,ENSEMBL_IUPHAR,
177,gdf9,acvr1c,ENSEMBL_IUPHAR,
178,gdf6b,acvr1c,ENSEMBL_IUPHAR,
179,gdf10a,acvr1c,ENSEMBL_IUPHAR,
180,inhbb,acvr1c,ENSEMBL_IUPHAR,
181,inha,acvr1c,ENSEMBL_IUPHAR,
182,bmp6,acvr2ab,ENSEMBL_IUPHAR,
183,bmp5,acvr2ab,ENSEMBL_IUPHAR,
184,bmp8a,acvr2ab,ENSEMBL_IUPHAR,
185,gdf9,acvr2ab,ENSEMBL_IUPHAR,
186,bmp7a,acvr2ab,ENSEMBL_IUPHAR,
187,bmp10,acvr2ab,ENSEMBL_IUPHAR,
188,inhbab,acvr2ab,ENSEMBL_IUPHAR,
189,inhbb,acvr2ab,ENSEMBL_IUPHAR,
190,gdf10a,acvr2ab,ENSEMBL_IUPHAR,
191,gdf2,acvr2ab,ENSEMBL_IUPHAR,
192,bmp2a,acvr2ab,ENSEMBL_IUPHAR,
193,bmp4,acvr2ab,ENSEMBL_IUPHAR,
194,inha,acvr2ab,ENSEMBL_IUPHAR,
195,gdf6b,acvr2ab,ENSEMBL_IUPHAR,
196,bmp7a,acvr2ba,ENSEMBL_IUPHAR,
197,bmp4,acvr2ba,ENSEMBL_IUPHAR,
198,bmp5,acvr2ba,ENSEMBL_IUPHAR,
199,gdf6b,acvr2ba,ENSEMBL_IUPHAR,
200,inha,acvr2ba,ENSEMBL_IUPHAR,
201,gdf2,acvr2ba,ENSEMBL_IUPHAR,
202,bmp10,acvr2ba,ENSEMBL_IUPHAR,
203,gdf9,acvr2ba,ENSEMBL_IUPHAR,
204,bmp8a,acvr2ba,ENSEMBL_IUPHAR,
205,bmp2a,acvr2ba,ENSEMBL_IUPHAR,
206,inhbab,acvr2ba,ENSEMBL_IUPHAR,
207,inhbb,acvr2ba,ENSEMBL_IUPHAR,
208,bmp6,acvr2ba,ENSEMBL_IUPHAR,
209,gdf10a,acvr2ba,ENSEMBL_IUPHAR,
210,bmp7a,acvr1l,ENSEMBL_IUPHAR,
211,bmp4,acvr1l,ENSEMBL_IUPHAR,
212,bmp8a,acvr1l,ENSEMBL_IUPHAR,
213,bmp10,acvr1l,ENSEMBL_IUPHAR,
214,gdf2,acvr1l,ENSEMBL_IUPHAR,
215,bmp2a,acvr1l,ENSEMBL_IUPHAR,
216,bmp5,acvr1l,ENSEMBL_IUPHAR,
217,bmp6,acvr1l,ENSEMBL_IUPHAR,
218,vipb,adcyap1r1b,10583729|16930633|11931347,ENSEMBL_IUPHAR
219,adcyap1a,adcyap1r1b,16930633|10583729|11931347,ENSEMBL_IUPHAR
220,agt,agtr1a,12006574|21464395|10193788|,ENSEMBL_IUPHAR
221,agt,agtr2,17138938|21542804|21464395|2775266|7850406|8242249|2775266,ENSEMBL_IUPHAR
222,alox5ap,alox5a,ENSEMBL_IUPHAR,
223,apln,aplnrb,10777510|11336787|12603839|12939143|10777510|12603839|12939143|11336787|12603839|12603839|15341513,ENSEMBL_IUPHAR
224,avp,avpr1ab,8106369|9884074|9334232|9322919|9459574|9264324|10519430|12660315,ENSEMBL_IUPHAR
225,oxt,avpr1ab,8106369|9884074|9334232|10780976|9322919|12446593|9459574|15084136|9264324|10866830|9864265|10519430|9322919,ENSEMBL_IUPHAR
226,oxt,avpr2aa,9884074|10780976|9322919|12446593|9459574|15084136|9264324|9864265|10519430|7774575|11012895|9322919|11012895,ENSEMBL_IUPHAR
227,avp,avpr2aa,9884074|9322919|9459574|9264324|7774575|12660315,ENSEMBL_IUPHAR
228,pros1,axl,7867073,ENSEMBL_IUPHAR
229,gas6,axl,8939948,ENSEMBL_IUPHAR
230,gdf6b,bmpr1aa,ENSEMBL_IUPHAR,
231,gdf10a,bmpr1aa,ENSEMBL_IUPHAR,
232,bmp5,bmpr1aa,ENSEMBL_IUPHAR,
233,gdf9,bmpr1aa,ENSEMBL_IUPHAR,
234,bmp7a,bmpr1aa,ENSEMBL_IUPHAR,
235,bmp4,bmpr1aa,ENSEMBL_IUPHAR,
236,bmp6,bmpr1aa,ENSEMBL_IUPHAR,
237,bmp8a,bmpr1aa,ENSEMBL_IUPHAR,
238,bmp2a,bmpr1aa,ENSEMBL_IUPHAR,
239,bmp10,bmpr1aa,ENSEMBL_IUPHAR,
240,gdf2,bmpr1aa,ENSEMBL_IUPHAR,
241,amh,bmpr1aa,ENSEMBL_IUPHAR,
242,bmp7a,bmpr1ba,ENSEMBL_IUPHAR,
243,bmp8a,bmpr1ba,ENSEMBL_IUPHAR,
244,gdf9,bmpr1ba,ENSEMBL_IUPHAR,
245,amh,bmpr1ba,ENSEMBL_IUPHAR,
246,bmp6,bmpr1ba,ENSEMBL_IUPHAR,
247,gdf10a,bmpr1ba,ENSEMBL_IUPHAR,
248,gdf2,bmpr1ba,ENSEMBL_IUPHAR,
249,bmp10,bmpr1ba,ENSEMBL_IUPHAR,
250,bmp2a,bmpr1ba,ENSEMBL_IUPHAR,
251,bmp4,bmpr1ba,ENSEMBL_IUPHAR,
252,gdf6b,bmpr1ba,ENSEMBL_IUPHAR,
253,bmp5,bmpr1ba,ENSEMBL_IUPHAR,
254,bmp7a,bmpr2b,ENSEMBL_IUPHAR,
255,bmp10,bmpr2b,ENSEMBL_IUPHAR,
256,bmp8a,bmpr2b,ENSEMBL_IUPHAR,
257,bmp5,bmpr2b,ENSEMBL_IUPHAR,
258,bmp4,bmpr2b,ENSEMBL_IUPHAR,
259,bmp6,bmpr2b,ENSEMBL_IUPHAR,
260,gdf9,bmpr2b,ENSEMBL_IUPHAR,
261,gdf6b,bmpr2b,ENSEMBL_IUPHAR,
262,gdf10a,bmpr2b,ENSEMBL_IUPHAR,
263,gdf2,bmpr2b,ENSEMBL_IUPHAR,
264,bmp2a,bmpr2b,ENSEMBL_IUPHAR,
265,c3b.2,c3ar1,20527893|9476119,ENSEMBL_IUPHAR
266,rps19,c5ar1,11107061,ENSEMBL_IUPHAR
267,c5,c5ar1,15661745|10602324|15661745|11773063|10602324|9881961,ENSEMBL_IUPHAR
268,c5,c5ar1,11773063|12899627|,ENSEMBL_IUPHAR
269,adm2b,calcr,21658025|15692146,ENSEMBL_IUPHAR
270,adma,calcr,15692146|12565884|12565884,ENSEMBL_IUPHAR
271,calca,calcr,15692146|,ENSEMBL_IUPHAR
272,iapp,calcr,24169554|9487987|10342886|24169554,ENSEMBL_IUPHAR
273,adma,calcrlb,9620797|11693189|11693189|10347248,ENSEMBL_IUPHAR
274,calca,calcrlb,9620797|11693189|11693189|10347248,ENSEMBL_IUPHAR
275,adm2b,calcrlb,21658025,ENSEMBL_IUPHAR
276,cckb,cckar,ENSEMBL_IUPHAR,
277,cckb,cckbra,8349705|7681836|8349705,ENSEMBL_IUPHAR
278,ccl27b,ccr10,ENSEMBL_IUPHAR,
279,ccl27a,ccr10,10725697,ENSEMBL_IUPHAR
280,ccl35.1,ccr2,11154210|16221874|10419462,ENSEMBL_IUPHAR
281,crlf1a,cntfr,ENSEMBL_IUPHAR,
282,clcf1,cntfr,ENSEMBL_IUPHAR,
283,m17,cntfr,ENSEMBL_IUPHAR,
284,uts1,crhr1,15450949|11123370|8612563,ENSEMBL_IUPHAR
285,crhb,crhr1,7692441|9326293|9851694|11123370|8612563|7477349|9326293|9851694|15450949|11123370,ENSEMBL_IUPHAR
286,ucn3l,crhr1,15450949,ENSEMBL_IUPHAR
287,uts1,LOC100335005,15450949|11123370,ENSEMBL_IUPHAR
288,crhb,LOC100335005,11123370|15450949|11123370,ENSEMBL_IUPHAR
289,ucn3l,LOC100335005,15450949,ENSEMBL_IUPHAR
290,csf1a,si:zfos-1069f5.1,ENSEMBL_IUPHAR,
291,csf3b,si:zfos-1069f5.1,ENSEMBL_IUPHAR,
292,csf3b,csf3r,ENSEMBL_IUPHAR,
293,yars1,cxcr2,ENSEMBL_IUPHAR,
294,LOC101883994,cxcr2,8702798,ENSEMBL_IUPHAR
295,cxcl32b.1,cxcr3.1,9660793,ENSEMBL_IUPHAR
296,cxcl12a,cxcr3.1,9660793,ENSEMBL_IUPHAR
297,ccl35.2,cxcr3.1,9660793,ENSEMBL_IUPHAR
298,cxcl11.4,cxcr3.1,9660793|15761110,ENSEMBL_IUPHAR
299,cxcl12a,cxcr4b,16626895|9551924|9712844|30476826|16626895|18648536|9551924,ENSEMBL_IUPHAR
300,eda,edar,11039935,ENSEMBL_IUPHAR
301,edn1,ednraa,7647976,ENSEMBL_IUPHAR
302,edn2,ednraa,7647976,ENSEMBL_IUPHAR
303,edn3b,ednrba,7524189|8460684|8904635,ENSEMBL_IUPHAR
304,tgfa,egfra,ENSEMBL_IUPHAR,
305,egf,egfra,ENSEMBL_IUPHAR,
306,hbegfb,egfra,ENSEMBL_IUPHAR,
307,btc,egfra,ENSEMBL_IUPHAR,
308,epoa,epor,16982323,ENSEMBL_IUPHAR
309,nrg2a,erbb3a,ENSEMBL_IUPHAR,
310,nrg1,erbb3a,ENSEMBL_IUPHAR,
311,btc,erbb4b,ENSEMBL_IUPHAR,
312,nrg3b,erbb4b,ENSEMBL_IUPHAR,
313,hbegfb,erbb4b,ENSEMBL_IUPHAR,
314,nrg2a,erbb4b,ENSEMBL_IUPHAR,
315,nrg1,erbb4b,ENSEMBL_IUPHAR,
316,faslg,cd27,ENSEMBL_IUPHAR,
317,vegfba,flt1,ENSEMBL_IUPHAR,
318,vegfab,flt1,ENSEMBL_IUPHAR,
319,vegfc,flt4,ENSEMBL_IUPHAR,
320,pdgfc,flt4,ENSEMBL_IUPHAR,
321,vegfd,flt4,ENSEMBL_IUPHAR,
322,anxa1d,si:ch73-160i9.2,10882119|12560218,ENSEMBL_IUPHAR
323,anxa1d,si:ch73-160i9.2,12368905|10882119|12560218|12368905|16278303,ENSEMBL_IUPHAR
324,saa,si:ch73-160i9.2,9892621,ENSEMBL_IUPHAR
325,appb,si:ch73-160i9.2,11316806|11160457,ENSEMBL_IUPHAR
326,anxa1d,si:dkey-211g8.1,15187149,ENSEMBL_IUPHAR
327,LOC110438068,fshr,ENSEMBL_IUPHAR,
328,wnt3a,fzd6,21665003|21128903,ENSEMBL_IUPHAR
329,wnt5a,fzd6,21665003,ENSEMBL_IUPHAR
330,wnt4,fzd6,21541287|15265686,ENSEMBL_IUPHAR
331,gal,galr1a,11481429|9168941|9685625|9168941|9685625|7524088|9808667|9880084|7524088|11600206|9808667|9880084|7524088,ENSEMBL_IUPHAR
332,gal,LOC110438944,9880084|9685625|9880084|11600206|9480833|9880084|9685625,ENSEMBL_IUPHAR
333,gal,galr2b,9722565|9880084|9832121,ENSEMBL_IUPHAR
334,gcga,gipr,4305077,ENSEMBL_IUPHAR
335,si:dkey-22f5.9,ghsra,29233536,ENSEMBL_IUPHAR
336,gnrh3,gnrhr1,11726197|17095587|26774084|26398856|17452338,ENSEMBL_IUPHAR
337,gnrh2,gnrhr1,17452338|17942747|19638591,ENSEMBL_IUPHAR
338,psap,gpr37a,23690594,ENSEMBL_IUPHAR
339,psap,gpr37l1b,23690594,ENSEMBL_IUPHAR
340,ccl35.2,gpr75,17001303,ENSEMBL_IUPHAR
341,nmba,grpr,10454496|7838118|21729729|19463875,ENSEMBL_IUPHAR
342,hcrt,hcrtr2,9491897|15271651|10498827|14691055|11403934|12606634|12702704|11205421|11266181|20002100|11162621|12208495|17115071|18488139|21718304|22550093|26582739|9491897|15271651|10498827|14691055|11403934|12606634|11205421|20002100|11162621|12208495|21362456|18488139,ENSEMBL_IUPHAR
343,ifnphi3,il10rb,|29311663,ENSEMBL_IUPHAR
344,ifnphi3,il10rb,ENSEMBL_IUPHAR,
345,ifnphi2,il10rb,ENSEMBL_IUPHAR,
346,ifnphi3,crfb16,ENSEMBL_IUPHAR,
347,ifnphi2,crfb16,ENSEMBL_IUPHAR,
348,ifng1,crfb16,ENSEMBL_IUPHAR,
349,igf1,igf1rb,ENSEMBL_IUPHAR,
350,igf2b,igf1rb,ENSEMBL_IUPHAR,
351,il10,crfb4,ENSEMBL_IUPHAR,
352,zmp:0000001127,il23r,ENSEMBL_IUPHAR,
353,il12ba,il23r,ENSEMBL_IUPHAR,
354,il15,il15ra,19710453|,ENSEMBL_IUPHAR
355,il1fma,LOC799279,ENSEMBL_IUPHAR,
356,il1b,LOC799279,ENSEMBL_IUPHAR,
357,il19l,il20ra,ENSEMBL_IUPHAR,
358,il19l,il22ra2,ENSEMBL_IUPHAR,
359,il15,il2rb,19710453,ENSEMBL_IUPHAR
360,il1fma,il2rb,ENSEMBL_IUPHAR,
361,insb,insrb,ENSEMBL_IUPHAR,
362,vegfc,kdr,ENSEMBL_IUPHAR,
363,vegfab,kdr,31023826|,ENSEMBL_IUPHAR
364,pdgfc,kdr,ENSEMBL_IUPHAR,
365,kiss1,kiss1rb,11385580|11457843|11457843,ENSEMBL_IUPHAR
366,kitlga,kitb,7536489,ENSEMBL_IUPHAR
367,rspo1,lgr4,21693646,ENSEMBL_IUPHAR
368,rspo3,lgr4,21693646|21909076,ENSEMBL_IUPHAR
369,rspo2,lgr4,21693646,ENSEMBL_IUPHAR
370,rspo4,lgr4,21693646,ENSEMBL_IUPHAR
371,LOC110438068,lhcgr,12727981|1922095,ENSEMBL_IUPHAR
372,m17,osmr,ENSEMBL_IUPHAR,
373,clcf1,osmr,ENSEMBL_IUPHAR,
374,crlf1a,osmr,ENSEMBL_IUPHAR,
375,pomcb,mc1r,12007532|7774675,ENSEMBL_IUPHAR
376,crhb,mc2r,ENSEMBL_IUPHAR,
377,pomcb,mc3r,10358030|7774675|10358030|10493100,ENSEMBL_IUPHAR
378,agrp,mc3r,9819197,ENSEMBL_IUPHAR
379,agrp,mc4r,9299416,ENSEMBL_IUPHAR
380,pomcb,mc4r,10493100|11101306|8884876,ENSEMBL_IUPHAR
381,agrp,mc5rb,9892020,ENSEMBL_IUPHAR
382,pomcb,mc5rb,12007532|7774675,ENSEMBL_IUPHAR
383,pmchl,mchr1b,10421367|11375253,ENSEMBL_IUPHAR
384,pmchl,mchr2a,11404457,ENSEMBL_IUPHAR
385,gas6,mertka,8939948,ENSEMBL_IUPHAR
386,hgfa,met,ENSEMBL_IUPHAR,
387,thpo,mpl,ENSEMBL_IUPHAR,
388,mst1,mst1ra,ENSEMBL_IUPHAR,
389,calm2b,mylkb,156362,ENSEMBL_IUPHAR
390,ngfa,ngfra,22227462,ENSEMBL_IUPHAR
391,ntf3,ngfra,ENSEMBL_IUPHAR,
392,bdnf,ngfra,ENSEMBL_IUPHAR,
393,nmba,nmbr,18055507|21729729|25976083,ENSEMBL_IUPHAR
394,nmu,nmur1a,10894543|10899166|15292653|15292653|10894543|10899166|15292653|15331768,ENSEMBL_IUPHAR
395,npb,LOC556532,12401809,ENSEMBL_IUPHAR
396,npvf,LOC561565,12242085|12421602,ENSEMBL_IUPHAR
397,npffl,LOC561565,12421602|11325787,ENSEMBL_IUPHAR
398,nppb,npr2,8700153,ENSEMBL_IUPHAR
399,nppc,npr1b,1309330,ENSEMBL_IUPHAR
400,ostn,npr3,17951249,ENSEMBL_IUPHAR
401,pyya,npy1r,ENSEMBL_IUPHAR,
402,npy,npy1r,16097949|,ENSEMBL_IUPHAR
403,pyya,npy2r,8632753|7592910||7592910,ENSEMBL_IUPHAR
404,npy,npy2r,8632753|7592910|,ENSEMBL_IUPHAR
405,npy,npy4r,8824284,ENSEMBL_IUPHAR
406,pyya,npy4r,8824284,ENSEMBL_IUPHAR
407,ntf3,ntrk3a,ENSEMBL_IUPHAR,
408,nts,ntsr1,11811984|11723247|10930533,ENSEMBL_IUPHAR
409,pdyn,oprd1b,9686407,ENSEMBL_IUPHAR
410,penka,oprd1b,9686407,ENSEMBL_IUPHAR
411,pomcb,oprd1b,9686407,ENSEMBL_IUPHAR
412,pdyn,oprk1,9686407|7869844|7624359|9262330|9686407|7624359|7869844|7624359|7624359|9686407|9686407|7624359|1967312,ENSEMBL_IUPHAR
413,pomcb,oprk1,9686407|7624359,ENSEMBL_IUPHAR
414,pnocb,oprl1,9353393|10369464|12070757|9413015,ENSEMBL_IUPHAR
415,pdyn,oprm1,9686407,ENSEMBL_IUPHAR
416,penka,oprm1,9686407,ENSEMBL_IUPHAR
417,oxt,oxtrl,12446593|15084136|10519430|7774575|11337500|16158071|7475979|8955347,ENSEMBL_IUPHAR
418,avp,oxtrl,10519430|7774575|12660315|16158071|7475979|8955347,ENSEMBL_IUPHAR
419,calm2b,pde1a,ENSEMBL_IUPHAR,
420,calm2b,pde1cb,ENSEMBL_IUPHAR,
421,arf2a,pld2,ENSEMBL_IUPHAR,
422,npy,si:dkey-202l22.3,15885496,ENSEMBL_IUPHAR
423,prlh2,si:dkey-202l22.3,11030716|12606605,ENSEMBL_IUPHAR
424,pthlhb,si:dkey-202l22.3,ENSEMBL_IUPHAR,
425,gh1,prlra,ENSEMBL_IUPHAR,
426,pth2,pth1r,11159842|10854439,ENSEMBL_IUPHAR
427,pthlhb,pth1r,8702701,ENSEMBL_IUPHAR
428,pthlhb,pth2rb,8702701,ENSEMBL_IUPHAR
429,pth2,pth2rb,10854439|11602681,ENSEMBL_IUPHAR
430,adm2b,ramp1,21658025,ENSEMBL_IUPHAR
431,adma,ramp1,9620797|11693189|15692146|12565884,ENSEMBL_IUPHAR
432,calca,ramp1,|9620797|11693189|15692146,ENSEMBL_IUPHAR
433,iapp,ramp1,24169554,ENSEMBL_IUPHAR
434,adma,ramp2,9620797|11693189|12565884,ENSEMBL_IUPHAR
435,adm2b,ramp2,21658025,ENSEMBL_IUPHAR
436,iapp,ramp2,24169554,ENSEMBL_IUPHAR
437,calca,ramp2,9620797|11693189,ENSEMBL_IUPHAR
438,rln3b,rxfp1,12506116|15649866,ENSEMBL_IUPHAR
439,rln3b,rxfp2a,16411781,ENSEMBL_IUPHAR
440,il1fma,sigirr,25729923,ENSEMBL_IUPHAR
