,from,to,pathway,database
1814,gdnfa,gfra3,ENSEMBL_SINGLECELLSIGNALR,
1815,gdnfa,ret,9482105|9182803|14514671|8674117,ENSEMBL_SINGLECELLSIGNALR
1816,gdnfa,slc44a5a,ENSEMBL_SINGLECELLSIGNALR,
1817,gh1,prlra,9556914,ENSEMBL_SINGLECELLSIGNALR
1818,ghrh,adcyap1r1b,ENSEMBL_SINGLECELLSIGNALR,
1819,ghrh,adrb2a,ENSEMBL_SINGLECELLSIGNALR,
1820,ghrh,adrb3b,ENSEMBL_SINGLECELLSIGNALR,
1821,ghrh,gpr84,ENSEMBL_SINGLECELLSIGNALR,
1822,ghrh,pth1r,ENSEMBL_SINGLECELLSIGNALR,
1823,ghrh,ramp2,ENSEMBL_SINGLECELLSIGNALR,
1824,ghrh,tshr,ENSEMBL_SINGLECELLSIGNALR,
1825,ghrh,vipr1b,8791009,ENSEMBL_SINGLECELLSIGNALR
1826,gip,adcyap1r1b,ENSEMBL_SINGLECELLSIGNALR,
1827,gip,adrb2a,ENSEMBL_SINGLECELLSIGNALR,
1828,gip,adrb3b,ENSEMBL_SINGLECELLSIGNALR,
1829,gip,zgc:136971,15655705,ENSEMBL_SINGLECELLSIGNALR
1830,gip,gpr84,ENSEMBL_SINGLECELLSIGNALR,
1831,gip,insrb,ENSEMBL_SINGLECELLSIGNALR,
1832,gip,pth1r,ENSEMBL_SINGLECELLSIGNALR,
1833,gip,ramp2,ENSEMBL_SINGLECELLSIGNALR,
1834,gip,tshr,ENSEMBL_SINGLECELLSIGNALR,
1835,gip,vipr1b,ENSEMBL_SINGLECELLSIGNALR,
1836,gnai2a,adcy1a,2121366,ENSEMBL_SINGLECELLSIGNALR
1837,gnai2a,adcy7,ENSEMBL_SINGLECELLSIGNALR,
1838,gnai2a,adcy8,ENSEMBL_SINGLECELLSIGNALR,
1839,gnai2a,adcy9,ENSEMBL_SINGLECELLSIGNALR,
1840,gnai2a,adora1b,11369591,ENSEMBL_SINGLECELLSIGNALR
1841,gnai2a,adra2a,7887906,ENSEMBL_SINGLECELLSIGNALR
1842,gnai2a,adra2b,2169434,ENSEMBL_SINGLECELLSIGNALR
1843,gnai2a,agtr2,8663053|111,ENSEMBL_SINGLECELLSIGNALR
1844,gnai2a,c5ar1,7962171,ENSEMBL_SINGLECELLSIGNALR
1845,gnai2a,cav1,8621645,ENSEMBL_SINGLECELLSIGNALR
1846,gnai2a,chrm1a,8190105,ENSEMBL_SINGLECELLSIGNALR
1847,gnai2a,cnr1,11168387,ENSEMBL_SINGLECELLSIGNALR
1848,gnai2a,cxcr2,8662698|89,ENSEMBL_SINGLECELLSIGNALR
1849,gnai2a,cxcr2,8662698,ENSEMBL_SINGLECELLSIGNALR
1850,gnai2a,cxcr3.1,ENSEMBL_SINGLECELLSIGNALR,
1851,gnai2a,drd2b,10978845,ENSEMBL_SINGLECELLSIGNALR
1852,gnai2a,ednraa,7882989,ENSEMBL_SINGLECELLSIGNALR
1853,gnai2a,ednrba,ENSEMBL_SINGLECELLSIGNALR,
1854,gnai2a,egfra,11286993,ENSEMBL_SINGLECELLSIGNALR
1855,gnai2a,si:dkey-163m14.2,10644723|9,ENSEMBL_SINGLECELLSIGNALR
1856,gnai2a,si:ch73-160i9.2,8663057,ENSEMBL_SINGLECELLSIGNALR
1857,gnai2a,igf1rb,11120746,ENSEMBL_SINGLECELLSIGNALR
1858,gnai2a,lhcgr,10493819,ENSEMBL_SINGLECELLSIGNALR
1859,gnai2a,lpar3,10727522,ENSEMBL_SINGLECELLSIGNALR
1860,gnai2a,mtnr1ab,10598579|17,ENSEMBL_SINGLECELLSIGNALR
1861,gnai2a,oprd1b,1671672,ENSEMBL_SINGLECELLSIGNALR
1862,gnai2a,oprm1,12068084,ENSEMBL_SINGLECELLSIGNALR
1863,gnai2a,p2ry12,8554519,ENSEMBL_SINGLECELLSIGNALR
1864,gnai2a,ptprua,16298104,ENSEMBL_SINGLECELLSIGNALR
1865,gnai2a,s1pr1,ENSEMBL_SINGLECELLSIGNALR,
1866,gnai2a,s1pr4,ENSEMBL_SINGLECELLSIGNALR,
1867,gnai2a,s1pr5b,ENSEMBL_SINGLECELLSIGNALR,
1868,gnai2a,tbxa2r,16212421,ENSEMBL_SINGLECELLSIGNALR
1869,gnai2a,tshr,8552586,ENSEMBL_SINGLECELLSIGNALR
1870,gnai2a,unc5b,ENSEMBL_SINGLECELLSIGNALR,
1871,gnas,adcy1a,ENSEMBL_SINGLECELLSIGNALR,
1872,gnas,adcy7,ENSEMBL_SINGLECELLSIGNALR,
1873,gnas,adcy8,ENSEMBL_SINGLECELLSIGNALR,
1874,gnas,adcy9,ENSEMBL_SINGLECELLSIGNALR,
1875,gnas,adora1b,10521440,ENSEMBL_SINGLECELLSIGNALR
1876,gnas,adrb3b,8011597,ENSEMBL_SINGLECELLSIGNALR
1877,gnas,avpr2aa,8621513,ENSEMBL_SINGLECELLSIGNALR
1878,gnas,crhr1,10598591,ENSEMBL_SINGLECELLSIGNALR
1879,gnas,gipr,1908089,ENSEMBL_SINGLECELLSIGNALR
1880,gnas,htr6,11916537,ENSEMBL_SINGLECELLSIGNALR
1881,gnas,lhcgr,10493819,ENSEMBL_SINGLECELLSIGNALR
1882,gnas,ptgir,12488443,ENSEMBL_SINGLECELLSIGNALR
1883,gnas,tshr,9525885,ENSEMBL_SINGLECELLSIGNALR
1884,gnas,vipr1b,11812005,ENSEMBL_SINGLECELLSIGNALR
1885,gnb3a,gabbr2,ENSEMBL_SINGLECELLSIGNALR,
1886,gnb3a,tgfbr1a,15761153,ENSEMBL_SINGLECELLSIGNALR
1887,gnrh3,gnrhr1,414473|17452338|11726197|17095587|9414473,ENSEMBL_SINGLECELLSIGNALR
1888,gnrh2,gnrhr1,17452338|17942747|19638591,ENSEMBL_SINGLECELLSIGNALR
1889,gpc3,cd81a,23665349,ENSEMBL_SINGLECELLSIGNALR
1890,gpc3,igf1rb,18413366,ENSEMBL_SINGLECELLSIGNALR
1891,gpc3,lrp1ab,ENSEMBL_SINGLECELLSIGNALR,
1892,gpc3,lrp2a,ENSEMBL_SINGLECELLSIGNALR,
1893,gpc6a,lrp1ab,ENSEMBL_SINGLECELLSIGNALR,
1894,gpc6a,lrp2a,ENSEMBL_SINGLECELLSIGNALR,
1895,gpha2,tshr,12045258,ENSEMBL_SINGLECELLSIGNALR
1896,gpia,amfra,12527360|17,ENSEMBL_SINGLECELLSIGNALR
1897,grem1b,kdr,ENSEMBL_SINGLECELLSIGNALR,
1898,has2,cd44b,1694723,ENSEMBL_SINGLECELLSIGNALR
1899,has2,hmmr,1376732,ENSEMBL_SINGLECELLSIGNALR
1900,hbegfb,cd44b,7532176,ENSEMBL_SINGLECELLSIGNALR
1901,hbegfb,cd82b,10749879,ENSEMBL_SINGLECELLSIGNALR
1902,hbegfb,egfra,12725245,ENSEMBL_SINGLECELLSIGNALR
1903,hbegfb,erbb2,12958167,ENSEMBL_SINGLECELLSIGNALR
1904,hbegfb,erbb4b,1840698|914,ENSEMBL_SINGLECELLSIGNALR
1905,hbegfb,prlra,ENSEMBL_SINGLECELLSIGNALR,
1906,hcrt,hcrtr2,9491897|10498827|14691055|11403934|12606634|11250867|12702704|11266181|11162621|12208495|18599270|21362456,ENSEMBL_SINGLECELLSIGNALR
1907,hcrt,LOC561565,12609745,ENSEMBL_SINGLECELLSIGNALR
1908,hdc,hrh2a,ENSEMBL_SINGLECELLSIGNALR,
1909,hgfa,cd44b,10037743,ENSEMBL_SINGLECELLSIGNALR
1910,hgfa,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
1911,hgfa,met,1846706|1655405|15167892|18495663,ENSEMBL_SINGLECELLSIGNALR
1912,hgfa,sdc2,8157651,ENSEMBL_SINGLECELLSIGNALR
1913,hgfa,zmp:0000001114,12372819|11,ENSEMBL_SINGLECELLSIGNALR
1914,hhipl2,cachd1,ENSEMBL_SINGLECELLSIGNALR,
1915,zgc:55558,agtr1a,8753867,ENSEMBL_SINGLECELLSIGNALR
1916,zgc:55558,cav1,8621645,ENSEMBL_SINGLECELLSIGNALR
1917,zgc:55558,grin2da,10862698,ENSEMBL_SINGLECELLSIGNALR
1918,zgc:55558,insrb,3109943,ENSEMBL_SINGLECELLSIGNALR
1919,zgc:55558,sdc2,ENSEMBL_SINGLECELLSIGNALR,
1920,zgc:55558,tlr2,15496409,ENSEMBL_SINGLECELLSIGNALR
1921,hsp90aa1.2,cftr,9843494,ENSEMBL_SINGLECELLSIGNALR
1922,hsp90aa1.2,egfra,18199556,ENSEMBL_SINGLECELLSIGNALR
1923,hsp90aa1.2,erbb2,ENSEMBL_SINGLECELLSIGNALR,
1924,hsp90aa1.2,fgfr3,21487019,ENSEMBL_SINGLECELLSIGNALR
1925,hsp90aa1.2,itgb3b,ENSEMBL_SINGLECELLSIGNALR,
1926,hsp90b1,erbb2,ENSEMBL_SINGLECELLSIGNALR,
1927,hsp90b1,lrp1ab,ENSEMBL_SINGLECELLSIGNALR,
1928,hsp90b1,tlr2,ENSEMBL_SINGLECELLSIGNALR,
1929,hspa8,adrb2a,ENSEMBL_SINGLECELLSIGNALR,
1930,hspa8,lrp2a,ENSEMBL_SINGLECELLSIGNALR,
1931,hspg2,chrm3a,ENSEMBL_SINGLECELLSIGNALR,
1932,hspg2,itga2.2,15240572,ENSEMBL_SINGLECELLSIGNALR
1933,hspg2,itgb1b.2,9431988,ENSEMBL_SINGLECELLSIGNALR
1934,hspg2,lrp1ab,ENSEMBL_SINGLECELLSIGNALR,
1935,hspg2,lrp2a,ENSEMBL_SINGLECELLSIGNALR,
1936,hspg2,ptprsa,11865065,ENSEMBL_SINGLECELLSIGNALR
1937,iapp,adcyap1r1b,ENSEMBL_SINGLECELLSIGNALR,
1938,iapp,adrb2a,ENSEMBL_SINGLECELLSIGNALR,
1939,iapp,adrb3b,ENSEMBL_SINGLECELLSIGNALR,
1940,iapp,calcr,12529937|9487987|10342886,ENSEMBL_SINGLECELLSIGNALR
1941,iapp,gpr84,ENSEMBL_SINGLECELLSIGNALR,
1942,iapp,pth1r,ENSEMBL_SINGLECELLSIGNALR,
1943,iapp,ramp1,10385705,ENSEMBL_SINGLECELLSIGNALR
1944,iapp,ramp2,16531504,ENSEMBL_SINGLECELLSIGNALR
1945,iapp,tshr,ENSEMBL_SINGLECELLSIGNALR,
1946,iapp,vipr1b,ENSEMBL_SINGLECELLSIGNALR,
1947,icam3,itgb2,15728350|11353828|7822326,ENSEMBL_SINGLECELLSIGNALR
1948,ifnphi3,il10rb,11278538|18,ENSEMBL_SINGLECELLSIGNALR
1949,ifnphi3,crfb16,11278538|1,ENSEMBL_SINGLECELLSIGNALR
1950,ifnphi3,il10rb,ENSEMBL_SINGLECELLSIGNALR,
1951,ifnphi3,crfb16,ENSEMBL_SINGLECELLSIGNALR,
1952,ifng1,crfb16,10811850|12165521|10986460|11250200,ENSEMBL_SINGLECELLSIGNALR
1953,ifnphi2,il10rb,11278538|18,ENSEMBL_SINGLECELLSIGNALR
1954,ifnphi2,crfb16,11278538,ENSEMBL_SINGLECELLSIGNALR
1955,igf1,igf1rb,2877871|185,ENSEMBL_SINGLECELLSIGNALR
1956,igf1,igf2r,ENSEMBL_SINGLECELLSIGNALR,
1957,igf1,insrb,ENSEMBL_SINGLECELLSIGNALR,
1958,igf2b,igf1rb,9972281,ENSEMBL_SINGLECELLSIGNALR
1959,igf2b,igf2r,2964083|7797478|9722981,ENSEMBL_SINGLECELLSIGNALR
1960,igf2b,insrb,9281335|972,ENSEMBL_SINGLECELLSIGNALR
1961,dhh,boc,20519495,ENSEMBL_SINGLECELLSIGNALR
1962,dhh,cdon,20519495,ENSEMBL_SINGLECELLSIGNALR
1963,dhh,hhip,10050855|11,ENSEMBL_SINGLECELLSIGNALR
1964,dhh,ptch1,11562786|98,ENSEMBL_SINGLECELLSIGNALR
1965,dhh,ptch2,9811851,ENSEMBL_SINGLECELLSIGNALR
1966,il10,crfb4,12974481|11485736|9312047,ENSEMBL_SINGLECELLSIGNALR
1967,zmp:0000001127,si:dkey-1h24.6,7516408,ENSEMBL_SINGLECELLSIGNALR
1968,zmp:0000001127,il23r,943050,ENSEMBL_SINGLECELLSIGNALR
1969,il12ba,il23r,11086056|12,ENSEMBL_SINGLECELLSIGNALR
1970,il15,il15ra,15265897|7641685|16284400,ENSEMBL_SINGLECELLSIGNALR
1971,il15,il2rb,15265897|8026467|9176231,ENSEMBL_SINGLECELLSIGNALR
1972,il16,dicp3.1,1851800|791,ENSEMBL_SINGLECELLSIGNALR
1973,il16,grin2cb,10479680,ENSEMBL_SINGLECELLSIGNALR
1974,il16,grin2da,10479680,ENSEMBL_SINGLECELLSIGNALR
1975,il16,kcnd2,10479680,ENSEMBL_SINGLECELLSIGNALR
1976,il16,kcnj10a,10479680,ENSEMBL_SINGLECELLSIGNALR
1977,il16,kcnj15,10479680,ENSEMBL_SINGLECELLSIGNALR
1978,il16,kcnj4,10479680,ENSEMBL_SINGLECELLSIGNALR
1979,il19l,il20ra,12974481|12,ENSEMBL_SINGLECELLSIGNALR
1980,il1b,adrb2a,11238007,ENSEMBL_SINGLECELLSIGNALR
1981,il1b,LOC799279,62193|9820540|9062193,ENSEMBL_SINGLECELLSIGNALR
1982,il1b,LOC799279,8332913|788,ENSEMBL_SINGLECELLSIGNALR
1983,il1b,LOC799279,11278614,ENSEMBL_SINGLECELLSIGNALR
1984,il1b,LOC799279,ENSEMBL_SINGLECELLSIGNALR,
1985,il1fma,LOC799279,11641511|91,ENSEMBL_SINGLECELLSIGNALR
1986,il1fma,LOC799279,1834644,ENSEMBL_SINGLECELLSIGNALR
1987,il1fma,LOC799279,ENSEMBL_SINGLECELLSIGNALR,
1988,il19l,il20ra,12974481|11163236|12351624|14580208,ENSEMBL_SINGLECELLSIGNALR
1989,il19l,il22ra2,12974481,ENSEMBL_SINGLECELLSIGNALR
1990,il19l,crfb4,ENSEMBL_SINGLECELLSIGNALR,
1991,il22,crfb4,ENSEMBL_SINGLECELLSIGNALR,
1992,il22,il20ra,ENSEMBL_SINGLECELLSIGNALR,
1993,il1fma,il1fma,ENSEMBL_SINGLECELLSIGNALR,
1994,il1b,il1fma,ENSEMBL_SINGLECELLSIGNALR,
1995,inha,acvr2ab,12493742,ENSEMBL_SINGLECELLSIGNALR
1996,inha,acvr2ba,29747587,ENSEMBL_SINGLECELLSIGNALR
1997,inha,tgfbr3,12493742|11,ENSEMBL_SINGLECELLSIGNALR
1998,inhbab,acvr1ba,8167568|84,ENSEMBL_SINGLECELLSIGNALR
1999,inhbab,acvr2ab,12466190|11,ENSEMBL_SINGLECELLSIGNALR
2000,inhbab,acvr2ba,9202237,ENSEMBL_SINGLECELLSIGNALR
2001,inhbab,bambia,10918299,ENSEMBL_SINGLECELLSIGNALR
2002,inhbab,eng,9872992,ENSEMBL_SINGLECELLSIGNALR
2003,inhbab,smad3b,ENSEMBL_SINGLECELLSIGNALR,
2004,inhbab,tgfbr3,10746731,ENSEMBL_SINGLECELLSIGNALR
2005,inhbb,acvr1ba,11266516|12032389|15196700,ENSEMBL_SINGLECELLSIGNALR
2006,inhbb,acvr1c,15196700,ENSEMBL_SINGLECELLSIGNALR
2007,inhbb,acvr2ab,12466190|11,ENSEMBL_SINGLECELLSIGNALR
2008,inhbb,acvr2ba,9202237,ENSEMBL_SINGLECELLSIGNALR
2009,inhbb,smad3b,ENSEMBL_SINGLECELLSIGNALR,
2010,LOC100329520,acvr1ba,12651901,ENSEMBL_SINGLECELLSIGNALR
2011,LOC100329520,acvr2ab,12651901,ENSEMBL_SINGLECELLSIGNALR
2012,LOC100329520,acvr2ba,12651901,ENSEMBL_SINGLECELLSIGNALR
2013,insl5a,adra2a,ENSEMBL_SINGLECELLSIGNALR,
2014,insl5a,mtnr1ab,ENSEMBL_SINGLECELLSIGNALR,
2015,insb,igf1rb,1851182,ENSEMBL_SINGLECELLSIGNALR
2016,insb,insrb,2550426,ENSEMBL_SINGLECELLSIGNALR
2017,insb,lrp2a,9773776,ENSEMBL_SINGLECELLSIGNALR
2018,irak4,tlr1,ENSEMBL_SINGLECELLSIGNALR,
2019,itih2,LOC570021,10917520,ENSEMBL_SINGLECELLSIGNALR
2020,dll4,notch1a,11006133,ENSEMBL_SINGLECELLSIGNALR
2021,dll4,notch2,10958687,ENSEMBL_SINGLECELLSIGNALR
2022,dll4,notch3,11006133,ENSEMBL_SINGLECELLSIGNALR
2023,dll4,dll4,ENSEMBL_SINGLECELLSIGNALR,
2024,jam3a,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2025,jam3a,itgb2,ENSEMBL_SINGLECELLSIGNALR,
2026,kiss1,kiss1rb,12944565|11385580|15665093|11385580|11457843|11457843,ENSEMBL_SINGLECELLSIGNALR
2027,kiss1,mmp24,12879005,ENSEMBL_SINGLECELLSIGNALR
2028,kitlga,epor,11124255,ENSEMBL_SINGLECELLSIGNALR
2029,kitlga,kitb,1698556|1375232|7680037,ENSEMBL_SINGLECELLSIGNALR
2030,l1cama,cntn1b,7595520,ENSEMBL_SINGLECELLSIGNALR
2031,l1cama,egfra,14718570,ENSEMBL_SINGLECELLSIGNALR
2032,l1cama,ephb2a,ENSEMBL_SINGLECELLSIGNALR,
2033,l1cama,erbb2,22815787,ENSEMBL_SINGLECELLSIGNALR
2034,l1cama,erbb3a,22815787,ENSEMBL_SINGLECELLSIGNALR
2035,l1cama,fgfr2,ENSEMBL_SINGLECELLSIGNALR,
2036,l1cama,itga5,10871287,ENSEMBL_SINGLECELLSIGNALR
2037,l1cama,itgav,10871287,ENSEMBL_SINGLECELLSIGNALR
2038,lama1,gpc1a,ENSEMBL_SINGLECELLSIGNALR,
2039,lama1,itga1,9688542,ENSEMBL_SINGLECELLSIGNALR
2040,lama1,itga2.2,9688542,ENSEMBL_SINGLECELLSIGNALR
2041,lama1,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2042,lama1,itga6l,ENSEMBL_SINGLECELLSIGNALR,
2043,lama1,itgb1b.2,11278916|97,ENSEMBL_SINGLECELLSIGNALR
2044,lama1,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2045,lama1,itgb8,7542940,ENSEMBL_SINGLECELLSIGNALR
2046,lama1,nt5e,10470109,ENSEMBL_SINGLECELLSIGNALR
2047,lama1,rpsa,2970671,ENSEMBL_SINGLECELLSIGNALR
2048,lama1,sdc2,ENSEMBL_SINGLECELLSIGNALR,
2049,lama1,sdc4,ENSEMBL_SINGLECELLSIGNALR,
2050,lama3,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2051,lama3,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2052,lama3,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2053,lama3,sdc2,11373281,ENSEMBL_SINGLECELLSIGNALR
2054,lama5,bcam,12244066|11,ENSEMBL_SINGLECELLSIGNALR
2055,lama5,itga2.2,ENSEMBL_SINGLECELLSIGNALR,
2056,lama5,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2057,lama5,itga6l,ENSEMBL_SINGLECELLSIGNALR,
2058,lama5,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2059,lama5,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2060,lamb1b,itga1,ENSEMBL_SINGLECELLSIGNALR,
2061,lamb1b,itga2.2,ENSEMBL_SINGLECELLSIGNALR,
2062,lamb1b,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2063,lamb1b,itga6l,10842354,ENSEMBL_SINGLECELLSIGNALR
2064,lamb1b,itgav,ENSEMBL_SINGLECELLSIGNALR,
2065,lamb1b,itgb1b.2,10842354,ENSEMBL_SINGLECELLSIGNALR
2066,lamb1b,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2067,lamb2,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2068,lamb2,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2069,lamb2,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2070,lamb2,rpsa,2970671,ENSEMBL_SINGLECELLSIGNALR
2071,lamc2,itga1,ENSEMBL_SINGLECELLSIGNALR,
2072,lamc2,itga2.2,ENSEMBL_SINGLECELLSIGNALR,
2073,lamc2,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2074,lamc2,itga6l,ENSEMBL_SINGLECELLSIGNALR,
2075,lamc2,itgav,ENSEMBL_SINGLECELLSIGNALR,
2076,lamc2,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2077,lamc2,itgb4,ENSEMBL_SINGLECELLSIGNALR,
2078,ptgdsa,lrp2a,15670845,ENSEMBL_SINGLECELLSIGNALR
2079,lft2,acvr1ba,ENSEMBL_SINGLECELLSIGNALR,
2080,lft2,acvr2ab,ENSEMBL_SINGLECELLSIGNALR,
2081,lft2,acvr2ba,ENSEMBL_SINGLECELLSIGNALR,
2082,lft2,acvr2ba,11952836,ENSEMBL_SINGLECELLSIGNALR
2083,lgals3b,si:ch211-170d8.8,ENSEMBL_SINGLECELLSIGNALR,
2084,lin7c,si:cabz01083442.1,16192275,ENSEMBL_SINGLECELLSIGNALR
2085,lin7c,htr2cl2,12006486,ENSEMBL_SINGLECELLSIGNALR
2086,lin7c,kcnj4,ENSEMBL_SINGLECELLSIGNALR,
2087,lipca,lrp1ab,9716487|127,ENSEMBL_SINGLECELLSIGNALR
2088,lipia,lpar1,9716487|12601009|16051226,ENSEMBL_SINGLECELLSIGNALR
2089,lipia,lpar2a,16192275,ENSEMBL_SINGLECELLSIGNALR
2090,lipia,lpar4,12006486,ENSEMBL_SINGLECELLSIGNALR
2091,LOC101884800,cd44b,ENSEMBL_SINGLECELLSIGNALR,
2092,LOC101884800,lrp1ab,1281473|7510694|7989348,ENSEMBL_SINGLECELLSIGNALR
2093,LOC101884800,lrp2a,7686151,ENSEMBL_SINGLECELLSIGNALR
2094,LOC101884800,vldlr,7592875,ENSEMBL_SINGLECELLSIGNALR
2095,lrpap1,lrp1ab,14596620|10747918|1374383|1718973,ENSEMBL_SINGLECELLSIGNALR
2096,lrpap1,lrp2a,7512726,ENSEMBL_SINGLECELLSIGNALR
2097,lrpap1,lrp8,12899622,ENSEMBL_SINGLECELLSIGNALR
2098,lrpap1,sorl1,11557679|89,ENSEMBL_SINGLECELLSIGNALR
2099,lrpap1,sort1b,9013611,ENSEMBL_SINGLECELLSIGNALR
2100,lrpap1,vldlr,7592875|106,ENSEMBL_SINGLECELLSIGNALR
2101,tnfa,cachd1,ENSEMBL_SINGLECELLSIGNALR,
2102,tnfa,ednraa,ENSEMBL_SINGLECELLSIGNALR,
2103,tnfa,fas,8387891,ENSEMBL_SINGLECELLSIGNALR
2104,ltbp1,itgb5,12358597,ENSEMBL_SINGLECELLSIGNALR
2105,ltbp3,itgb5,12358597,ENSEMBL_SINGLECELLSIGNALR
2106,tfa,gp9,ENSEMBL_SINGLECELLSIGNALR,
2107,tfa,lrp1ab,15178744|15,ENSEMBL_SINGLECELLSIGNALR
2108,tfa,spint1a,1464627,ENSEMBL_SINGLECELLSIGNALR
2109,tfa,tfr1b,ENSEMBL_SINGLECELLSIGNALR,
2110,lum,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2111,ly86,cd180,9763566|969,ENSEMBL_SINGLECELLSIGNALR
2112,mapk1,fgfr2,ENSEMBL_SINGLECELLSIGNALR,
2113,matn1,itga1,10196235,ENSEMBL_SINGLECELLSIGNALR
2114,matn1,itgb1b.2,10196235,ENSEMBL_SINGLECELLSIGNALR
2115,matn1,ptprd,ENSEMBL_SINGLECELLSIGNALR,
2116,hbl2,calcr,11560994,ENSEMBL_SINGLECELLSIGNALR
2117,hbl2,cd248a,9476117,ENSEMBL_SINGLECELLSIGNALR
2118,mdka,alk,12122009,ENSEMBL_SINGLECELLSIGNALR
2119,mdka,gpc2,ENSEMBL_SINGLECELLSIGNALR,
2120,mdka,itga4,ENSEMBL_SINGLECELLSIGNALR,
2121,mdka,itga6l,ENSEMBL_SINGLECELLSIGNALR,
2122,mdka,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
2123,mdka,lrp1ab,10772929,ENSEMBL_SINGLECELLSIGNALR
2124,mdka,lrp2a,10772929,ENSEMBL_SINGLECELLSIGNALR
2125,mdka,ptprz1b,10212223,ENSEMBL_SINGLECELLSIGNALR
2126,mdka,sdc4,8621465,ENSEMBL_SINGLECELLSIGNALR
2127,mdka,tspan1,18851943,ENSEMBL_SINGLECELLSIGNALR
2128,mfap5,notch1a,16492672,ENSEMBL_SINGLECELLSIGNALR
2129,mfge8a,itgav,24441829,ENSEMBL_SINGLECELLSIGNALR
2130,mfge8a,itgb3b,24441829,ENSEMBL_SINGLECELLSIGNALR
2131,mfge8a,pdgfrb,21868707,ENSEMBL_SINGLECELLSIGNALR
2132,mfng,notch1a,10935626|12,ENSEMBL_SINGLECELLSIGNALR
2133,mfng,notch2,11346656,ENSEMBL_SINGLECELLSIGNALR
2134,LOC101883213,cd44b,11381077,ENSEMBL_SINGLECELLSIGNALR
2135,LOC101883213,itga2.2,11359774|11,ENSEMBL_SINGLECELLSIGNALR
2136,mmp2,sdc2,17623663,ENSEMBL_SINGLECELLSIGNALR
2137,mmp20a,cd151,16200075,ENSEMBL_SINGLECELLSIGNALR
2138,mmp20a,cd44b,11825873,ENSEMBL_SINGLECELLSIGNALR
2139,mmp20a,cdh6,ENSEMBL_SINGLECELLSIGNALR,
2140,mmp20a,erbb4b,17638887,ENSEMBL_SINGLECELLSIGNALR
2141,mmp9,cd44b,10652271|18,ENSEMBL_SINGLECELLSIGNALR
2142,mmp9,ephb2a,18713744,ENSEMBL_SINGLECELLSIGNALR
2143,mmp9,itgb2,ENSEMBL_SINGLECELLSIGNALR,
2144,mmp9,lrp1ab,11279011,ENSEMBL_SINGLECELLSIGNALR
2145,mst1,mst1ra,8062829|905,ENSEMBL_SINGLECELLSIGNALR
2146,myoc,fzd1,19188438,ENSEMBL_SINGLECELLSIGNALR
2147,myoc,fzd10,19188438,ENSEMBL_SINGLECELLSIGNALR
2148,myoc,fzd3b,19188438,ENSEMBL_SINGLECELLSIGNALR
2149,myoc,fzd4,19188438,ENSEMBL_SINGLECELLSIGNALR
2150,myoc,fzd7b,19188438,ENSEMBL_SINGLECELLSIGNALR
2151,nampt3.2,insrb,15604363,ENSEMBL_SINGLECELLSIGNALR
2152,ncam1b,cacna1c,ENSEMBL_SINGLECELLSIGNALR,
2153,ncam1b,fgfr1b,12121226,ENSEMBL_SINGLECELLSIGNALR
2154,ncam1b,fgfr2,ENSEMBL_SINGLECELLSIGNALR,
2155,ncam1b,gfra1b,12837245,ENSEMBL_SINGLECELLSIGNALR
2156,ncam1b,ptpra,ENSEMBL_SINGLECELLSIGNALR,
2157,ncam1b,robo1,16226035,ENSEMBL_SINGLECELLSIGNALR
2158,ncam1b,zgc:77784,16226035,ENSEMBL_SINGLECELLSIGNALR
2159,ncanb,cdh2,ENSEMBL_SINGLECELLSIGNALR,
2160,ngfa,kidins220b,ENSEMBL_SINGLECELLSIGNALR,
2161,ngfa,ndnl2,ENSEMBL_SINGLECELLSIGNALR,
2162,ngfa,ngfra,11114882|15,ENSEMBL_SINGLECELLSIGNALR
2163,ngfa,ntrk1,10490030|15,ENSEMBL_SINGLECELLSIGNALR
2164,ngfa,sorcs3b,15710408,ENSEMBL_SINGLECELLSIGNALR
2165,ngfa,sort1b,14985763,ENSEMBL_SINGLECELLSIGNALR
2166,nid1a,itga3a,ENSEMBL_SINGLECELLSIGNALR,
2167,nid1a,itgav,9686320,ENSEMBL_SINGLECELLSIGNALR
2168,nid1a,itgb1b.2,ENSEMBL_SINGLECELLSIGNALR,
