name,residual,influence,b_nbaths,b_nbeds,b_area,b_age,sq_cc_nbaths,sq_cc_nbeds,sq_cc_area,sq_cc_age
4.500000000000000000e+01,8.649773696765237219e-01,4.913253134047457227e-02,-4.817306754614598674e+00,-1.588138557034836751e+01,1.531137391341601817e-01,-8.429460625092589643e-01,3.039688282337503367e+01,2.394246149428392201e+01,4.182554406114291634e-02,7.775929093928483082e-01
4.600000000000000000e+01,1.755614666446635397e+01,1.811770870066519989e-01,1.342756623755022183e+01,5.112795892691233135e+00,4.447190931658713542e-02,-1.335314636584047920e-01,4.275266347183659121e+01,2.707861044245618132e+01,6.382048663361991614e-02,5.926809075694928763e-01
4.700000000000000000e+01,-1.495129777256157411e+01,1.404667590392670307e-01,-1.291953815197260491e+00,-6.392409556335646670e+00,1.635746378767763409e-01,-1.777445033490060666e+00,2.682499827012172844e+01,2.206223703477691345e+01,3.822366376044383784e-02,7.982533706833943032e-01
4.800000000000000000e+01,-1.496280365113935318e+01,9.133800068918790371e-02,1.258268991945289628e+01,2.311339890970593558e+00,8.205410244110226958e-02,-6.119402193144872770e-01,3.446820123290941495e+01,2.276643563403020210e+01,4.915871461166817363e-02,6.253742474140254748e-01
4.900000000000000000e+01,-3.527991202767336176e+01,1.835765457339975371e-01,-1.416285872218204211e+01,1.976642152062275670e+00,1.029281520697245406e-01,-3.028990076718423019e-01,3.549085058486642907e+01,2.762566444356736994e+01,5.126762305021573263e-02,7.542285727701733000e-01
5.000000000000000000e+01,3.259132153410598676e+01,6.779589915602168837e-02,-2.689798028742217895e+01,-5.822674884569201481e+01,2.212040272194323032e-01,-1.460964919381632088e-01,3.174792542439927345e+01,1.987341064883154118e+01,2.580510516507563898e-02,1.016991370368949266e+00
5.100000000000000000e+01,-1.738114598721943196e+02,6.191524465226350138e-02,4.566688858585098387e+01,-2.291756299490614168e+01,1.352655606331186200e-01,-9.040135773879289793e-01,2.761824040603784880e+01,2.056869575671628780e+01,3.265474762992267438e-02,4.475592718397660708e-01
5.200000000000000000e+01,-6.344059568744650335e+01,5.520984582562618592e-02,-2.608989357983049473e+01,-2.763267703582539170e+01,1.643435162980225184e-01,3.389396918699136840e-01,3.668534043719780868e+01,2.534366634374779181e+01,4.974763072599797803e-02,5.918099721468628172e-01
5.300000000000000000e+01,-1.090420036733331699e+01,6.400961547628493398e-02,-1.432128944264660930e+01,-3.659109229821200415e+01,1.890945223860664437e-01,-4.154200738265314552e-01,2.989206739303077143e+01,2.118500401595507654e+01,3.672649959627443533e-02,4.872821861269135968e-01
5.400000000000000000e+01,1.362047013813892704e+01,2.736974366034405221e-02,2.283089215475810008e+01,-3.535123501123718626e+01,1.589411324315253837e-01,-8.734043816645219449e-01,3.385563405865981679e+01,2.531593296485467448e+01,3.803003686532941546e-02,5.955201717927978144e-01
5.500000000000000000e+01,7.988344195541685622e-01,7.790193243705592629e-02,3.484645545667941491e-01,2.454496910127419440e+00,9.098832173418974767e-02,-3.329916091761532249e-01,3.508731584895198097e+01,2.450247026409545370e+01,5.416969097421817786e-02,5.102925950413710332e-01
5.600000000000000000e+01,-5.589647501960143927e+00,2.854313357092979619e-01,1.477484076531453638e+01,-1.927452963698868516e+01,1.134700689600688650e-01,-2.647235519764190026e-01,2.766863433752833146e+01,1.852559525106353178e+01,3.449891896107621508e-02,4.634237680069445142e-01
5.700000000000000000e+01,3.389448856679957345e+01,5.067826123644494918e-02,-1.122712063297736762e+00,-1.789730527582002395e+01,1.584649350482117969e-01,-8.215094299358246532e-01,2.635275203191001125e+01,2.382784213622256075e+01,4.697454003445254711e-02,8.872311753664773315e-01
5.800000000000000000e+01,3.235150442275026705e+01,9.949584176689091342e-02,-1.851962373521530481e+01,5.659520333088535970e+00,1.221978173291402986e-01,-5.170918184090149694e-01,2.558217686778804278e+01,2.269773994975363962e+01,3.191959456854815552e-02,5.532287138824252271e-01
5.900000000000000000e+01,6.300417532047407576e+01,8.036672765713004374e-02,1.931241749066533231e+01,-4.406158295363453448e+01,1.650349672047201344e-01,-3.799511348835325486e-01,3.365347646663207115e+01,2.286488390023900763e+01,4.120392417242476485e-02,5.431425720469952312e-01
6.000000000000000000e+01,-6.589394131091353302e+00,1.785011805591953660e-01,-8.490557478141861125e+00,-1.119442238246222487e+01,1.651516943463073317e-01,-1.127751346033915469e+00,2.691789464789532715e+01,2.017665792968914573e+01,3.811242658805177874e-02,7.629326816160972857e-01
6.100000000000000000e+01,-6.997028288588273881e+01,5.377575283256597061e-02,4.309157897756129785e+00,-3.424391159083444336e+01,1.772204089010278871e-01,-1.216687074044078498e+00,2.775727620307462118e+01,2.096828123409273203e+01,2.909332153279697852e-02,5.425443674278958017e-01
6.200000000000000000e+01,9.782979871464536359e+01,3.951243466836752705e-02,5.974649184692296444e+00,-5.898831434065773038e+00,9.557459175705700083e-02,-1.385690325534904566e-01,3.556161012464556137e+01,2.459232551198060079e+01,5.525790623783341515e-02,7.520524218586291942e-01
6.300000000000000000e+01,1.282628966994207076e+01,3.996952172302650763e-02,2.869653342098015969e+01,-1.933751128331338265e+01,3.593915042982102209e-02,1.135650898658525865e+00,3.546205542088510043e+01,2.528702106889622314e+01,6.355381407519755665e-02,9.109768846786251428e-01
6.400000000000000000e+01,1.380264927324142832e+01,1.354433670557442793e-01,2.154796849336909759e+01,5.325509016471791313e+00,8.979668113605482338e-02,-1.005353642950446602e+00,2.814317049797514159e+01,2.186158043332643430e+01,3.416322395304457332e-02,7.077299242492653963e-01
6.500000000000000000e+01,-4.652238582411992240e+01,1.766929937834348791e-02,-3.376582986700637434e+01,-2.851441478240219141e+01,2.033205834412751545e-01,-6.814097069830094000e-01,2.869259728455638836e+01,1.981527167696342673e+01,3.357438971080606294e-02,4.641846949189296634e-01
6.600000000000000000e+01,1.106203849282105125e+02,6.923919767552061399e-02,3.977511168912651129e+01,3.688322908495993602e+01,9.815654651439023604e-02,-5.313727179615273855e+00,3.072655154497079621e+01,2.524403243653754814e+01,3.431758371288906595e-02,1.258938244650390725e+00
6.700000000000000000e+01,-5.885900363363700194e+01,1.081860013604576953e-01,2.644742117132260972e+01,-3.922470716873212382e+01,1.724266660733421164e-01,-1.706645267146436939e+00,3.783971680920073055e+01,2.176489508134694262e+01,3.759381257140224919e-02,8.012684572263928384e-01
6.800000000000000000e+01,-1.652010798489975230e+01,4.176577644942652823e-02,-9.184468825235691725e+01,1.564602042209923383e+01,2.437294233177887126e-01,-1.182942803988605629e+00,2.839793957145156611e+01,2.113189381270189315e+01,2.482946696923314656e-02,5.165445016888796648e-01
6.900000000000000000e+01,1.653571955818519257e+02,6.752097841311638371e-02,-3.982750816850399644e+01,-7.940093449666039760e+01,2.899206882367401650e-01,-3.587590249071283544e-01,2.366788878431745502e+01,1.762912371975624737e+01,1.937930925320695968e-02,6.060986307021194452e-01
7.000000000000000000e+01,-1.756252830341481967e+02,2.216649686966889743e-01,1.289729149443289202e+01,-9.996605724194068898e+00,1.540916968834223633e-01,-1.843145123053915313e+00,3.146148177652839806e+01,2.502952213981583185e+01,3.294869619696361857e-02,6.584212552747603642e-01
7.100000000000000000e+01,-1.958632366509314338e+01,5.028988933186159804e-02,-1.064927637888104783e+01,-1.469960723680255299e+01,1.732947542204674729e-01,-1.080891798408837756e+00,2.707300869268529553e+01,2.116138245152120234e+01,4.016673359017062378e-02,7.958121195617581245e-01
7.200000000000000000e+01,1.556182732232616672e+01,6.696478456807071489e-02,2.366169053898919117e+01,2.663153450469950556e-01,6.028408469529002167e-02,-3.589863321439791255e-01,3.124027611898808843e+01,2.127506529316347539e+01,4.081100635566774215e-02,7.274448886167698136e-01
7.300000000000000000e+01,5.971513071025631803e+01,8.201147493195308502e-02,3.541985153443262391e+01,-2.673943720997079510e+01,7.271056883297265239e-02,4.041236082652666095e-01,3.787977124051761990e+01,2.682450561218205110e+01,4.358058469323066592e-02,9.887253769513797419e-01
7.400000000000000000e+01,-4.875685112693795986e+01,2.671026381798200303e-02,2.037565657904849559e-02,5.937133947021115077e+00,5.734972824360423660e-02,-4.348129818333290597e-02,3.674609976410538792e+01,3.013763394573743781e+01,6.927104045467789850e-02,6.171446908146014376e-01
7.500000000000000000e+01,8.819781159965407369e+01,6.381833987712756673e-02,-1.797982887683277298e+00,-3.936756659686371052e+01,1.921593781895729602e-01,-7.752298283049671168e-01,2.657275159618348326e+01,2.423487737314841795e+01,3.762969202359362636e-02,7.560901689073429299e-01
7.600000000000000000e+01,-3.368311922166498107e+01,1.252901274110969077e-01,-8.587068957309507766e+01,3.646681727150507868e+00,2.476791970234254736e-01,-9.952009072368529496e-01,2.954027816751703384e+01,2.211685341093344803e+01,2.847399232040595876e-02,5.463526165726038109e-01
7.700000000000000000e+01,1.049925969253990843e-01,1.788597443716662960e-01,1.283983359122294488e+01,-9.715706285071298964e+00,1.183924423052564734e-01,-9.722671354124323706e-01,3.430350659220932386e+01,2.493818612418378322e+01,4.084027970961190412e-02,5.731843791606536787e-01
7.800000000000000000e+01,-7.105983584185554491e+01,7.648807688384945402e-02,3.235129838483787523e+01,7.025013710290136437e+00,4.167512840479986602e-02,-4.399435303780108719e-01,3.471270061849662625e+01,2.051772638254094971e+01,4.127058901524841700e-02,5.513367925046178675e-01
7.900000000000000000e+01,-1.551804913306970946e+01,4.238516418082018816e-02,4.306888675833216240e+01,-2.451619012793286956e+01,1.152738496490688103e-01,-6.869572677065636235e-01,3.121542798937281660e+01,2.309286636944620952e+01,3.491732090017649753e-02,3.957925602151630140e-01
8.000000000000000000e+01,2.764494251963371596e+01,5.186543376021770374e-02,3.587782264676429378e+01,4.814248731686226357e+00,4.145856411888479420e-02,-4.298931372877818902e-01,3.421481558025680414e+01,2.009485171500966416e+01,3.599487494353499628e-02,5.619394135083009001e-01
8.100000000000000000e+01,4.517688482000164640e+01,4.485590675837282382e-02,2.779650375831619513e+01,6.514825905699614950e+00,4.938793156369529480e-02,-6.212343942393221408e-01,3.520136924395737310e+01,2.748717611247570503e+01,5.841655733022025482e-02,6.420902588044898884e-01
8.200000000000000000e+01,-6.019486340034850969e+01,2.825829566615349620e-02,-4.936819313696572564e+00,-1.848906477452874242e+01,1.740610245929079536e-01,-7.973937468459022515e-01,2.892138383697639625e+01,2.208978781184796247e+01,3.441882046480118640e-02,4.873509161464651962e-01
8.300000000000000000e+01,5.017880428168842855e+01,3.188986569639074009e-02,3.686002338549629798e+01,3.026481062174757497e+01,1.051455822091444670e-01,-4.886369044944290252e+00,3.084561304503711554e+01,2.613108882669973809e+01,3.566936864822489034e-02,1.279643379746767673e+00
8.400000000000000000e+01,-1.485722993604098008e+01,3.285879365918241424e-02,4.804346871269886066e+01,-4.064842945096595628e+01,8.241760697956462822e-02,6.523911457905913203e-01,3.324228919572296803e+01,2.289455173916412889e+01,4.504573555801039825e-02,8.362626268132378193e-01
8.500000000000000000e+01,2.125682906594474275e+01,3.127870470327699659e-02,-2.361671262293660689e+01,8.482030847496213610e+00,1.251701879327504485e-01,-6.216007676633424905e-01,2.529641641418178111e+01,2.346694707688017800e+01,3.347259823081701752e-02,5.639628084104801875e-01
8.600000000000000000e+01,7.494363543818035822e+00,3.877860389247132777e-02,-4.884141694576741344e+01,-3.298569421302492799e+01,3.037717671173317813e-01,-2.488301114864340136e+00,2.432700187320727991e+01,2.014218427620719609e+01,2.742835676920225146e-02,7.596016470893141026e-01
8.700000000000000000e+01,2.783400120588399886e+02,1.869963579572032353e-01,-6.572139560256826485e+01,-8.464047255856995378e+01,3.647587506305064453e-01,-1.399270648341930823e+00,3.604979661054389339e+01,2.578182226595192716e+01,3.957423853792681884e-02,5.780116870358675829e-01
8.800000000000000000e+01,-6.304458669457206099e+01,5.768688826972759309e-02,3.313728111525587394e+01,-9.356586479296888470e+00,7.484035700962030080e-02,-5.659322473884522697e-01,3.235181716629008974e+01,2.180726873814293043e+01,4.016126866705272552e-02,7.274043021988290114e-01
8.900000000000000000e+01,1.164138193600354043e+01,4.249258746028025113e-01,1.032210823947248102e+01,-5.732975331819710973e+00,1.252498270294037375e-01,-1.054857028278026521e+00,2.758856161073432745e+01,1.957505095954112306e+01,3.566346005816137948e-02,7.591068965780533029e-01
9.000000000000000000e+01,-7.625010703471687634e+00,7.077797127918374065e-02,-2.086877785241377836e+01,4.823374776323314350e+00,1.108126272479002805e-01,-3.355713543007263211e-01,3.859373738038870982e+01,2.616134461229647101e+01,5.315320338331311345e-02,6.964520334660236900e-01
9.100000000000000000e+01,-1.589836663808924300e+00,1.235016403111155181e-01,2.281006595746121235e+01,-3.475981542831194560e+01,1.110674923104451178e-01,1.978494544140270428e-01,3.188418476087247910e+01,2.419047237842691800e+01,4.023804252737510356e-02,6.710064819748574605e-01
9.200000000000000000e+01,-2.081078689682318839e+01,1.080781967989363906e-01,-2.047718643857987963e+00,-2.383723869196097134e+00,1.208150337877197528e-01,-6.080681726945723620e-01,2.744045745132524416e+01,2.629045941792242758e+01,3.615281509134410376e-02,5.734957310091537419e-01
9.300000000000000000e+01,1.359391192356451938e+01,6.386484698358829704e-02,-2.212902007214063360e+01,-3.644754491067416780e+01,1.985247873633236293e-01,-4.501906159666744789e-01,2.979032745203140209e+01,2.143312415233041079e+01,3.617195000218449696e-02,4.849317669777264417e-01
9.400000000000000000e+01,-4.771871076575042991e+01,3.905667948218560781e-02,-4.589337848912174422e+01,-2.552440612331354330e+01,2.270092595132537916e-01,2.769932997687437060e-01,3.626880586484568170e+01,2.075388748985799836e+01,4.633804960592224909e-02,4.960629618718133682e-01
9.500000000000000000e+01,2.355244085605156101e+01,8.111488546751563500e-02,1.167591958792048246e+00,-8.372152565862167606e+00,1.014428851690628713e-01,-3.438316447482686611e-03,3.985356847651605960e+01,2.594227000387816062e+01,5.965963610785694066e-02,6.317683354230032577e-01
9.600000000000000000e+01,1.309468646649991115e+02,5.466166559131725444e-01,1.177845237378052445e+01,-1.934750217968589681e+01,1.338148593593099234e-01,-6.503579249021087527e-01,2.526345610035432898e+01,2.104060146276048116e+01,3.553450720828756071e-02,6.265307204807394337e-01
9.700000000000000000e+01,-9.633314582291018269e+01,1.907999747363146037e-01,-1.513638573097063045e+01,-5.862825397713407938e+01,2.647170229830880794e-01,-1.270820086877441968e+00,2.658677153388024550e+01,1.978451976065133167e+01,3.493782396298455994e-02,3.784870140135885297e-01
9.800000000000000000e+01,-2.187681382032147326e+02,1.012207383986445386e-01,-2.239741475697764272e+01,-2.547345970470674459e+01,2.024007060984797657e-01,-1.563354413683436084e+00,2.574090876972033826e+01,1.907898668026872002e+01,2.803155838896685681e-02,7.606518721026063190e-01
9.900000000000000000e+01,-4.552639789115943358e+01,9.973162093879403556e-02,-2.332140529176179200e+00,3.210469117802389860e+00,1.358739972986262035e-01,-2.005816975448321493e+00,2.365206390263073644e+01,1.950329911776348624e+01,2.639387552814041055e-02,8.211747929062011009e-01
1.000000000000000000e+02,-1.727441348602788196e+01,8.424924896288560339e-02,1.106206977341514097e+01,1.440489081151429929e+00,7.226220075767307571e-02,-1.826487470020650150e-01,2.783558475000603138e+01,2.572192908462513472e+01,4.996349180768969167e-02,6.230450273960054242e-01
1.010000000000000000e+02,6.443579595392588999e+01,4.499724248478676608e-02,-2.865444451960366123e+00,-2.574090826359173079e+01,1.689909858424261391e-01,-8.410716633304512468e-01,3.500807501762118079e+01,2.697635940780198638e+01,5.249336958247752954e-02,5.104998702711047720e-01
