name,residual,influence,b_nbaths,b_nbeds,b_area,b_age,sq_cc_nbaths,sq_cc_nbeds,sq_cc_area,sq_cc_age
7.170000000000000000e+02,-1.639808022353779506e+02,1.757606060948670723e-01,6.697242039733211527e+01,-1.952881496670860528e+01,1.030898902289467400e-01,-1.847127296725580736e+00,2.642047353689022415e+01,2.189954338569723191e+01,3.132022061438771710e-02,5.852692495730223987e-01
7.180000000000000000e+02,-9.887249311538587904e+01,9.941042026902376094e-02,9.323695450730795642e-01,-4.543212754526148700e+00,1.702344312825323502e-01,-1.034332894045062901e+00,2.633414479595955981e+01,2.011292137046867623e+01,3.408434690185497412e-02,4.313719070159631741e-01
7.190000000000000000e+02,1.999448010064021673e+03,3.066363721869518333e-01,3.841800905662259993e+02,-3.852074773403706445e+02,2.485705679317598005e-01,4.406025786725126459e+00,2.726224504769175283e+01,2.874225882939904508e+01,2.437970586006541970e-02,8.669156891958487154e-01
7.200000000000000000e+02,5.910002542044921370e+00,6.277568908572719875e-02,-3.933174085009042642e+00,3.505859687870877650e+00,8.646908084817710172e-02,-3.782536622106565383e-01,3.528823247467165203e+01,2.858975415722003177e+01,5.677640732842257482e-02,7.106153820257783416e-01
7.210000000000000000e+02,-1.330397677784330313e+01,8.707891965372654974e-02,5.213895987592685799e+00,1.571669852616052943e+01,4.400303828886936719e-02,-2.118930525806620169e-01,3.782788327611052637e+01,2.643177334534455625e+01,7.363650715099681610e-02,6.420111374722659026e-01
7.220000000000000000e+02,7.267487588319730207e+01,1.211441874276309866e-01,-1.158108340105607326e+01,-3.447956495695910206e+01,1.555345250881106089e-01,-1.024957019577699829e-02,4.155937741105616112e+01,2.830258607109381330e+01,5.626704951632378882e-02,7.531208045184144551e-01
7.230000000000000000e+02,2.031983627334977882e+01,3.341701044250137143e-01,3.497482533468829757e+00,-1.850317713914410689e+01,1.629086515220232179e-01,-1.376116905933742807e+00,3.290148948391568950e+01,2.230176187698379664e+01,3.185039601932979081e-02,9.679160946313054570e-01
7.240000000000000000e+02,6.280824613948704638e+01,1.427459937262910983e-01,-1.268862468800058707e+00,-6.775166604267202075e-01,8.636766886924325537e-02,-3.109032835387960936e-01,3.896047252988783782e+01,2.607651171169543147e+01,6.903130707225926810e-02,3.987322650243709798e-01
7.250000000000000000e+02,4.227502613613204119e+01,1.529653229974944906e-01,2.113475911426291987e+01,6.517380486104384474e+00,3.107657407700076257e-02,-2.095485004439432419e-01,2.855467594687769406e+01,2.207280348858087038e+01,4.337373159544127832e-02,4.287927101640616745e-01
7.260000000000000000e+02,-5.603157610121274956e+01,4.231772438675807102e-02,-4.298793812163991390e+01,-5.206302783095585696e+00,1.609187269454573632e-01,-6.517569898975552611e-01,3.236027284050980057e+01,1.862207390001272245e+01,3.541494137584002416e-02,5.474577614099298550e-01
7.270000000000000000e+02,-5.200939272157949489e+01,1.677271429848802842e-01,2.957063360503753557e+01,-1.934505994555616937e+01,9.417115937861544883e-02,-3.313471017238515115e-01,3.716504924274651955e+01,2.564026285930672699e+01,5.257470655642292046e-02,5.361935818645663376e-01
7.280000000000000000e+02,3.324965846899080191e+01,2.104466647938437740e-01,3.630679913266331482e+01,-6.455616373683997544e+00,4.878841448526077818e-02,-1.403172073760516336e-01,3.065583416362692759e+01,2.974346928881332985e+01,5.363625349148198190e-02,6.602420771025701018e-01
7.290000000000000000e+02,1.718461813757705414e+01,9.132447648493011161e-02,1.015025659112576761e+01,3.596599344124841835e+00,5.168032673860604997e-02,-2.602897575799271168e-01,3.315412105229457751e+01,2.533696878679070608e+01,4.681529215244917969e-02,5.448823995135811948e-01
7.300000000000000000e+02,3.047732093805446425e+02,9.910986731127860438e-02,2.221740287520172501e+02,-1.308579820929089976e+02,5.732026075398723164e-02,8.590289432836046846e-01,2.406778399211845354e+01,1.832095671219892097e+01,2.358583877562396569e-02,3.971970292035524874e-01
7.310000000000000000e+02,-6.669971507605922056e+00,4.602998643859318451e-02,-8.223227952903320315e+00,1.525320296250119689e+01,6.008894196784018288e-02,-2.267260072224128176e-01,3.831902235210414887e+01,2.598378929287693850e+01,7.215462048335409551e-02,4.120400223050164068e-01
7.320000000000000000e+02,1.085557947663872369e+01,1.610392682349261750e-01,-1.007203780940216653e+01,-1.077562769875973281e+01,1.406964745286782281e-01,-4.035923056280800170e-01,3.110516950718540485e+01,2.402032318633375851e+01,4.308170496128185811e-02,5.265525268852775387e-01
7.330000000000000000e+02,5.144033377852167632e+00,7.071966726254443059e-02,4.639773970541950732e+00,2.117880119580448195e+00,8.501615114836853782e-02,-3.749531568314452556e-01,3.099526161067889518e+01,2.353544332973980602e+01,5.102784672959680135e-02,5.385015139704938392e-01
7.340000000000000000e+02,5.275361918417311813e+01,2.817247642921702488e-01,1.954551177146844232e+00,1.157503222717117630e+01,4.487653961360198868e-02,-1.054367263896965889e-01,3.668768272325953461e+01,2.779719216523445624e+01,6.607709391210511707e-02,6.139923160686062698e-01
7.350000000000000000e+02,1.404439101389526741e+02,5.582111348881482055e-02,3.205926612477202298e+01,-5.066725043707871379e+01,1.616773194139285164e-01,2.663374171724552930e-02,1.880693326403557464e+01,2.093935788274792742e+01,2.022747990003696122e-02,6.072882085035585797e-01
7.360000000000000000e+02,-4.448954720892076153e+01,6.111195949845212028e-02,2.082570402658564745e+01,-3.260223424511672619e+01,1.158624101225402547e-01,-3.455482797928288718e-04,3.076467264173199823e+01,2.384891897117292814e+01,4.366263711744326065e-02,6.760043193258559180e-01
7.370000000000000000e+02,-3.836698545245595682e+01,5.905206168026218283e-02,5.831424095390955387e+01,6.860727688893906162e+00,4.416295658551892822e-02,-7.145833444648292954e-01,2.564212772447703870e+01,2.048613524566289001e+01,2.861227696808411533e-02,4.814273196001748190e-01
7.380000000000000000e+02,-1.070923240701590657e+02,6.371235610907269309e-02,1.108029451116734521e+01,-3.715867218439100839e+00,1.567414503673743575e-01,-2.557750500589500930e+00,3.364300024990621552e+01,2.523976637404121348e+01,3.809387639055483027e-02,8.752956379914162977e-01
7.390000000000000000e+02,1.762411169496378420e+02,1.895807469583057348e-01,-7.716631882616830751e+00,-2.576347847608404606e+01,1.886250660005992230e-01,-1.494709363320458451e+00,3.889848403356775464e+01,2.170924642390194848e+01,4.233270267518444985e-02,7.922505766016694206e-01
7.400000000000000000e+02,-3.968686639597228805e+01,5.298455171804115210e-02,3.198076454987722173e+01,-1.261937845245605949e+01,8.440900609444236535e-02,-4.038340491176192759e-01,2.832688163441357432e+01,2.535804474601010483e+01,4.094613601996287960e-02,5.711560380780514867e-01
7.410000000000000000e+02,-2.910384271818284674e+01,7.061697525860591296e-02,7.855755012398844883e+00,8.285969455550546314e+00,4.811326228694653984e-02,2.274895545011279274e-01,3.934056899590976286e+01,2.418214393378928406e+01,7.169484022567260140e-02,8.066090274674809768e-01
7.420000000000000000e+02,-3.800395588552873960e-01,3.385481597578610113e-02,2.897130501302823902e+00,1.176749356455352213e+01,4.482454758188796073e-02,6.256292104079311245e-03,3.499069875985475875e+01,2.689200549700871434e+01,6.539926021641460918e-02,6.257567489130367866e-01
7.430000000000000000e+02,2.070733506069463203e+01,8.016300995080410940e-02,3.455475138037898297e+00,1.017737793090668141e+00,8.622045656449386919e-02,-5.175453867351795800e-01,3.850578993813642370e+01,2.606853124845795833e+01,6.373517560755707911e-02,9.719409759168681218e-01
7.440000000000000000e+02,3.758299505767794813e+00,6.407208978659219289e-02,2.652089222363103715e+01,-3.835477325556265527e+00,7.218677183291330457e-02,-6.620181791357270251e-01,3.759629464158345513e+01,2.225194935859217438e+01,4.425953941857687507e-02,9.482579540619034963e-01
7.450000000000000000e+02,-1.049131236294698510e+01,5.058202965868442702e-02,4.727923246450864525e+01,-3.456037675699568013e+01,1.664035807426873237e-01,-2.791146874159567304e+00,3.308771059309520979e+01,2.647212751335769809e+01,3.816936734597475150e-02,1.198757853145983709e+00
7.460000000000000000e+02,-2.623296243690965923e+00,3.627864635222549650e-02,-5.814274877068518776e+01,-2.413302103803135168e+01,3.067431580295369442e-01,-2.889037763060914976e+00,2.568679160014301743e+01,1.881468282624890875e+01,2.771682146818321354e-02,7.340920980349079361e-01
7.470000000000000000e+02,-7.946165877168219538e+01,9.544175625835871202e-02,-6.883113053581542573e+00,-1.957891657417796694e+01,1.618398998565300784e-01,-7.273889024615032284e-01,2.832753111898628617e+01,2.302296100847656746e+01,3.886976678185918854e-02,7.259499078094781011e-01
7.480000000000000000e+02,1.230078441268669565e+01,9.416294103176764407e-02,8.432773902555151579e+00,2.450645368027422677e+01,9.920987589421685973e-03,-2.552747604941436599e-01,4.545073779428742000e+01,2.811430157849373757e+01,6.938575929268525622e-02,6.338583215324128384e-01
7.490000000000000000e+02,1.418222133803619158e+02,3.096890295703950691e-01,-9.685295585805338447e+00,-2.773665934955035439e+00,1.585985109281490002e-01,-1.357998269133721791e+00,3.040419245172621387e+01,2.206647226554269281e+01,3.939706034466983198e-02,8.291169037840263600e-01
7.500000000000000000e+02,2.228008392175411245e+00,6.203714937915612987e-02,1.542321797126082572e+01,-4.024051733191846836e+00,8.928401164347607444e-02,-6.794245648361165735e-01,4.633231256248535601e+01,2.989362799277349225e+01,5.367241471501798394e-02,8.062573167866989854e-01
7.510000000000000000e+02,-3.443076839515092047e+01,1.059959139893490165e-01,2.005419113955871069e+01,-2.414280570431252215e+00,5.425299379238984754e-02,-1.138842226800835244e-01,5.107822727462136214e+01,2.845888161784433024e+01,7.369510584849021939e-02,8.519180418598298887e-01
7.520000000000000000e+02,-1.251732663737782758e+01,3.754161517002458509e-02,-3.512517254856728499e+01,-6.568633703804826496e+01,3.044902966344311124e-01,-1.077180763727626278e+00,2.643334364010712179e+01,2.608914011631037511e+01,3.257066760188466470e-02,9.133016446218190643e-01
7.530000000000000000e+02,1.249609237179540600e+01,1.027180597360846104e-01,2.331024737408477776e+01,-2.639250729540637863e+01,1.214081182852495694e-01,-2.851434922626024937e-01,3.610998925482592625e+01,2.198962785313131363e+01,5.275636565078736101e-02,7.861677451534750949e-01
7.540000000000000000e+02,-1.361996386605992484e+02,4.326430803725948848e-02,-3.276587781478789907e+01,-6.086120161322202193e+01,2.405726388806469496e-01,-1.402782579161001575e-01,3.875981451030259706e+01,2.056326556387044135e+01,3.009353693714146225e-02,9.467732721804437146e-01
7.550000000000000000e+02,-6.462980345175934360e+01,3.379265430651653968e-02,-3.795077785179760355e+00,-1.149199954243126598e+00,9.645155384482989591e-02,-2.402040666724147844e-01,3.649402347390336132e+01,2.442544877616384724e+01,5.047680722680677329e-02,1.040757055911975870e+00
7.560000000000000000e+02,1.156336587174007491e+01,1.410535215129865017e-01,2.422415729372060511e-01,-6.762746443600247126e+00,7.122193442625372739e-02,1.942902877397020833e-01,3.694423371338687190e+01,2.786281717292261462e+01,6.893633706339551137e-02,7.806392196508628034e-01
7.570000000000000000e+02,2.564408189422259454e+01,1.384872674413600291e-01,1.627820059726573731e+01,-4.625851169593504864e+01,1.917442649718286152e-01,-9.747334652304555647e-01,2.766464262812886687e+01,1.885526788922562247e+01,2.804941088580444053e-02,4.983703262730616035e-01
7.580000000000000000e+02,-1.628815608718070962e+01,1.741884815937925768e-01,-1.294373795533843285e+01,1.910226203796361233e+01,6.345297469111370325e-02,-2.289413966184295768e-01,3.697830192951337835e+01,2.780404754135832945e+01,7.236328155148377683e-02,6.451475570421922878e-01
7.590000000000000000e+02,-9.853561983551742287e+00,7.243532811089434253e-02,1.137291414947091184e+01,3.245484320251351917e+00,5.376268208112344044e-02,1.437291015819180950e-02,3.394041807510254927e+01,2.696145236299080494e+01,6.339571842447050409e-02,6.438416282978488558e-01
7.600000000000000000e+02,-8.266545965314207933e+00,1.606138624189874103e-02,4.939688452520259432e+01,-5.565441681567465793e+01,2.000752458669610157e-01,-1.482388959737818590e+00,2.518283258899991139e+01,1.946123376247704684e+01,3.042039288436342373e-02,4.074298207498343594e-01
7.610000000000000000e+02,-6.073123396750756342e+01,3.786193030793856551e-02,3.376789131851403170e-01,-2.017994001980592600e+01,1.703087169886257080e-01,-8.138229370729936907e-01,2.852919274189975951e+01,2.223615764768444336e+01,3.360339204769720312e-02,5.133379335418947198e-01
7.620000000000000000e+02,2.062336695495606875e+01,6.057944371857357235e-02,-2.375975913761621783e+01,-1.632159291759695208e+01,2.058981819712859263e-01,-1.123405122164037540e+00,3.125894513784097128e+01,2.159329738419539879e+01,3.749149598156869406e-02,4.734469436926397878e-01
7.630000000000000000e+02,2.264441824156585881e+01,1.629704398460599113e-01,-2.947519978542449337e+01,-3.293163978994836327e+01,2.657907002208098612e-01,-2.125616408327262619e+00,2.518273624353502882e+01,2.147495275550713956e+01,2.952761879602872411e-02,7.843837056434961319e-01
7.640000000000000000e+02,-9.682553347898844720e+01,1.846579830452167378e-02,5.154535694382997235e+01,-8.340534731414283698e+00,1.090932379471790947e-01,-1.852186395855690559e+00,2.387820611735305221e+01,1.984582793156624803e+01,2.893308541919597035e-02,5.459415488844373554e-01
7.650000000000000000e+02,5.792730559394755119e+00,1.966301712088512343e-01,4.268413926012476267e+00,1.153943405664457522e+01,3.566278635620678816e-02,-9.919396191287985221e-02,3.813941182135432229e+01,2.435667930245172030e+01,6.710526387807122517e-02,4.797573167742160138e-01
7.660000000000000000e+02,2.748433900034143562e+01,2.741194742758664912e-02,2.925108515263673326e+01,-1.046436668737815801e+01,1.056191556118618313e-01,-1.271819906897390551e+00,3.405531836873531404e+01,2.282228342830535794e+01,4.136103969736364822e-02,7.221145376282404049e-01
7.670000000000000000e+02,-2.915330667957428545e+01,1.736564111806735977e-01,2.048149013277357611e+01,2.864260163581992202e+00,5.047016268892125235e-02,-2.818250235536882142e-01,3.742463638173233420e+01,2.485907495182326343e+01,6.502210285569547110e-02,5.781547792155299348e-01
7.680000000000000000e+02,-5.503014606633386308e+01,1.164524972980950368e-01,2.867770366440354834e+01,-1.476120741191557428e+01,6.551125986777536769e-02,1.240696113309864151e-01,3.007016245203524107e+01,2.076771286718387444e+01,4.166273154816729080e-02,3.935439601002776455e-01
7.690000000000000000e+02,5.888311265130820971e+01,9.924726988378643200e-02,4.270566977545647092e+01,-5.420520853180172338e+01,2.114051461477001737e-01,-1.724899938852384684e+00,2.716094425085451292e+01,2.008161076892375263e+01,3.303639277678217107e-02,4.173155558255131625e-01
7.700000000000000000e+02,1.319335722806872866e+02,4.298005686189996372e-02,-7.035842621323423529e+00,1.483853266269910698e+01,1.002174281106550241e-01,-8.620287415202394499e-01,2.699267009432616504e+01,2.006356002810667505e+01,3.698422000072801308e-02,5.060870000415307324e-01
7.710000000000000000e+02,-1.484135064127857788e+02,4.522163870540294589e-02,-2.476273164987324904e+01,-9.930398732548488283e+01,2.909022068278732664e-01,-2.373869789106035910e-01,3.020773394585152616e+01,2.038706980205651575e+01,2.234324578498612587e-02,6.668839140392641696e-01
7.720000000000000000e+02,1.118419401402267397e+02,8.642378084723836840e-02,3.111297240431735744e+01,-9.677151967094856033e+00,1.015159967822616693e-01,-1.185143239434193418e+00,3.343571603281070992e+01,2.486786662484518118e+01,3.270633708244594789e-02,9.530219246632332109e-01
7.730000000000000000e+02,1.082985236093747972e+00,1.170445095353695453e-01,2.823709080664329463e+00,-6.310567844975193630e+00,1.064410394977676894e-01,-5.188556408455580193e-01,3.822148916291065746e+01,2.278461369584877261e+01,4.541314474819475172e-02,9.403090458928757833e-01
7.740000000000000000e+02,-1.607220981974914764e+01,5.557863024261074092e-02,-7.198304917293754102e+00,-2.801582158950007084e+01,2.013185244868641033e-01,-1.367428503132732454e+00,2.659453432892489033e+01,1.798843417897406383e+01,2.276979952870416060e-02,6.057865408599644175e-01
7.750000000000000000e+02,9.710194878021232512e+01,3.046174145287076085e-01,1.135689659343370650e+01,-1.462747412997879337e+01,1.120516434038324183e-01,-5.866717406482127029e-01,3.158217921178228593e+01,2.233088115353545078e+01,4.739014834990418895e-02,6.639855351431092068e-01
7.760000000000000000e+02,-5.566326408122239400e+01,7.461305828080155855e-02,4.789972481999850373e+00,-3.698309811126266311e+01,1.879939543888838327e-01,-1.127137304615987823e+00,2.813486327583597557e+01,2.239168547112412355e+01,2.579395205023460313e-02,7.728245771617842097e-01
7.770000000000000000e+02,5.367538417841367959e+01,6.630427699620855542e-02,2.738385584959207364e+01,-1.907450217881844168e+01,7.056905274589747590e-02,1.533892763440622697e-01,3.665570642395400824e+01,2.357372052648883098e+01,4.335070165260240110e-02,5.589666556979219214e-01
7.780000000000000000e+02,-4.462072273252871923e+00,8.289620869269627434e-02,-1.677558649811795277e+01,-3.048410140686956993e+01,1.677134129732791856e-01,-1.654867038690410463e-01,2.899918412703424053e+01,1.937170835064492280e+01,3.838241191885412990e-02,5.020628134096171147e-01
7.790000000000000000e+02,1.392419601861907097e+01,1.623302224027375340e-01,1.326831708472726490e+01,-8.716965351633763959e+00,1.228689411394278674e-01,-9.799359182044131700e-01,2.775208416485918050e+01,1.966639355636510444e+01,3.594230249675521571e-02,7.691355583330398149e-01
7.800000000000000000e+02,3.282951589026080796e+01,5.137114996256172961e-02,3.246290247805269757e+01,-2.569660437250698237e+01,1.219552117210466607e-01,-1.203592477201246069e+00,2.382470117583039837e+01,2.040353449264319607e+01,2.680804840412486997e-02,6.027753952521847092e-01
7.810000000000000000e+02,-1.518695926974738484e+02,5.614297639284991648e-02,2.241765421655698276e+01,-6.880181083874950332e+01,2.456048027322761951e-01,-2.101177382795039961e+00,2.527358590665594562e+01,1.950815668642389156e+01,2.725425784668337320e-02,5.268408922920532200e-01
7.820000000000000000e+02,2.265535644834888274e+01,3.189020395540219377e-02,2.165011366325664710e+00,9.721360201512215582e+00,4.048435315005609325e-02,1.241317599088442303e-01,2.893909025126871981e+01,1.807114301141536572e+01,5.305858265799071050e-02,5.077545367526233866e-01
7.830000000000000000e+02,-4.682817730879291673e+01,1.072088480967358232e-01,1.022780133261033342e+01,-1.040254196385505026e+01,8.572219852309975741e-02,1.150795762938155997e-01,3.139810740734674255e+01,2.167668814627758422e+01,4.071769324118650751e-02,5.109891849943900555e-01
7.840000000000000000e+02,-1.885354217675298401e+02,2.481965565823621711e-01,-4.197359317312037774e+01,-7.618016423739950937e+01,2.793666219738508150e-01,4.995205602393280042e-01,2.763749773468408577e+01,2.614360028759595522e+01,3.905590193716330927e-02,6.421337441691457038e-01
7.850000000000000000e+02,-7.650803598063521349e+01,4.133624066521505991e-02,5.398353484875414665e+00,1.095323581604258578e+01,1.253927777999512549e-01,-2.364258119908570155e+00,2.310212864091144169e+01,2.054603183894144180e+01,2.622120891058323314e-02,8.632096405193881994e-01
7.860000000000000000e+02,4.659292037229846528e+00,5.788774244416862447e-02,-4.765200086195665818e+00,7.377948798399929231e+00,4.156992967921183113e-02,1.370133103385828832e-02,3.954757430545438979e+01,2.641688087522483741e+01,7.283315700708883900e-02,7.786695231006850459e-01
7.870000000000000000e+02,-1.046332107284154205e+02,1.331085675122941347e-01,9.300857351043283927e+00,-7.472495536933857707e+00,1.233584827460166011e-01,-1.044867740622722474e+00,3.340309987076966536e+01,2.085460164554396556e+01,4.540364571272116623e-02,7.724872152289764538e-01
7.880000000000000000e+02,-1.211823507375609807e+02,6.770513320135761182e-02,7.385652222772563391e+00,1.635168310490917776e+01,1.374132641093104013e-01,-2.997062814266401531e+00,2.387032670522910038e+01,2.215896790085687229e+01,2.708067448165702926e-02,8.819010827194846414e-01
7.890000000000000000e+02,2.151916688658215548e+01,3.918571831560836716e-02,3.884197777870627988e+01,-1.676803953016029425e+01,6.526134519417162161e-02,-2.419339353225914979e-01,3.347310457229195180e+01,2.302150685813759878e+01,4.256777474683658830e-02,4.665371373152622514e-01
7.900000000000000000e+02,-5.575964053101225204e+01,1.021427245955752877e-01,4.346114363321383678e+01,-3.539414352317540136e+01,1.513786986171006821e-01,-1.311157405046233349e+00,3.094365955325658391e+01,1.749080788538278952e+01,4.438681849649468020e-02,6.574368842276987479e-01
7.910000000000000000e+02,4.206519471235128549e+01,1.923934782044744718e-01,-8.729034517908119994e+01,-9.717750101763856563e+00,2.732588984457663961e-01,-1.014953022987344244e+00,2.958491825861858615e+01,2.125311635515917885e+01,2.976457795575884399e-02,5.103210919972214210e-01
7.920000000000000000e+02,-4.359973703555902347e+01,5.074638105982294534e-02,1.654241348635708420e+01,1.102526776470787695e+01,3.641606137674830573e-02,-1.238170844948521532e-01,3.726100308881296286e+01,2.737691934620319500e+01,7.292340399211866275e-02,4.381691603696505899e-01
7.930000000000000000e+02,3.297539059741277612e+01,9.228006410200570442e-02,2.334605433627493909e+01,3.879416517714670221e+00,5.573068895666796058e-02,-5.753307235162089528e-01,3.819117810046916617e+01,2.823986139122401795e+01,5.567361279718937433e-02,5.333023789823394534e-01
7.940000000000000000e+02,4.501405773324557913e+01,2.673330360774218706e-01,1.066720456324641475e+01,-6.094181719040552281e+00,1.227919333259477330e-01,-1.183286656876343823e+00,3.050404272516952275e+01,1.826756319836250952e+01,4.380961814388458636e-02,5.907848691359696147e-01
7.950000000000000000e+02,5.110939140583263907e+01,1.103905492471743965e-01,-1.955147389083473541e+01,7.522676951761525288e+00,1.661809972722425588e-01,-1.824969007922988773e+00,2.856332587130294698e+01,2.243065853156773315e+01,3.312628073196211692e-02,6.279238786786577320e-01
7.960000000000000000e+02,-3.543510580608909777e+01,4.275649025045477614e-02,-9.224688862013510970e+01,3.588468385114499881e+01,2.274201505471492024e-01,-1.719516623441589065e+00,2.628229184304653998e+01,1.962444682326291812e+01,1.972015774723853351e-02,4.982242653524742715e-01
7.970000000000000000e+02,-1.140083396127471929e+02,1.105203777887524552e-01,1.055512604463027060e+01,3.406303690264040007e+00,7.807135230421871630e-02,-6.256517670425864042e-01,3.037444032967726670e+01,2.194896881594946692e+01,3.025765436849666909e-02,9.036103860899292739e-01
7.980000000000000000e+02,1.915048448714401275e+00,8.892389791483577832e-02,6.494985767273320221e+00,3.781018207352907723e+00,7.829340233270790095e-02,-6.658045168613063725e-01,3.718626751080009285e+01,2.434104881574661050e+01,5.634612394930246099e-02,7.595609370208171729e-01
7.990000000000000000e+02,-2.015962052721963005e+01,1.122844388898800172e-01,-9.525665165295057690e+00,-1.787083918140412209e+01,1.764675387120872296e-01,-7.823156318259438802e-01,3.031953959612346949e+01,2.300877551761219308e+01,3.571524437050627165e-02,5.143906071215594844e-01
8.000000000000000000e+02,-5.414624511990689371e+01,2.514133688820622062e-02,3.590352377218785307e+01,3.718056600714124471e+00,4.242814118602519780e-02,-4.217047889430243779e-01,3.395265729220522388e+01,1.919571489251291752e+01,3.792762465659595128e-02,5.339713669534127405e-01
8.010000000000000000e+02,2.188155512840741324e+01,4.502632233988587696e-02,7.305532450523031684e+00,1.690937988465494257e+01,1.560567840839049633e-02,-2.654265299999367667e-01,3.482756663465080749e+01,2.348558835917544840e+01,6.758992189448775889e-02,6.311897186343615740e-01
8.020000000000000000e+02,9.919668871846607772e+01,1.537916528801540617e-01,2.616162713317597976e+01,-2.549185855890999974e+01,1.445385304963542894e-01,-1.019699834674260952e+00,3.088519918075135706e+01,1.872196737006420975e+01,3.305080632507896576e-02,4.738050764211564903e-01
8.030000000000000000e+02,1.157939690571364508e+02,9.523021037875187278e-02,2.421550838783723947e+01,-3.863181938108001390e+01,1.610285898637936752e-01,-1.148449539006856757e+00,2.717633540971377926e+01,2.070199794943585658e+01,2.645739185204802266e-02,5.401828377737206699e-01
8.040000000000000000e+02,7.589254911519125812e+01,4.417947146161460559e-02,-3.419376463465183491e+01,-5.124755609182424365e+01,2.657666037354801669e-01,-7.674922837914232021e-01,2.677172152645012204e+01,2.043477753823534826e+01,2.060455017515660375e-02,6.562556765817545434e-01
8.050000000000000000e+02,2.512904575052092326e+01,5.231099529790511626e-02,5.581060828099277060e+00,7.632718857490093711e+00,7.448849927894682366e-02,-5.214017096714161914e-01,3.782894841990810875e+01,2.529714130416575202e+01,6.481066440844701626e-02,4.658131092749384083e-01
8.060000000000000000e+02,-2.400345751662653981e+01,5.779732410345667093e-02,2.242903005877564127e+01,-7.445939239278651200e+00,8.206552860068963562e-02,-3.501841459734440498e-01,3.106190411280775265e+01,2.172750673380272701e+01,4.192954581512299550e-02,4.783830023334803005e-01
8.070000000000000000e+02,8.729294367544554234e+01,6.671826645128955957e-02,1.350605656560430390e+01,2.081585547399567027e+00,8.863814274621314993e-02,-7.714866769179740125e-01,2.706845075541660961e+01,1.935086610308740518e+01,3.662857974982831194e-02,6.069822019168487071e-01
8.080000000000000000e+02,3.408784680005368273e+01,7.715601103583286102e-02,1.972888034808123336e+01,-4.531625315947018606e+01,1.993232486525613467e-01,-9.790470880859211134e-01,3.441160989319988062e+01,2.457444031625413317e+01,4.353087679114349406e-02,6.504468783665084963e-01
8.090000000000000000e+02,-5.886036813604704321e+01,1.148842700287665830e-01,-1.467745393749247285e+01,-8.121142392531353948e+01,2.626482600618984531e-01,-5.113597381225217786e-01,2.957331801452074060e+01,1.956488683055499322e+01,2.060059548687170547e-02,6.241596156167487086e-01
8.100000000000000000e+02,-1.005734032595111671e+02,1.034230073788248716e-01,-2.036482975342910322e+02,3.105059447658794625e+01,4.477377621775124328e-01,-3.444221112433529797e+00,2.531284966096738742e+01,2.102829662071476591e+01,2.980333733922352346e-02,5.008584695924014341e-01
8.110000000000000000e+02,4.784011458884775436e+01,4.550494391488962842e-02,-4.767998670293742691e+00,1.132795021614070308e+00,9.472426085856718025e-02,-5.342778344731637929e-01,2.894539900512562980e+01,2.266221052560146987e+01,2.942463274005243171e-02,9.123354079075163270e-01
8.120000000000000000e+02,-5.539093797187292978e+01,4.144252055906461063e-02,3.255682761221240895e+00,-5.058418977356886614e-01,6.460141195779779688e-02,7.573521278549377733e-02,2.946938237316374298e+01,2.018588987616519859e+01,4.103458051954008562e-02,3.863559792926737346e-01
8.130000000000000000e+02,-1.871142462916955651e+01,9.751504225696766559e-02,6.070941225261252683e+00,-6.129655140233347232e+00,1.158360537571428706e-01,-9.239475347213139678e-01,3.068702334801468012e+01,2.400595387704530737e+01,3.978363068450761764e-02,5.606919029464230153e-01
8.140000000000000000e+02,-6.651296410670082082e+01,1.483826554141675913e-01,2.106155440108767252e+01,-3.263515582781749913e+01,1.653696827352928167e-01,-1.126609351138806892e+00,3.285758258041505542e+01,2.503818970004844857e+01,3.599358853283398524e-02,5.849322909588596797e-01
8.150000000000000000e+02,-5.425857327493325499e+00,8.968004052427820672e-02,1.784164943113532686e+01,-1.618962658833170920e+01,6.898260372631233317e-02,1.970905961144936713e-01,3.334820036964087819e+01,2.226729647709057502e+01,4.102338060389087993e-02,5.381043280668611484e-01
8.160000000000000000e+02,3.723381014664735744e+01,5.712977726760896935e-02,-2.400983357761248271e+00,2.648670785798401539e+00,1.794180226291594571e-01,-2.904151333923471690e+00,2.448019347912229193e+01,1.981785021988859796e+01,2.825663081992695752e-02,7.691897663041667998e-01
8.170000000000000000e+02,2.824778146137586532e+01,1.008099061379403305e-01,1.767770895583780089e+01,-7.593390748728959139e+00,7.840103705651016441e-02,-3.297377570569275940e-01,4.122674769777336934e+01,2.825519030125736109e+01,5.669479000811171454e-02,6.195631737346314338e-01
8.180000000000000000e+02,1.556494928608600503e-01,4.450648323690153257e-02,5.077033557812752562e+00,-6.581117509435269852e+00,5.915600169385301643e-02,6.653253631275030111e-01,2.914324564930765504e+01,2.303496029527832789e+01,5.274928887359024710e-02,7.751076982949111072e-01
8.190000000000000000e+02,2.120442408190692163e+01,3.128550378585932129e-02,3.769494309514284325e+00,1.081317029942509933e+01,3.508263152544240093e-02,1.553540924048226468e-01,3.016395877355084920e+01,1.825105029434958226e+01,5.535966367105784464e-02,5.232600593953458112e-01
