,from,to,type,pathway
2674,Wnt10a,Lrp6,Secreted Signaling,
2675,Wnt10a,Fzd9_lrp6,Secreted Signaling,
2676,Wnt10a,Fzd9,Secreted Signaling,
2677,Wnt10a,Lrp6,Secreted Signaling,
2678,Wnt10b,Fzd1_lrp6,Secreted Signaling,
2679,Wnt10b,Fzd1,Secreted Signaling,
2680,Wnt10b,Lrp6,Secreted Signaling,
2681,Wnt10b,Fzd10_lrp6,Secreted Signaling,
2682,Wnt10b,Fzd10,Secreted Signaling,
2683,Wnt10b,Lrp6,Secreted Signaling,
2684,Wnt10b,Fzd2_lrp6,Secreted Signaling,
2685,Wnt10b,Fzd2,Secreted Signaling,
2686,Wnt10b,Lrp6,Secreted Signaling,
2687,Wnt10b,Fzd3_lrp6,Secreted Signaling,
2688,Wnt10b,Fzd3,Secreted Signaling,
2689,Wnt10b,Lrp6,Secreted Signaling,
2690,Wnt10b,Fzd4_lrp6,Secreted Signaling,
2691,Wnt10b,Fzd4,Secreted Signaling,
2692,Wnt10b,Lrp6,Secreted Signaling,
2693,Wnt10b,Fzd5_lrp6,Secreted Signaling,
2694,Wnt10b,Fzd5,Secreted Signaling,
2695,Wnt10b,Lrp6,Secreted Signaling,
2696,Wnt10b,Fzd6_lrp6,Secreted Signaling,
2697,Wnt10b,Fzd6,Secreted Signaling,
2698,Wnt10b,Lrp6,Secreted Signaling,
2699,Wnt10b,Fzd7_lrp6,Secreted Signaling,
2700,Wnt10b,Fzd7,Secreted Signaling,
2701,Wnt10b,Lrp6,Secreted Signaling,
2702,Wnt10b,Fzd8_lrp6,Secreted Signaling,
2703,Wnt10b,Fzd8,Secreted Signaling,
2704,Wnt10b,Lrp6,Secreted Signaling,
2705,Wnt10b,Fzd9_lrp6,Secreted Signaling,
2706,Wnt10b,Fzd9,Secreted Signaling,
2707,Wnt10b,Lrp6,Secreted Signaling,
2708,Wnt16,Fzd1_lrp6,Secreted Signaling,
2709,Wnt16,Fzd1,Secreted Signaling,
2710,Wnt16,Lrp6,Secreted Signaling,
2711,Wnt16,Fzd10_lrp6,Secreted Signaling,
2712,Wnt16,Fzd10,Secreted Signaling,
2713,Wnt16,Lrp6,Secreted Signaling,
2714,Wnt16,Fzd2_lrp6,Secreted Signaling,
2715,Wnt16,Fzd2,Secreted Signaling,
2716,Wnt16,Lrp6,Secreted Signaling,
2717,Wnt16,Fzd3_lrp6,Secreted Signaling,
2718,Wnt16,Fzd3,Secreted Signaling,
2719,Wnt16,Lrp6,Secreted Signaling,
2720,Wnt16,Fzd4_lrp6,Secreted Signaling,
2721,Wnt16,Fzd4,Secreted Signaling,
2722,Wnt16,Lrp6,Secreted Signaling,
2723,Wnt16,Fzd5_lrp6,Secreted Signaling,
2724,Wnt16,Fzd5,Secreted Signaling,
2725,Wnt16,Lrp6,Secreted Signaling,
2726,Wnt16,Fzd6_lrp6,Secreted Signaling,
2727,Wnt16,Fzd6,Secreted Signaling,
2728,Wnt16,Lrp6,Secreted Signaling,
2729,Wnt16,Fzd7_lrp6,Secreted Signaling,
2730,Wnt16,Fzd7,Secreted Signaling,
2731,Wnt16,Lrp6,Secreted Signaling,
2732,Wnt16,Fzd8_lrp6,Secreted Signaling,
2733,Wnt16,Fzd8,Secreted Signaling,
2734,Wnt16,Lrp6,Secreted Signaling,
2735,Wnt16,Fzd9_lrp6,Secreted Signaling,
2736,Wnt16,Fzd9,Secreted Signaling,
2737,Wnt16,Lrp6,Secreted Signaling,
2738,Wnt2,Fzd1_lrp6,Secreted Signaling,
2739,Wnt2,Fzd1,Secreted Signaling,
2740,Wnt2,Lrp6,Secreted Signaling,
2741,Wnt2,Fzd10_lrp6,Secreted Signaling,
2742,Wnt2,Fzd10,Secreted Signaling,
2743,Wnt2,Lrp6,Secreted Signaling,
2744,Wnt2,Fzd2_lrp6,Secreted Signaling,
2745,Wnt2,Fzd2,Secreted Signaling,
2746,Wnt2,Lrp6,Secreted Signaling,
2747,Wnt2,Fzd3_lrp6,Secreted Signaling,
2748,Wnt2,Fzd3,Secreted Signaling,
2749,Wnt2,Lrp6,Secreted Signaling,
2750,Wnt2,Fzd4_lrp6,Secreted Signaling,
2751,Wnt2,Fzd4,Secreted Signaling,
2752,Wnt2,Lrp6,Secreted Signaling,
2753,Wnt2,Fzd5_lrp6,Secreted Signaling,
2754,Wnt2,Fzd5,Secreted Signaling,
2755,Wnt2,Lrp6,Secreted Signaling,
2756,Wnt2,Fzd6_lrp6,Secreted Signaling,
2757,Wnt2,Fzd6,Secreted Signaling,
2758,Wnt2,Lrp6,Secreted Signaling,
2759,Wnt2,Fzd7_lrp6,Secreted Signaling,
2760,Wnt2,Fzd7,Secreted Signaling,
2761,Wnt2,Lrp6,Secreted Signaling,
2762,Wnt2,Fzd8_lrp6,Secreted Signaling,
2763,Wnt2,Fzd8,Secreted Signaling,
2764,Wnt2,Lrp6,Secreted Signaling,
2765,Wnt2,Fzd9_lrp6,Secreted Signaling,
2766,Wnt2,Fzd9,Secreted Signaling,
2767,Wnt2,Lrp6,Secreted Signaling,
2768,Wnt2b,Fzd1_lrp6,Secreted Signaling,
2769,Wnt2b,Fzd1,Secreted Signaling,
2770,Wnt2b,Lrp6,Secreted Signaling,
2771,Wnt2b,Fzd10_lrp6,Secreted Signaling,
2772,Wnt2b,Fzd10,Secreted Signaling,
2773,Wnt2b,Lrp6,Secreted Signaling,
2774,Wnt2b,Fzd2_lrp6,Secreted Signaling,
2775,Wnt2b,Fzd2,Secreted Signaling,
2776,Wnt2b,Lrp6,Secreted Signaling,
2777,Wnt2b,Fzd3_lrp6,Secreted Signaling,
2778,Wnt2b,Fzd3,Secreted Signaling,
2779,Wnt2b,Lrp6,Secreted Signaling,
2780,Wnt2b,Fzd4_lrp6,Secreted Signaling,
2781,Wnt2b,Fzd4,Secreted Signaling,
2782,Wnt2b,Lrp6,Secreted Signaling,
2783,Wnt2b,Fzd5_lrp6,Secreted Signaling,
2784,Wnt2b,Fzd5,Secreted Signaling,
2785,Wnt2b,Lrp6,Secreted Signaling,
2786,Wnt2b,Fzd6_lrp6,Secreted Signaling,
2787,Wnt2b,Fzd6,Secreted Signaling,
2788,Wnt2b,Lrp6,Secreted Signaling,
2789,Wnt2b,Fzd7_lrp6,Secreted Signaling,
2790,Wnt2b,Fzd7,Secreted Signaling,
2791,Wnt2b,Lrp6,Secreted Signaling,
2792,Wnt2b,Fzd8_lrp6,Secreted Signaling,
2793,Wnt2b,Fzd8,Secreted Signaling,
2794,Wnt2b,Lrp6,Secreted Signaling,
2795,Wnt2b,Fzd9_lrp6,Secreted Signaling,
2796,Wnt2b,Fzd9,Secreted Signaling,
2797,Wnt2b,Lrp6,Secreted Signaling,
2798,Wnt3,Fzd1_lrp6,Secreted Signaling,
2799,Wnt3,Fzd1,Secreted Signaling,
2800,Wnt3,Lrp6,Secreted Signaling,
2801,Wnt3,Fzd10_lrp6,Secreted Signaling,
2802,Wnt3,Fzd10,Secreted Signaling,
2803,Wnt3,Lrp6,Secreted Signaling,
2804,Wnt3,Fzd2_lrp6,Secreted Signaling,
2805,Wnt3,Fzd2,Secreted Signaling,
2806,Wnt3,Lrp6,Secreted Signaling,
2807,Wnt3,Fzd3_lrp6,Secreted Signaling,
2808,Wnt3,Fzd3,Secreted Signaling,
2809,Wnt3,Lrp6,Secreted Signaling,
2810,Wnt3,Fzd4_lrp6,Secreted Signaling,
2811,Wnt3,Fzd4,Secreted Signaling,
2812,Wnt3,Lrp6,Secreted Signaling,
2813,Wnt3,Fzd5_lrp6,Secreted Signaling,
2814,Wnt3,Fzd5,Secreted Signaling,
2815,Wnt3,Lrp6,Secreted Signaling,
2816,Wnt3,Fzd6_lrp6,Secreted Signaling,
2817,Wnt3,Fzd6,Secreted Signaling,
2818,Wnt3,Lrp6,Secreted Signaling,
2819,Wnt3,Fzd7_lrp6,Secreted Signaling,
2820,Wnt3,Fzd7,Secreted Signaling,
2821,Wnt3,Lrp6,Secreted Signaling,
2822,Wnt3,Fzd8_lrp6,Secreted Signaling,
2823,Wnt3,Lrp6,Secreted Signaling,
2824,Wnt3,Fzd9_lrp6,Secreted Signaling,
2825,Wnt3,Fzd9,Secreted Signaling,
2826,Wnt3,Lrp6,Secreted Signaling,
2827,Wnt3a,Fzd1_lrp6,Secreted Signaling,
2828,Wnt3a,Fzd1,Secreted Signaling,
2829,Wnt3a,Lrp6,Secreted Signaling,
2830,Wnt3a,Fzd10_lrp6,Secreted Signaling,
2831,Wnt3a,Fzd10,Secreted Signaling,
2832,Wnt3a,Lrp6,Secreted Signaling,
2833,Wnt3a,Fzd2_lrp6,Secreted Signaling,
2834,Wnt3a,Fzd2,Secreted Signaling,
2835,Wnt3a,Lrp6,Secreted Signaling,
2836,Wnt3a,Fzd3_lrp6,Secreted Signaling,
2837,Wnt3a,Fzd3,Secreted Signaling,
2838,Wnt3a,Lrp6,Secreted Signaling,
2839,Wnt3a,Fzd4_lrp6,Secreted Signaling,
2840,Wnt3a,Fzd4,Secreted Signaling,
2841,Wnt3a,Lrp6,Secreted Signaling,
2842,Wnt3a,Fzd5_lrp6,Secreted Signaling,
2843,Wnt3a,Fzd5,Secreted Signaling,
2844,Wnt3a,Lrp6,Secreted Signaling,
2845,Wnt3a,Fzd6_lrp6,Secreted Signaling,
2846,Wnt3a,Fzd6,Secreted Signaling,
2847,Wnt3a,Lrp6,Secreted Signaling,
2848,Wnt3a,Fzd7_lrp6,Secreted Signaling,
2849,Wnt3a,Fzd7,Secreted Signaling,
2850,Wnt3a,Lrp6,Secreted Signaling,
2851,Wnt3a,Fzd8_lrp6,Secreted Signaling,
2852,Wnt3a,Lrp6,Secreted Signaling,
2853,Wnt3a,Fzd9_lrp6,Secreted Signaling,
2854,Wnt3a,Fzd9,Secreted Signaling,
2855,Wnt3a,Lrp6,Secreted Signaling,
2856,Wnt4,Fzd1_lrp6,Secreted Signaling,
2857,Wnt4,Fzd1,Secreted Signaling,
2858,Wnt4,Lrp6,Secreted Signaling,
2859,Wnt4,Fzd10_lrp6,Secreted Signaling,
2860,Wnt4,Fzd10,Secreted Signaling,
2861,Wnt4,Lrp6,Secreted Signaling,
2862,Wnt4,Fzd2_lrp6,Secreted Signaling,
2863,Wnt4,Fzd2,Secreted Signaling,
2864,Wnt4,Lrp6,Secreted Signaling,
2865,Wnt4,Fzd3_lrp6,Secreted Signaling,
2866,Wnt4,Fzd3,Secreted Signaling,
2867,Wnt4,Lrp6,Secreted Signaling,
2868,Wnt4,Fzd4_lrp6,Secreted Signaling,
2869,Wnt4,Fzd4,Secreted Signaling,
2870,Wnt4,Lrp6,Secreted Signaling,
2871,Wnt4,Fzd5_lrp6,Secreted Signaling,
2872,Wnt4,Fzd5,Secreted Signaling,
2873,Wnt4,Lrp6,Secreted Signaling,
2874,Wnt4,Fzd6_lrp6,Secreted Signaling,
2875,Wnt4,Fzd6,Secreted Signaling,
2876,Wnt4,Lrp6,Secreted Signaling,
2877,Wnt4,Fzd7_lrp6,Secreted Signaling,
2878,Wnt4,Fzd7,Secreted Signaling,
2879,Wnt4,Lrp6,Secreted Signaling,
2880,Wnt4,Fzd8_lrp6,Secreted Signaling,
2881,Wnt4,Fzd8,Secreted Signaling,
2882,Wnt4,Lrp6,Secreted Signaling,
2883,Wnt4,Fzd9_lrp6,Secreted Signaling,
2884,Wnt4,Fzd9,Secreted Signaling,
2885,Wnt4,Lrp6,Secreted Signaling,
2886,Wnt6,Fzd1_lrp6,Secreted Signaling,
2887,Wnt6,Fzd1,Secreted Signaling,
2888,Wnt6,Lrp6,Secreted Signaling,
2889,Wnt6,Fzd10_lrp6,Secreted Signaling,
2890,Wnt6,Fzd10,Secreted Signaling,
2891,Wnt6,Lrp6,Secreted Signaling,
2892,Wnt6,Fzd2_lrp6,Secreted Signaling,
2893,Wnt6,Fzd2,Secreted Signaling,
2894,Wnt6,Lrp6,Secreted Signaling,
2895,Wnt6,Fzd3_lrp6,Secreted Signaling,
2896,Wnt6,Fzd3,Secreted Signaling,
2897,Wnt6,Lrp6,Secreted Signaling,
2898,Wnt6,Fzd4_lrp6,Secreted Signaling,
2899,Wnt6,Fzd4,Secreted Signaling,
2900,Wnt6,Lrp6,Secreted Signaling,
2901,Wnt6,Fzd5_lrp6,Secreted Signaling,
2902,Wnt6,Fzd5,Secreted Signaling,
2903,Wnt6,Lrp6,Secreted Signaling,
2904,Wnt6,Fzd6_lrp6,Secreted Signaling,
2905,Wnt6,Fzd6,Secreted Signaling,
2906,Wnt6,Lrp6,Secreted Signaling,
2907,Wnt6,Fzd7_lrp6,Secreted Signaling,
2908,Wnt6,Fzd7,Secreted Signaling,
2909,Wnt6,Lrp6,Secreted Signaling,
2910,Wnt6,Fzd8_lrp6,Secreted Signaling,
2911,Wnt6,Fzd8,Secreted Signaling,
2912,Wnt6,Lrp6,Secreted Signaling,
2913,Wnt6,Fzd9_lrp6,Secreted Signaling,
2914,Wnt6,Fzd9,Secreted Signaling,
2915,Wnt6,Lrp6,Secreted Signaling,
2916,Wnt7a,Fzd1_lrp6,Secreted Signaling,
2917,Wnt7a,Fzd1,Secreted Signaling,
2918,Wnt7a,Lrp6,Secreted Signaling,
2919,Wnt7a,Fzd10_lrp6,Secreted Signaling,
2920,Wnt7a,Fzd10,Secreted Signaling,
2921,Wnt7a,Lrp6,Secreted Signaling,
2922,Wnt7a,Fzd2_lrp6,Secreted Signaling,
2923,Wnt7a,Fzd2,Secreted Signaling,
2924,Wnt7a,Lrp6,Secreted Signaling,
2925,Wnt7a,Fzd3_lrp6,Secreted Signaling,
2926,Wnt7a,Fzd3,Secreted Signaling,
2927,Wnt7a,Lrp6,Secreted Signaling,
2928,Wnt7a,Fzd4_lrp6,Secreted Signaling,
2929,Wnt7a,Fzd4,Secreted Signaling,
2930,Wnt7a,Lrp6,Secreted Signaling,
2931,Wnt7a,Fzd5_lrp6,Secreted Signaling,
2932,Wnt7a,Fzd5,Secreted Signaling,
2933,Wnt7a,Lrp6,Secreted Signaling,
2934,Wnt7a,Fzd6_lrp6,Secreted Signaling,
2935,Wnt7a,Fzd6,Secreted Signaling,
2936,Wnt7a,Lrp6,Secreted Signaling,
2937,Wnt7a,Fzd7_lrp6,Secreted Signaling,
2938,Wnt7a,Fzd7,Secreted Signaling,
2939,Wnt7a,Lrp6,Secreted Signaling,
2940,Wnt7a,Fzd8_lrp6,Secreted Signaling,
2941,Wnt7a,Fzd8,Secreted Signaling,
2942,Wnt7a,Lrp6,Secreted Signaling,
2943,Wnt7a,Fzd9_lrp6,Secreted Signaling,
2944,Wnt7a,Fzd9,Secreted Signaling,
2945,Wnt7a,Lrp6,Secreted Signaling,
2946,Wnt7b,Fzd1_lrp6,Secreted Signaling,
2947,Wnt7b,Fzd1,Secreted Signaling,
2948,Wnt7b,Lrp6,Secreted Signaling,
2949,Wnt7b,Fzd10_lrp6,Secreted Signaling,
2950,Wnt7b,Fzd10,Secreted Signaling,
2951,Wnt7b,Lrp6,Secreted Signaling,
2952,Wnt7b,Fzd2_lrp6,Secreted Signaling,
2953,Wnt7b,Fzd2,Secreted Signaling,
2954,Wnt7b,Lrp6,Secreted Signaling,
2955,Wnt7b,Fzd3_lrp6,Secreted Signaling,
2956,Wnt7b,Fzd3,Secreted Signaling,
2957,Wnt7b,Lrp6,Secreted Signaling,
2958,Wnt7b,Fzd4_lrp6,Secreted Signaling,
2959,Wnt7b,Fzd4,Secreted Signaling,
2960,Wnt7b,Lrp6,Secreted Signaling,
2961,Wnt7b,Fzd5_lrp6,Secreted Signaling,
2962,Wnt7b,Fzd5,Secreted Signaling,
2963,Wnt7b,Lrp6,Secreted Signaling,
2964,Wnt7b,Fzd6_lrp6,Secreted Signaling,
2965,Wnt7b,Fzd6,Secreted Signaling,
2966,Wnt7b,Lrp6,Secreted Signaling,
2967,Wnt7b,Fzd7_lrp6,Secreted Signaling,
2968,Wnt7b,Fzd7,Secreted Signaling,
2969,Wnt7b,Lrp6,Secreted Signaling,
2970,Wnt7b,Fzd8_lrp6,Secreted Signaling,
2971,Wnt7b,Fzd8,Secreted Signaling,
2972,Wnt7b,Lrp6,Secreted Signaling,
2973,Wnt7b,Fzd9_lrp6,Secreted Signaling,
2974,Wnt7b,Fzd9,Secreted Signaling,
2975,Wnt7b,Lrp6,Secreted Signaling,
2976,Wnt8a,Fzd1_lrp6,Secreted Signaling,
2977,Wnt8a,Fzd1,Secreted Signaling,
2978,Wnt8a,Lrp6,Secreted Signaling,
2979,Wnt8a,Fzd10_lrp6,Secreted Signaling,
2980,Wnt8a,Fzd10,Secreted Signaling,
2981,Wnt8a,Lrp6,Secreted Signaling,
2982,Wnt8a,Fzd2_lrp6,Secreted Signaling,
2983,Wnt8a,Fzd2,Secreted Signaling,
2984,Wnt8a,Lrp6,Secreted Signaling,
2985,Wnt8a,Fzd3_lrp6,Secreted Signaling,
2986,Wnt8a,Fzd3,Secreted Signaling,
2987,Wnt8a,Lrp6,Secreted Signaling,
2988,Wnt8a,Fzd4_lrp6,Secreted Signaling,
2989,Wnt8a,Fzd4,Secreted Signaling,
2990,Wnt8a,Lrp6,Secreted Signaling,
2991,Wnt8a,Fzd5_lrp6,Secreted Signaling,
2992,Wnt8a,Fzd5,Secreted Signaling,
2993,Wnt8a,Lrp6,Secreted Signaling,
2994,Wnt8a,Fzd6_lrp6,Secreted Signaling,
2995,Wnt8a,Fzd6,Secreted Signaling,
2996,Wnt8a,Lrp6,Secreted Signaling,
2997,Wnt8a,Fzd7_lrp6,Secreted Signaling,
2998,Wnt8a,Fzd7,Secreted Signaling,
2999,Wnt8a,Lrp6,Secreted Signaling,
3000,Wnt8a,Fzd8_lrp6,Secreted Signaling,
3001,Wnt8a,Fzd8,Secreted Signaling,
3002,Wnt8a,Lrp6,Secreted Signaling,
3003,Wnt8a,Fzd9_lrp6,Secreted Signaling,
3004,Wnt8a,Fzd9,Secreted Signaling,
3005,Wnt8a,Lrp6,Secreted Signaling,
3006,Wnt8b,Fzd1_lrp6,Secreted Signaling,
3007,Wnt8b,Fzd1,Secreted Signaling,
3008,Wnt8b,Lrp6,Secreted Signaling,
3009,Wnt8b,Fzd10_lrp6,Secreted Signaling,
3010,Wnt8b,Fzd10,Secreted Signaling,
3011,Wnt8b,Lrp6,Secreted Signaling,
3012,Wnt8b,Fzd2_lrp6,Secreted Signaling,
3013,Wnt8b,Fzd2,Secreted Signaling,
3014,Wnt8b,Lrp6,Secreted Signaling,
3015,Wnt8b,Fzd3_lrp6,Secreted Signaling,
3016,Wnt8b,Fzd3,Secreted Signaling,
3017,Wnt8b,Lrp6,Secreted Signaling,
3018,Wnt8b,Fzd4_lrp6,Secreted Signaling,
3019,Wnt8b,Fzd4,Secreted Signaling,
3020,Wnt8b,Lrp6,Secreted Signaling,
3021,Wnt8b,Fzd5_lrp6,Secreted Signaling,
3022,Wnt8b,Fzd5,Secreted Signaling,
3023,Wnt8b,Lrp6,Secreted Signaling,
3024,Wnt8b,Fzd6_lrp6,Secreted Signaling,
3025,Wnt8b,Fzd6,Secreted Signaling,
3026,Wnt8b,Lrp6,Secreted Signaling,
3027,Wnt8b,Fzd7_lrp6,Secreted Signaling,
3028,Wnt8b,Fzd7,Secreted Signaling,
3029,Wnt8b,Lrp6,Secreted Signaling,
3030,Wnt8b,Fzd8_lrp6,Secreted Signaling,
3031,Wnt8b,Fzd8,Secreted Signaling,
3032,Wnt8b,Lrp6,Secreted Signaling,
3033,Wnt8b,Fzd9_lrp6,Secreted Signaling,
3034,Wnt8b,Fzd9,Secreted Signaling,
3035,Wnt8b,Lrp6,Secreted Signaling,
3036,Wnt9a,Fzd1_lrp6,Secreted Signaling,
3037,Wnt9a,Fzd1,Secreted Signaling,
3038,Wnt9a,Lrp6,Secreted Signaling,
3039,Wnt9a,Fzd10_lrp6,Secreted Signaling,
3040,Wnt9a,Fzd10,Secreted Signaling,
3041,Wnt9a,Lrp6,Secreted Signaling,
3042,Wnt9a,Fzd2_lrp6,Secreted Signaling,
3043,Wnt9a,Fzd2,Secreted Signaling,
3044,Wnt9a,Lrp6,Secreted Signaling,
3045,Wnt9a,Fzd3_lrp6,Secreted Signaling,
3046,Wnt9a,Fzd3,Secreted Signaling,
3047,Wnt9a,Lrp6,Secreted Signaling,
3048,Wnt9a,Fzd4_lrp6,Secreted Signaling,
3049,Wnt9a,Fzd4,Secreted Signaling,
3050,Wnt9a,Lrp6,Secreted Signaling,
3051,Wnt9a,Fzd5_lrp6,Secreted Signaling,
3052,Wnt9a,Fzd5,Secreted Signaling,
3053,Wnt9a,Lrp6,Secreted Signaling,
3054,Wnt9a,Fzd6_lrp6,Secreted Signaling,
3055,Wnt9a,Fzd6,Secreted Signaling,
3056,Wnt9a,Lrp6,Secreted Signaling,
3057,Wnt9a,Fzd7_lrp6,Secreted Signaling,
3058,Wnt9a,Fzd7,Secreted Signaling,
3059,Wnt9a,Lrp6,Secreted Signaling,
3060,Wnt9a,Fzd8_lrp6,Secreted Signaling,
3061,Wnt9a,Fzd8,Secreted Signaling,
3062,Wnt9a,Lrp6,Secreted Signaling,
3063,Wnt9a,Fzd9_lrp6,Secreted Signaling,
3064,Wnt9a,Fzd9,Secreted Signaling,
3065,Wnt9a,Lrp6,Secreted Signaling,
3066,Wnt9b,Fzd1_lrp6,Secreted Signaling,
3067,Wnt9b,Fzd1,Secreted Signaling,
3068,Wnt9b,Lrp6,Secreted Signaling,
3069,Wnt9b,Fzd10_lrp6,Secreted Signaling,
3070,Wnt9b,Fzd10,Secreted Signaling,
3071,Wnt9b,Lrp6,Secreted Signaling,
3072,Wnt9b,Fzd2_lrp6,Secreted Signaling,
3073,Wnt9b,Fzd2,Secreted Signaling,
3074,Wnt9b,Lrp6,Secreted Signaling,
3075,Wnt9b,Fzd3_lrp6,Secreted Signaling,
3076,Wnt9b,Fzd3,Secreted Signaling,
3077,Wnt9b,Lrp6,Secreted Signaling,
3078,Wnt9b,Fzd4_lrp6,Secreted Signaling,
3079,Wnt9b,Fzd4,Secreted Signaling,
3080,Wnt9b,Lrp6,Secreted Signaling,
3081,Wnt9b,Fzd5_lrp6,Secreted Signaling,
3082,Wnt9b,Fzd5,Secreted Signaling,
3083,Wnt9b,Lrp6,Secreted Signaling,
3084,Wnt9b,Fzd6_lrp6,Secreted Signaling,
3085,Wnt9b,Fzd6,Secreted Signaling,
3086,Wnt9b,Lrp6,Secreted Signaling,
3087,Wnt9b,Fzd7_lrp6,Secreted Signaling,
3088,Wnt9b,Fzd7,Secreted Signaling,
3089,Wnt9b,Lrp6,Secreted Signaling,
3090,Wnt9b,Fzd8_lrp6,Secreted Signaling,
3091,Wnt9b,Fzd8,Secreted Signaling,
3092,Wnt9b,Lrp6,Secreted Signaling,
3093,Wnt9b,Fzd9_lrp6,Secreted Signaling,
3094,Wnt9b,Fzd9,Secreted Signaling,
3095,Wnt9b,Lrp6,Secreted Signaling,
3096,Wnt5a,Fzd1,Secreted Signaling,
3097,Wnt5a,Fzd10,Secreted Signaling,
3098,Wnt5a,Fzd2,Secreted Signaling,
3099,Wnt5a,Fzd3,Secreted Signaling,
3100,Wnt5a,Fzd4,Secreted Signaling,
3101,Wnt5a,Fzd5,Secreted Signaling,
3102,Wnt5a,Fzd6,Secreted Signaling,
3103,Wnt5a,Fzd7,Secreted Signaling,
3104,Wnt5a,Fzd9,Secreted Signaling,
3105,Wnt5a,Mcam,Secreted Signaling,
3106,Wnt5b,Fzd1,Secreted Signaling,
3107,Wnt5b,Fzd10,Secreted Signaling,
3108,Wnt5b,Fzd2,Secreted Signaling,
3109,Wnt5b,Fzd3,Secreted Signaling,
3110,Wnt5b,Fzd4,Secreted Signaling,
3111,Wnt5b,Fzd5,Secreted Signaling,
3112,Wnt5b,Fzd6,Secreted Signaling,
3113,Wnt5b,Fzd7,Secreted Signaling,
3114,Wnt5b,Fzd8,Secreted Signaling,
3115,Wnt5b,Fzd9,Secreted Signaling,
3116,Wnt11,Fzd1,Secreted Signaling,
3117,Wnt11,Fzd10,Secreted Signaling,
3118,Wnt11,Fzd2,Secreted Signaling,
3119,Wnt11,Fzd3,Secreted Signaling,
3120,Wnt11,Fzd4,Secreted Signaling,
3121,Wnt11,Fzd5,Secreted Signaling,
3122,Wnt11,Fzd6,Secreted Signaling,
3123,Wnt11,Fzd7,Secreted Signaling,
3124,Wnt11,Fzd8,Secreted Signaling,
3125,Wnt11,Fzd9,Secreted Signaling,
