,from,to,pathway,database
722,alphaTub84D,shot,ppi,ppi
723,CG10425,Kr-h2,ppi,ppi
724,prc,loh,ppi,ppi
725,Cisd2,Kr-h2,ppi,ppi
726,Lac,Lac,ppi,ppi
727,Lac,Lac,ppi,ppi
728,Lac,Lac,ppi,ppi
729,sti,tum,ppi,ppi
730,Rm62,AGO2,ppi,ppi
731,Syx18,Nsf2,ppi,ppi
732,Ubi-p63E,Marf,ppi,ppi
733,z,Bap111,ppi,ppi
734,Rac1,PlexB,ppi,ppi
735,Rac1,PlexB,ppi,ppi
736,side-III,side-II,ppi,ppi
737,dpr11,DIP-beta,ppi,ppi
738,dpr11,DIP-beta,ppi,ppi
739,CG33303,Kr-h2,ppi,ppi
740,Sec61alpha,Kr-h2,ppi,ppi
741,baz,shg,ppi,ppi
742,baz,shg,ppi,ppi
743,beat-Vc,side-VI,ppi,ppi
744,beat-Vc,side-VI,ppi,ppi
745,Egfr,drk,ppi,ppi
746,Egfr,drk,ppi,ppi
747,Egfr,drk,ppi,ppi
748,Egfr,drk,ppi,ppi
749,Marf,Ubi-p5E,ppi,ppi
750,Pi3K92E,Pi3K21B,ppi,ppi
751,Pi3K92E,Pi3K21B,ppi,ppi
752,Pi3K92E,Pi3K21B,ppi,ppi
753,Pi3K92E,Pi3K21B,ppi,ppi
754,Pi3K92E,Pi3K21B,ppi,ppi
755,Pi3K92E,Pi3K21B,ppi,ppi
756,Pi3K92E,Pi3K21B,ppi,ppi
757,Synj,EndoA,ppi,ppi
758,Synj,EndoA,ppi,ppi
759,Synj,EndoA,ppi,ppi
760,stck,ics,ppi,ppi
761,stck,ics,ppi,ppi
762,stck,ics,ppi,ppi
763,stck,ics,ppi,ppi
764,stck,ics,ppi,ppi
765,stck,ics,ppi,ppi
766,stck,ics,ppi,ppi
767,dom,Tip60,ppi,ppi
768,tim,cry,ppi,ppi
769,tim,cry,ppi,ppi
770,tim,cry,ppi,ppi
771,tim,cry,ppi,ppi
772,tim,cry,ppi,ppi
773,tim,cry,ppi,ppi
774,tim,cry,ppi,ppi
775,Spt3,Nipped-A,ppi,ppi
776,Spt3,Nipped-A,ppi,ppi
777,Or22a,Snmp1,ppi,ppi
778,jar,CG3295,ppi,ppi
779,stau,insc,ppi,ppi
780,stau,insc,ppi,ppi
781,Abl,Abl,ppi,ppi
782,Abl,Abl,ppi,ppi
783,Mhcl,Mhcl,ppi,ppi
784,alpha-Cat,lqfR,ppi,ppi
785,dap,Skp2,ppi,ppi
786,cup,smg,ppi,ppi
787,cup,smg,ppi,ppi
788,PSR,Ote,ppi,ppi
789,DCP1,DCP2,ppi,ppi
790,cos,ptc,ppi,ppi
791,fray,Wnk,ppi,ppi
792,fray,Wnk,ppi,ppi
793,fray,Wnk,ppi,ppi
794,MRG15,pont,ppi,ppi
795,me31B,eIF4E1,ppi,ppi
796,me31B,eIF4E1,ppi,ppi
797,pll,cher,ppi,ppi
798,ci,Kap-alpha3,ppi,ppi
799,ci,Kap-alpha3,ppi,ppi
800,baz,Src42A,ppi,ppi
801,Nup154,Nup93-1,ppi,ppi
802,E(spl)mdelta-HLH,CtBP,ppi,ppi
803,Sas-4,Grip84,ppi,ppi
804,Sas-4,Grip84,ppi,ppi
805,per,tim,ppi,ppi
806,per,tim,ppi,ppi
807,per,tim,ppi,ppi
808,per,tim,ppi,ppi
809,per,tim,ppi,ppi
810,per,tim,ppi,ppi
811,per,tim,ppi,ppi
812,per,tim,ppi,ppi
813,per,tim,ppi,ppi
814,per,tim,ppi,ppi
815,per,tim,ppi,ppi
816,per,tim,ppi,ppi
817,per,tim,ppi,ppi
818,per,tim,ppi,ppi
819,per,tim,ppi,ppi
820,per,tim,ppi,ppi
821,per,tim,ppi,ppi
822,prod,pzg,ppi,ppi
823,msl-3,mof,ppi,ppi
824,msl-3,mof,ppi,ppi
825,msl-3,mof,ppi,ppi
826,msl-3,mof,ppi,ppi
827,msl-3,mof,ppi,ppi
828,msl-3,mof,ppi,ppi
829,msl-3,mof,ppi,ppi
830,msl-3,mof,ppi,ppi
831,msl-3,mof,ppi,ppi
832,msl-3,mof,ppi,ppi
833,msl-3,mof,ppi,ppi
834,cnn,CG14309,ppi,ppi
835,asun,IntS11,ppi,ppi
836,E(z),pho,ppi,ppi
837,E(z),pho,ppi,ppi
838,E(z),pho,ppi,ppi
839,Scm,ph-p,ppi,ppi
840,Scm,ph-p,ppi,ppi
841,Scm,ph-p,ppi,ppi
842,Scm,ph-p,ppi,ppi
843,Scm,ph-p,ppi,ppi
844,Scm,ph-p,ppi,ppi
845,Scm,ph-p,ppi,ppi
846,Scm,ph-p,ppi,ppi
847,eIF4E4,Thor,ppi,ppi
848,eIF4E4,Thor,ppi,ppi
849,Hsp83,Nelf-E,ppi,ppi
850,ci,CkIalpha,ppi,ppi
851,wech,rhea,ppi,ppi
852,wech,rhea,ppi,ppi
853,GstS1,Strn-Mlck,ppi,ppi
854,lin-52,mip40,ppi,ppi
855,Syx13,Vps45,ppi,ppi
856,His3,Su(var)205,ppi,ppi
857,His3,Su(var)205,ppi,ppi
858,His3,Su(var)205,ppi,ppi
859,His3,Su(var)205,ppi,ppi
860,His3,Su(var)205,ppi,ppi
861,His3,Su(var)205,ppi,ppi
862,His3,Su(var)205,ppi,ppi
863,His3,Su(var)205,ppi,ppi
864,His3,Su(var)205,ppi,ppi
865,His3,Su(var)205,ppi,ppi
866,His3,Su(var)205,ppi,ppi
867,His3,Su(var)205,ppi,ppi
868,cos,smo,ppi,ppi
869,cos,smo,ppi,ppi
870,cos,smo,ppi,ppi
871,cos,smo,ppi,ppi
872,cos,smo,ppi,ppi
873,cos,smo,ppi,ppi
874,cos,smo,ppi,ppi
875,cos,smo,ppi,ppi
876,cos,smo,ppi,ppi
877,cos,smo,ppi,ppi
878,cos,smo,ppi,ppi
879,cos,smo,ppi,ppi
880,Rev1,DNApol-eta,ppi,ppi
881,gig,pic,ppi,ppi
882,ppk29,ppk25,ppi,ppi
883,Rab11,Evi5,ppi,ppi
884,SkpA,ScsbetaA,ppi,ppi
885,e(y)1,Tbp,ppi,ppi
886,e(y)1,Tbp,ppi,ppi
887,e(y)1,Tbp,ppi,ppi
888,e(y)1,Tbp,ppi,ppi
889,e(y)1,Tbp,ppi,ppi
890,e(y)1,Tbp,ppi,ppi
891,e(y)1,Tbp,ppi,ppi
892,D12,Ada2a,ppi,ppi
893,D12,Ada2a,ppi,ppi
894,D12,Ada2a,ppi,ppi
895,D12,Ada2a,ppi,ppi
896,insc,pins,ppi,ppi
897,insc,pins,ppi,ppi
898,insc,pins,ppi,ppi
899,insc,pins,ppi,ppi
900,insc,pins,ppi,ppi
901,insc,pins,ppi,ppi
902,insc,pins,ppi,ppi
903,insc,pins,ppi,ppi
904,insc,pins,ppi,ppi
905,insc,pins,ppi,ppi
906,insc,pins,ppi,ppi
907,insc,pins,ppi,ppi
908,insc,pins,ppi,ppi
909,Rab5,Pi3K68D,ppi,ppi
910,e(y)1,Taf10,ppi,ppi
911,e(y)1,Taf10,ppi,ppi
912,Uba4,Mocs2B,ppi,ppi
913,Uba4,Mocs2B,ppi,ppi
914,arm,Myo31DF,ppi,ppi
915,arm,Myo31DF,ppi,ppi
916,arm,Myo31DF,ppi,ppi
917,HDAC3,Smyd4-2,ppi,ppi
918,HDAC3,Smyd4-2,ppi,ppi
919,Sgf29,Ada2a,ppi,ppi
920,Sgf29,Ada2a,ppi,ppi
921,Sgf29,Ada2a,ppi,ppi
922,cpb,cindr,ppi,ppi
923,mor,Stat92E,ppi,ppi
924,Taf4,Taf10,ppi,ppi
925,Taf4,Taf10,ppi,ppi
926,Nrx-IV,Nrg,ppi,ppi
927,Nrx-IV,Nrg,ppi,ppi
928,Atac2,Atac3,ppi,ppi
929,Atac2,Atac3,ppi,ppi
930,cos,smo,ppi,ppi
931,cos,smo,ppi,ppi
932,cos,smo,ppi,ppi
933,cos,smo,ppi,ppi
934,cos,smo,ppi,ppi
935,cos,smo,ppi,ppi
936,cos,smo,ppi,ppi
937,Ack,UQCR-C2,ppi,ppi
938,Mocs2B,Atac3,ppi,ppi
939,Mocs2B,Atac3,ppi,ppi
940,Mocs2B,Atac3,ppi,ppi
941,Pc,psq,ppi,ppi
942,Pc,psq,ppi,ppi
943,Rab5,Rbsn-5,ppi,ppi
944,Rab5,Rbsn-5,ppi,ppi
945,Rab5,Rbsn-5,ppi,ppi
946,shg,Myo31DF,ppi,ppi
947,Scr,Scr,ppi,ppi
948,Scr,Scr,ppi,ppi
949,Scr,Scr,ppi,ppi
950,Gcn5,Ada2a,ppi,ppi
951,Gcn5,Ada2a,ppi,ppi
952,Gcn5,Ada2a,ppi,ppi
953,Gcn5,Ada2a,ppi,ppi
954,Gcn5,Ada2a,ppi,ppi
955,Gcn5,Ada2a,ppi,ppi
956,Gcn5,Ada2a,ppi,ppi
957,Gcn5,Ada2a,ppi,ppi
958,Gcn5,Ada2a,ppi,ppi
959,ci,Su(fu),ppi,ppi
960,ci,Su(fu),ppi,ppi
961,ci,Su(fu),ppi,ppi
962,ci,Su(fu),ppi,ppi
963,ci,Su(fu),ppi,ppi
964,ci,Su(fu),ppi,ppi
965,ci,Su(fu),ppi,ppi
966,ci,Su(fu),ppi,ppi
967,ci,Su(fu),ppi,ppi
968,ci,Su(fu),ppi,ppi
969,ci,Su(fu),ppi,ppi
970,ci,Su(fu),ppi,ppi
971,ci,Su(fu),ppi,ppi
972,ci,Su(fu),ppi,ppi
973,ci,Su(fu),ppi,ppi
974,ci,Su(fu),ppi,ppi
975,ci,Su(fu),ppi,ppi
976,ci,Su(fu),ppi,ppi
977,ci,Su(fu),ppi,ppi
978,ci,Su(fu),ppi,ppi
979,ci,Su(fu),ppi,ppi
980,ci,Su(fu),ppi,ppi
981,cos,ci,ppi,ppi
982,cos,ci,ppi,ppi
983,cos,ci,ppi,ppi
984,cos,ci,ppi,ppi
985,cos,ci,ppi,ppi
986,cos,ci,ppi,ppi
987,cos,ci,ppi,ppi
988,cos,ci,ppi,ppi
989,cos,ci,ppi,ppi
990,cos,ci,ppi,ppi
991,cos,ci,ppi,ppi
992,cos,ci,ppi,ppi
993,cos,ci,ppi,ppi
994,cos,ci,ppi,ppi
995,cos,ci,ppi,ppi
996,cos,ci,ppi,ppi
997,cos,ci,ppi,ppi
998,cos,ci,ppi,ppi
999,cos,ci,ppi,ppi
1000,cos,ci,ppi,ppi
1001,Diap2,grim,ppi,ppi
1002,Gpdh1,Strn-Mlck,ppi,ppi
1003,CG34172,Strn-Mlck,ppi,ppi
1004,eIF4E5,Thor,ppi,ppi
1005,eIF4E5,Thor,ppi,ppi
1006,HDAC1,Smyd4-2,ppi,ppi
1007,HDAC1,Smyd4-2,ppi,ppi
1008,woc,HP1c,ppi,ppi
1009,woc,HP1c,ppi,ppi
1010,woc,HP1c,ppi,ppi
1011,woc,HP1c,ppi,ppi
1012,woc,HP1c,ppi,ppi
1013,Rev1,DNApol-eta,ppi,ppi
1014,mud,pins,ppi,ppi
1015,mud,pins,ppi,ppi
1016,mud,pins,ppi,ppi
1017,mud,pins,ppi,ppi
1018,mtm,Rab21,ppi,ppi
1019,Vhl,Vhl,ppi,ppi
1020,Ack,Gale,ppi,ppi
1021,e(y)1,e(y)2,ppi,ppi
1022,Ack,SH3PX1,ppi,ppi
1023,Ack,SH3PX1,ppi,ppi
1024,Ack,SH3PX1,ppi,ppi
1025,Ack,SH3PX1,ppi,ppi
1026,Ack,SH3PX1,ppi,ppi
1027,Vhl,mgr,ppi,ppi
1028,Act88F,Strn-Mlck,ppi,ppi
1029,Cul1,Nedd8,ppi,ppi
1030,Cul1,Nedd8,ppi,ppi
1031,drk,Ack,ppi,ppi
1032,drk,Ack,ppi,ppi
1033,CycT,Larp7,ppi,ppi
1034,NC2beta,Ada2a,ppi,ppi
1035,NC2beta,Ada2a,ppi,ppi
1036,Tbp,Taf4,ppi,ppi
1037,Tbp,Taf4,ppi,ppi
1038,Tbp,Taf4,ppi,ppi
1039,Tbp,Taf4,ppi,ppi
1040,Tbp,Taf4,ppi,ppi
1041,Tbp,Taf4,ppi,ppi
1042,Sbf,Rab21,ppi,ppi
1043,Sbf,Rab21,ppi,ppi
1044,Sbf,Rab21,ppi,ppi
1045,Sbf,Rab21,ppi,ppi
1046,e(y)2,Taf1,ppi,ppi
1047,Ack,yki,ppi,ppi
1048,Ack,yki,ppi,ppi
1049,Ack,yki,ppi,ppi
1050,Ack,yki,ppi,ppi
1051,Fbw5,pic,ppi,ppi
1052,Mocs2B,Mocs2B,ppi,ppi
1053,fu,Su(fu),ppi,ppi
1054,fu,Su(fu),ppi,ppi
1055,fu,Su(fu),ppi,ppi
1056,fu,Su(fu),ppi,ppi
1057,fu,Su(fu),ppi,ppi
1058,fu,Su(fu),ppi,ppi
1059,fu,Su(fu),ppi,ppi
1060,fu,Su(fu),ppi,ppi
1061,fu,Su(fu),ppi,ppi
1062,Hsp26,Ack,ppi,ppi
1063,e(y)2,Taf10,ppi,ppi
1064,e(y)2,Taf10,ppi,ppi
1065,e(y)2,Taf10,ppi,ppi
1066,Smyd4-2,ebi,ppi,ppi
1067,Rel,Rel,ppi,ppi
1068,Gcn5,Taf10,ppi,ppi
1069,Gcn5,Taf10,ppi,ppi
1070,Gcn5,Taf10,ppi,ppi
1071,Gcn5,Taf10,ppi,ppi
1072,smo,Usp8,ppi,ppi
1073,smo,Usp8,ppi,ppi
1074,smo,Usp8,ppi,ppi
1075,smo,Usp8,ppi,ppi
1076,smo,Usp8,ppi,ppi
1077,Diap2,HtrA2,ppi,ppi
1078,Diap2,HtrA2,ppi,ppi
1079,shrb,l(2)gd1,ppi,ppi
1080,shrb,l(2)gd1,ppi,ppi
1081,Pi3K68D,Rab21,ppi,ppi
1082,Pgam5,Ack,ppi,ppi
1083,cact,Rel,ppi,ppi
1084,cact,Rel,ppi,ppi
1085,cact,Rel,ppi,ppi
1086,Rad9,Brca2,ppi,ppi
1087,Rad9,Brca2,ppi,ppi
1088,didum,sdt,ppi,ppi
1089,Rab11,Sbf,ppi,ppi
1090,brm,nej,ppi,ppi
1091,brm,nej,ppi,ppi
1092,brm,nej,ppi,ppi
1093,cact,Dif,ppi,ppi
1094,cact,Dif,ppi,ppi
1095,cact,Dif,ppi,ppi
1096,cact,Dif,ppi,ppi
1097,cact,Dif,ppi,ppi
1098,cact,Dif,ppi,ppi
1099,CG12004,Frl,ppi,ppi
1100,CG5447,Frl,ppi,ppi
1101,Mtl,Pak,ppi,ppi
1102,nej,HnRNP-K,ppi,ppi
1103,RpII215,PNUTS,ppi,ppi
1104,RpII215,PNUTS,ppi,ppi
1105,MRP,Frl,ppi,ppi
1106,Cdc42,Pak,ppi,ppi
1107,Cdc42,Pak,ppi,ppi
1108,nonA,HnRNP-K,ppi,ppi
1109,Glt,HnRNP-K,ppi,ppi
1110,Ndc80,kl-5,ppi,ppi
1111,Cnx99A,Pen,ppi,ppi
1112,LRP1,Mcr,ppi,ppi
1113,lost,rump,ppi,ppi
1114,rump,HnRNP-K,ppi,ppi
1115,Pi3K68D,HnRNP-K,ppi,ppi
1116,Pep,HnRNP-K,ppi,ppi
1117,sty,Frl,ppi,ppi
1118,Nup50,Pen,ppi,ppi
1119,Rac2,Pak,ppi,ppi
1120,Rac2,Pak,ppi,ppi
1121,Rac2,Pak,ppi,ppi
1122,Cyp12d1-p,Pen,ppi,ppi
1123,dock,Pak,ppi,ppi
1124,dock,Pak,ppi,ppi
1125,dock,Pak,ppi,ppi
1126,dock,Pak,ppi,ppi
1127,CG3902,Pen,ppi,ppi
1128,Nedd4,Frl,ppi,ppi
1129,CG14767,Frl,ppi,ppi
1130,Hrb87F,HnRNP-K,ppi,ppi
1131,Hrb87F,HnRNP-K,ppi,ppi
1132,sax,Frl,ppi,ppi
1133,l(1)sc,da,ppi,ppi
1134,l(1)sc,da,ppi,ppi
1135,l(1)sc,da,ppi,ppi
1136,l(1)sc,da,ppi,ppi
1137,l(1)sc,da,ppi,ppi
1138,l(1)sc,da,ppi,ppi
1139,l(1)sc,da,ppi,ppi
1140,ac,da,ppi,ppi
1141,ac,da,ppi,ppi
1142,Past1,Syx7,ppi,ppi
1143,Sc2,Fatp,ppi,ppi
1144,gammaSnap1,Syx7,ppi,ppi
1145,CG3164,Syx7,ppi,ppi
1146,CG2023,Syx7,ppi,ppi
1147,Chc,Fatp,ppi,ppi
1148,Snap24,Syx7,ppi,ppi
1149,spidey,Fatp,ppi,ppi
1150,Rpn1,Fatp,ppi,ppi
1151,Mpcp2,Fatp,ppi,ppi
1152,Tapdelta,Fatp,ppi,ppi
1153,Nelf-E,vig2,ppi,ppi
1154,RpII215,Rpb4,ppi,ppi
1155,ATPsynO,Irbp18,ppi,ppi
1156,Ald,PHDP,ppi,ppi
1157,Sce,grh,ppi,ppi
1158,Sce,grh,ppi,ppi
1159,dpn,CHOp24,ppi,ppi
1160,e(r),CG6769,ppi,ppi
1161,Hr3,CG10347,ppi,ppi
1162,kni,betaTub85D,ppi,ppi
1163,CG10466,bin,ppi,ppi
1164,TfIIFalpha,Rpb4,ppi,ppi
1165,dlp,ltl,ppi,ppi
1166,caup,Sf3b5,ppi,ppi
1167,Dr,CG15098,ppi,ppi
1168,nvy,hrg,ppi,ppi
1169,spel1,CG34376,ppi,ppi
1170,PHDP,CG2862,ppi,ppi
1171,Tim10,Vsx2,ppi,ppi
1172,ttk,hang,ppi,ppi
1173,CG6340,CG9890,ppi,ppi
1174,tsh,CG15098,ppi,ppi
1175,robo1,Pak,ppi,ppi
1176,ScsbetaG,Pen,ppi,ppi
1177,CG7668,Frl,ppi,ppi
1178,Pvr,Frl,ppi,ppi
1179,MRP,Pen,ppi,ppi
1180,CG3008,HnRNP-K,ppi,ppi
1181,Kap-alpha3,Pen,ppi,ppi
1182,boca,HnRNP-K,ppi,ppi
1183,dock,Ptp61F,ppi,ppi
1184,dock,Ptp61F,ppi,ppi
1185,dock,Ptp61F,ppi,ppi
1186,dock,Ptp61F,ppi,ppi
1187,dock,Ptp61F,ppi,ppi
1188,dock,Ptp61F,ppi,ppi
1189,twi,da,ppi,ppi
1190,twi,da,ppi,ppi
1191,Kap-alpha3,Fatp,ppi,ppi
1192,Syx1A,Syx7,ppi,ppi
1193,Syx4,Syx7,ppi,ppi
1194,Pp2A-29B,Fatp,ppi,ppi
1195,Sec61alpha,Fatp,ppi,ppi
1196,Syx16,Syx7,ppi,ppi
1197,Pp1-87B,corolla,ppi,ppi
1198,Past1,Fatp,ppi,ppi
1199,wal,Fatp,ppi,ppi
1200,Pvr,Syx7,ppi,ppi
1201,gammaSnap2,Syx7,ppi,ppi
1202,CG2064,Fatp,ppi,ppi
1203,SERCA,Fatp,ppi,ppi
1204,Vps45,Syx7,ppi,ppi
1205,ScsbetaA,Fatp,ppi,ppi
1206,UQCR-C2,Fatp,ppi,ppi
1207,Vamp7,Syx7,ppi,ppi
1208,CG9752,Fatp,ppi,ppi
1209,l(1)G0156,Fatp,ppi,ppi
1210,Membrin,Syx7,ppi,ppi
1211,Use1,Syx7,ppi,ppi
1212,Snap25,Syx7,ppi,ppi
1213,Gos28,Syx7,ppi,ppi
1214,alphaSnap,Syx7,ppi,ppi
1215,koko,Syx7,ppi,ppi
1216,fax,Syx7,ppi,ppi
1217,Ranbp9,Fatp,ppi,ppi
1218,Sec22,Syx7,ppi,ppi
1219,CG33303,Fatp,ppi,ppi
1220,Hand,da,ppi,ppi
1221,sc,da,ppi,ppi
1222,sc,da,ppi,ppi
1223,sc,da,ppi,ppi
1224,sc,da,ppi,ppi
1225,sc,da,ppi,ppi
1226,sc,da,ppi,ppi
1227,sc,da,ppi,ppi
1228,sc,da,ppi,ppi
1229,Slh,Syx7,ppi,ppi
1230,Frl,Syx7,ppi,ppi
1231,Pp1alpha-96A,corolla,ppi,ppi
1232,CG15098,Syx7,ppi,ppi
1233,flw,corolla,ppi,ppi
1234,Gfat2,Fatp,ppi,ppi
1235,GluProRS,Fatp,ppi,ppi
1236,SH3PX1,Atg8a,ppi,ppi
1237,Snap29,Syx7,ppi,ppi
1238,Snap29,Syx7,ppi,ppi
1239,MRP,Fatp,ppi,ppi
1240,Syx8,Syx7,ppi,ppi
1241,CG10425,Fatp,ppi,ppi
1242,Syx5,Syx7,ppi,ppi
1243,Syx13,Syx7,ppi,ppi
1244,Pp1-13C,corolla,ppi,ppi
1245,Bet1,Syx7,ppi,ppi
1246,Ykt6,Syx7,ppi,ppi
1247,Mec2,Fatp,ppi,ppi
1248,CG14767,Syx7,ppi,ppi
1249,betaCOP,Fatp,ppi,ppi
1250,AttD,Syx7,ppi,ppi
1251,Syx18,Syx7,ppi,ppi
1252,CG7668,Syx7,ppi,ppi
1253,Syb,Syx7,ppi,ppi
1254,pk,Vang,ppi,ppi
1255,pk,Vang,ppi,ppi
1256,pk,Vang,ppi,ppi
1257,pk,Vang,ppi,ppi
1258,pk,Vang,ppi,ppi
1259,pk,Vang,ppi,ppi
1260,drl,Src64B,ppi,ppi
1261,drl,Src64B,ppi,ppi
1262,drl,Src64B,ppi,ppi
1263,drl,Src64B,ppi,ppi
1264,mod(mdg4),TwdlB,ppi,ppi
1265,mod(mdg4),TwdlB,ppi,ppi
1266,Cbp80,Ars2,ppi,ppi
1267,Dcr-2,SmD1,ppi,ppi
1268,Ulp1,krz,ppi,ppi
1269,Ulp1,krz,ppi,ppi
1270,Cul1,RYBP,ppi,ppi
1271,RhoBTB,conu,ppi,ppi
1272,Rho1,conu,ppi,ppi
1273,unc79,unc80,ppi,ppi
1274,rad50,tefu,ppi,ppi
1275,ATPsynbeta,Invadolysin,ppi,ppi
1276,Hs2st,Hs6st,ppi,ppi
1277,Tctp,tefu,ppi,ppi
1278,Tctp,tefu,ppi,ppi
1279,Tctp,tefu,ppi,ppi
1280,Tctp,tefu,ppi,ppi
1281,Hmr,Cenp-C,ppi,ppi
1282,Hmr,Cenp-C,ppi,ppi
1283,Fmr1,SmD1,ppi,ppi
1284,Mkp3,tay,ppi,ppi
1285,Mkp3,tay,ppi,ppi
1286,cal1,rdx,ppi,ppi
1287,cal1,rdx,ppi,ppi
1288,cort,mtrm,ppi,ppi
1289,cort,mtrm,ppi,ppi
1290,corto,EloA,ppi,ppi
1291,RpL24,RpS6,ppi,ppi
1292,RpL24,RpS6,ppi,ppi
1293,mod(mdg4),TwdlW,ppi,ppi
1294,mod(mdg4),TwdlW,ppi,ppi
1295,Cp190,CTCF,ppi,ppi
1296,Cp190,CTCF,ppi,ppi
1297,Cp190,CTCF,ppi,ppi
1298,Cp190,CTCF,ppi,ppi
1299,Cp190,CTCF,ppi,ppi
1300,Cp190,CTCF,ppi,ppi
1301,Cp190,CTCF,ppi,ppi
1302,Cp190,CTCF,ppi,ppi
1303,Cp190,CTCF,ppi,ppi
1304,Cp190,CTCF,ppi,ppi
1305,Cp190,CTCF,ppi,ppi
1306,Cp190,CTCF,ppi,ppi
1307,Cp190,CTCF,ppi,ppi
1308,Cp190,CTCF,ppi,ppi
1309,His3,pygo,ppi,ppi
1310,His3,pygo,ppi,ppi
1311,His3,pygo,ppi,ppi
1312,His3,pygo,ppi,ppi
1313,shi,drk,ppi,ppi
1314,Moe,conu,ppi,ppi
1315,Moe,conu,ppi,ppi
1316,Hmr,Lhr,ppi,ppi
1317,Hmr,Lhr,ppi,ppi
1318,Hmr,Lhr,ppi,ppi
1319,Hmr,Lhr,ppi,ppi
1320,faf,imd,ppi,ppi
1321,hop,Socs36E,ppi,ppi
1322,hop,Socs36E,ppi,ppi
1323,smo,Hrs,ppi,ppi
1324,smo,Hrs,ppi,ppi
1325,MRG15,Cap-H2,ppi,ppi
1326,MRG15,Cap-H2,ppi,ppi
1327,MRG15,Cap-H2,ppi,ppi
1328,gw,Patr-1,ppi,ppi
1329,gw,Patr-1,ppi,ppi
1330,gw,Patr-1,ppi,ppi
1331,AspRS,Pen,ppi,ppi
1332,Syb,Frl,ppi,ppi
1333,Nup153,Pen,ppi,ppi
1334,CG3164,Frl,ppi,ppi
1335,SerRS,Pen,ppi,ppi
1336,Wdr82,PNUTS,ppi,ppi
1337,Rac1,Pak,ppi,ppi
1338,Rac1,Pak,ppi,ppi
1339,Rac1,Pak,ppi,ppi
1340,Rac1,Pak,ppi,ppi
1341,Rac1,Pak,ppi,ppi
1342,Rac1,Pak,ppi,ppi
1343,Rac1,Pak,ppi,ppi
1344,Rac1,Pak,ppi,ppi
1345,Rab2,Msp300,ppi,ppi
1346,ase,E(spl)m7-HLH,ppi,ppi
1347,Kap-alpha3,DNApol-alpha180,ppi,ppi
1348,H,CtBP,ppi,ppi
1349,H,CtBP,ppi,ppi
1350,H,CtBP,ppi,ppi
1351,H,CtBP,ppi,ppi
1352,H,CtBP,ppi,ppi
1353,H,CtBP,ppi,ppi
1354,H,CtBP,ppi,ppi
1355,tok,Actbeta,ppi,ppi
1356,Rab5,Rab3-GAP,ppi,ppi
1357,stet,Krn,ppi,ppi
1358,Rab19,Atg5,ppi,ppi
1359,Ref1,PQBP1,ppi,ppi
1360,Rab5,tacc,ppi,ppi
1361,Rab4,Vps51,ppi,ppi
1362,Rab6,Trs33,ppi,ppi
1363,Rab9,CG1544,ppi,ppi
1364,dsh,Axn,ppi,ppi
1365,dsh,Axn,ppi,ppi
1366,Rab30,Wdfy2,ppi,ppi
1367,Rab30,pns,ppi,ppi
1368,Rab5,Ocrl,ppi,ppi
1369,ed,Grip,ppi,ppi
1370,ed,Grip,ppi,ppi
1371,Kap-alpha3,Fs(2)Ket,ppi,ppi
1372,Rab5,Vps15,ppi,ppi
1373,Grip91,Rab2,ppi,ppi
1374,Rab18,Lrrk,ppi,ppi
1375,Su(dx),N,ppi,ppi
1376,Su(dx),N,ppi,ppi
1377,Su(dx),N,ppi,ppi
1378,Su(dx),N,ppi,ppi
1379,E(spl)m7-HLH,E(spl)mgamma-HLH,ppi,ppi
1380,Rab14,Ocrl,ppi,ppi
1381,Rab5,rogdi,ppi,ppi
1382,ase,E(spl)m3-HLH,ppi,ppi
1383,Sbf,Rab35,ppi,ppi
1384,Rab6,snz,ppi,ppi
1385,PR-Set7,DNApol-alpha180,ppi,ppi
1386,PR-Set7,DNApol-alpha180,ppi,ppi
1387,PR-Set7,DNApol-alpha180,ppi,ppi
1388,Traf4,wgn,ppi,ppi
1389,DNApol-alpha180,DNApol-alpha60,ppi,ppi
1390,Rab4,gammaTub23C,ppi,ppi
1391,Tak1,Traf6,ppi,ppi
1392,Rab6,garz,ppi,ppi
1393,pnr,mid,ppi,ppi
1394,DNApol-alpha73,Dpit47,ppi,ppi
1395,Snap25,Syt4,ppi,ppi
1396,E(spl)m7-HLH,ato,ppi,ppi
1397,ru,Krn,ppi,ppi
1398,D,ttk,ppi,ppi
1399,Rab5,Ccz1,ppi,ppi
1400,E(spl)m8-HLH,E(spl)m8-HLH,ppi,ppi
1401,E(spl)m8-HLH,E(spl)m8-HLH,ppi,ppi
1402,rho-4,Krn,ppi,ppi
1403,Rab11,CG5521,ppi,ppi
1404,sti,Rab6,ppi,ppi
1405,how,how,ppi,ppi
1406,Rab6,CenB1A,ppi,ppi
1407,gt,ttk,ppi,ppi
1408,Rab5,CG9205,ppi,ppi
1409,Corp,p53,ppi,ppi
1410,Corp,p53,ppi,ppi
1411,Rab14,CG9590,ppi,ppi
1412,Rab14,CG9590,ppi,ppi
1413,Su(dx),ptc,ppi,ppi
1414,Su(dx),ptc,ppi,ppi
1415,Rab6,Trs23,ppi,ppi
1416,Rab30,MICAL-like,ppi,ppi
1417,Rab14,Rbpn-5,ppi,ppi
1418,E(spl)m3-HLH,E(spl)m5-HLH,ppi,ppi
1419,Rab6,kri,ppi,ppi
1420,Rab4,CG10646,ppi,ppi
