,from,to,source,database
1654,NPY,NPY2R,ramilowski_known,ramilowski
1655,NPY,NPY4R,ramilowski_known,ramilowski
1656,NPY,NPY5R,ramilowski_known,ramilowski
1657,NPY,PRLHR,ramilowski_known,ramilowski
1658,NRG1,ERBB2,ramilowski_known,ramilowski
1659,NRG1,ERBB3,ramilowski_known,ramilowski
1660,NRG1,ERBB4,ramilowski_known,ramilowski
1661,NRG2,ERBB3,ramilowski_known,ramilowski
1662,NRG2,ERBB4,ramilowski_known,ramilowski
1663,NRG3,ERBB4,ramilowski_known,ramilowski
1664,NRG4,ERBB4,ramilowski_known,ramilowski
1665,NRTN,GFRA1,ramilowski_known,ramilowski
1666,NRTN,GFRA2,ramilowski_known,ramilowski
1667,NRTN,RET,ramilowski_known,ramilowski
1668,NTF3,NGFR,ramilowski_known,ramilowski
1669,NTF3,NTRK1,ramilowski_known,ramilowski
1670,NTF3,NTRK2,ramilowski_known,ramilowski
1671,NTF3,NTRK3,ramilowski_known,ramilowski
1672,NTF4,NGFR,ramilowski_known,ramilowski
1673,NTF4,NTRK1,ramilowski_known,ramilowski
1674,NTF4,NTRK2,ramilowski_known,ramilowski
1675,NTF4,NTRK3,ramilowski_known,ramilowski
1676,NTN1,DCC,ramilowski_known,ramilowski
1677,NTN1,UNC5C,ramilowski_known,ramilowski
1678,NTN3,CDON,ramilowski_known,ramilowski
1679,NTN3,NEO1,ramilowski_known,ramilowski
1680,NTN4,DCC,ramilowski_known,ramilowski
1681,NTN4,UNC5A,ramilowski_known,ramilowski
1682,NTNG1,LRRC4C,ramilowski_known,ramilowski
1683,NTS,NTSR1,ramilowski_known,ramilowski
1684,NTS,NTSR2,ramilowski_known,ramilowski
1685,NUCB2,ERAP1,ramilowski_known,ramilowski
1686,NXPH1,NRXN1,ramilowski_known,ramilowski
1687,NXPH1,NRXN2,ramilowski_known,ramilowski
1688,NXPH1,NRXN3,ramilowski_known,ramilowski
1689,NXPH3,NRXN1,ramilowski_known,ramilowski
1690,NXPH3,NRXN2,ramilowski_known,ramilowski
1691,NXPH3,NRXN3,ramilowski_known,ramilowski
1692,OMG,LINGO1,ramilowski_known,ramilowski
1693,OMG,TNFRSF1B,ramilowski_known,ramilowski
1694,OSM,IL6ST,ramilowski_known,ramilowski
1695,OSM,LIFR,ramilowski_known,ramilowski
1696,OSM,OSMR,ramilowski_known,ramilowski
1697,OSTN,NPR3,ramilowski_known,ramilowski
1698,OXT,AVPR1A,ramilowski_known,ramilowski
1699,OXT,AVPR1B,ramilowski_known,ramilowski
1700,OXT,AVPR2,ramilowski_known,ramilowski
1701,OXT,OXTR,ramilowski_known,ramilowski
1702,PDGFA,PDGFRA,ramilowski_known,ramilowski
1703,PDGFB,PDGFRA,ramilowski_known,ramilowski
1704,PDGFB,PDGFRB,ramilowski_known,ramilowski
1705,PDGFC,FLT4,ramilowski_known,ramilowski
1706,PDGFC,KDR,ramilowski_known,ramilowski
1707,PDGFC,PDGFRA,ramilowski_known,ramilowski
1708,PDGFD,PDGFRB,ramilowski_known,ramilowski
1709,PDYN,OPRD1,ramilowski_known,ramilowski
1710,PDYN,OPRK1,ramilowski_known,ramilowski
1711,PDYN,OPRM1,ramilowski_known,ramilowski
1712,PENK,MRGPRX1,ramilowski_known,ramilowski
1713,PENK,OGFR,ramilowski_known,ramilowski
1714,PENK,OPRD1,ramilowski_known,ramilowski
1715,PENK,OPRM1,ramilowski_known,ramilowski
1716,PF4,FGFR2,ramilowski_known,ramilowski
1717,PF4,LDLR,ramilowski_known,ramilowski
1718,PF4,PROCR,ramilowski_known,ramilowski
1719,PF4,THBD,ramilowski_known,ramilowski
1720,PGF,FLT1,ramilowski_known,ramilowski
1721,PGF,NRP1,ramilowski_known,ramilowski
1722,PLAT,LRP1,ramilowski_known,ramilowski
1723,PLAU,LRP1,ramilowski_known,ramilowski
1724,PLAU,PLAUR,ramilowski_known,ramilowski
1725,PLG,ITGA9,ramilowski_known,ramilowski
1726,PLG,ITGB1,ramilowski_known,ramilowski
1727,PMCH,MCHR1,ramilowski_known,ramilowski
1728,PMCH,MCHR2,ramilowski_known,ramilowski
1729,PNOC,OPRL1,ramilowski_known,ramilowski
1730,PODXL2,SELL,ramilowski_known,ramilowski
1731,POMC,MC1R,ramilowski_known,ramilowski
1732,POMC,MC2R,ramilowski_known,ramilowski
1733,POMC,MC3R,ramilowski_known,ramilowski
1734,POMC,MC4R,ramilowski_known,ramilowski
1735,POMC,MC5R,ramilowski_known,ramilowski
1736,POMC,OPRD1,ramilowski_known,ramilowski
1737,POMC,OPRK1,ramilowski_known,ramilowski
1738,POMC,OPRM1,ramilowski_known,ramilowski
1739,PPBP,CXCR1,ramilowski_known,ramilowski
1740,PPBP,CXCR2,ramilowski_known,ramilowski
1741,PPY,NPY4R,ramilowski_known,ramilowski
1742,PPY,NPY5R,ramilowski_known,ramilowski
1743,PRLH,PRLHR,ramilowski_known,ramilowski
1744,PRL,PRLR,ramilowski_known,ramilowski
1745,PRND,RPSA,ramilowski_known,ramilowski
1746,PROC,PROCR,ramilowski_known,ramilowski
1747,PROK1,PROKR1,ramilowski_known,ramilowski
1748,PROK1,PROKR2,ramilowski_known,ramilowski
1749,PROK2,PROKR1,ramilowski_known,ramilowski
1750,PROK2,PROKR2,ramilowski_known,ramilowski
1751,PROS1,AXL,ramilowski_known,ramilowski
1752,PROS1,TYRO3,ramilowski_known,ramilowski
1753,PSAP,GPR37,ramilowski_known,ramilowski
1754,PSAP,GPR37L1,ramilowski_known,ramilowski
1755,PSAP,LRP1,ramilowski_known,ramilowski
1756,PSEN1,NCSTN,ramilowski_known,ramilowski
1757,PSPN,GFRA4,ramilowski_known,ramilowski
1758,PSPN,RET,ramilowski_known,ramilowski
1759,PTDSS1,JMJD6,ramilowski_known,ramilowski
1760,PTDSS1,SCARB1,ramilowski_known,ramilowski
1761,PTGS2,PTGDR2,ramilowski_known,ramilowski
1762,PTH2,PTH1R,ramilowski_known,ramilowski
1763,PTH2,PTH2R,ramilowski_known,ramilowski
1764,PTHLH,PRLHR,ramilowski_known,ramilowski
1765,PTHLH,PTH1R,ramilowski_known,ramilowski
1766,PTHLH,PTH2R,ramilowski_known,ramilowski
1767,PTH,PTH1R,ramilowski_known,ramilowski
1768,PTH,PTH2R,ramilowski_known,ramilowski
1769,PTN,PTPRB,ramilowski_known,ramilowski
1770,PTN,PTPRZ1,ramilowski_known,ramilowski
1771,PYY,NPY1R,ramilowski_known,ramilowski
1772,PYY,NPY2R,ramilowski_known,ramilowski
1773,PYY,NPY4R,ramilowski_known,ramilowski
1774,PYY,NPY5R,ramilowski_known,ramilowski
1775,QRFP,P2RY14,ramilowski_known,ramilowski
1776,QRFP,QRFPR,ramilowski_known,ramilowski
1777,RARRES2,CMKLR1,ramilowski_known,ramilowski
1778,RARRES2,GPR1,ramilowski_known,ramilowski
1779,RELN,ITGA3,ramilowski_known,ramilowski
1780,RELN,ITGB1,ramilowski_known,ramilowski
1781,RELN,LRP8,ramilowski_known,ramilowski
1782,RELN,VLDLR,ramilowski_known,ramilowski
1783,REN,ATP6AP2,ramilowski_known,ramilowski
1784,RGMA,NEO1,ramilowski_known,ramilowski
1785,RLN1,RXFP1,ramilowski_known,ramilowski
1786,RLN1,RXFP2,ramilowski_known,ramilowski
1787,RLN2,RXFP1,ramilowski_known,ramilowski
1788,RLN2,RXFP2,ramilowski_known,ramilowski
1789,RLN3,RXFP1,ramilowski_known,ramilowski
1790,RLN3,RXFP2,ramilowski_known,ramilowski
1791,RLN3,RXFP3,ramilowski_known,ramilowski
1792,RLN3,RXFP4,ramilowski_known,ramilowski
1793,RPS19,C5AR1,ramilowski_known,ramilowski
1794,RSPO1,LGR4,ramilowski_known,ramilowski
1795,RSPO1,LGR5,ramilowski_known,ramilowski
1796,RSPO1,LGR6,ramilowski_known,ramilowski
1797,RSPO1,LRP6,ramilowski_known,ramilowski
1798,RSPO2,LGR4,ramilowski_known,ramilowski
1799,RSPO2,LGR5,ramilowski_known,ramilowski
1800,RSPO2,LGR6,ramilowski_known,ramilowski
1801,RSPO3,LGR4,ramilowski_known,ramilowski
1802,RSPO3,LGR5,ramilowski_known,ramilowski
1803,RSPO3,LGR6,ramilowski_known,ramilowski
1804,RSPO4,LGR4,ramilowski_known,ramilowski
1805,RSPO4,LGR5,ramilowski_known,ramilowski
1806,RSPO4,LGR6,ramilowski_known,ramilowski
1807,RTN4,LINGO1,ramilowski_known,ramilowski
1808,RTN4,RTN4R,ramilowski_known,ramilowski
1809,RTN4,TNFRSF19,ramilowski_known,ramilowski
1810,SAA1,FPR2,ramilowski_known,ramilowski
1811,SCT,SCTR,ramilowski_known,ramilowski
1812,SELPLG,SELE,ramilowski_known,ramilowski
1813,SELPLG,SELP,ramilowski_known,ramilowski
1814,SEMA3A,NRP1,ramilowski_known,ramilowski
1815,SEMA3A,PLXNA1,ramilowski_known,ramilowski
1816,SEMA3A,PLXNA2,ramilowski_known,ramilowski
1817,SEMA3A,PLXNA4,ramilowski_known,ramilowski
1818,SEMA3B,NRP1,ramilowski_known,ramilowski
1819,SEMA3C,NRP2,ramilowski_known,ramilowski
1820,SEMA3E,PLXND1,ramilowski_known,ramilowski
1821,SEMA3F,NRP2,ramilowski_known,ramilowski
1822,SEMA3F,PLXNA3,ramilowski_known,ramilowski
1823,SEMA4D,MET,ramilowski_known,ramilowski
1824,SEMA4D,PLXNB1,ramilowski_known,ramilowski
1825,SEMA4D,PLXNB2,ramilowski_known,ramilowski
1826,SEMA5A,MET,ramilowski_known,ramilowski
1827,SEMA5A,PLXNB3,ramilowski_known,ramilowski
1828,SEMA6D,KDR,ramilowski_known,ramilowski
1829,SEMA6D,PLXNA1,ramilowski_known,ramilowski
1830,SEMA7A,PLXNC1,ramilowski_known,ramilowski
1831,SERPINA1,LRP1,ramilowski_known,ramilowski
1832,SERPINC1,LRP1,ramilowski_known,ramilowski
1833,SERPINE1,LRP1,ramilowski_known,ramilowski
1834,SERPINE2,LRP1,ramilowski_known,ramilowski
1835,SERPING1,LRP1,ramilowski_known,ramilowski
1836,SHH,BOC,ramilowski_known,ramilowski
1837,SHH,CDON,ramilowski_known,ramilowski
1838,SHH,HHIP,ramilowski_known,ramilowski
1839,SHH,PTCH1,ramilowski_known,ramilowski
1840,SHH,SMO,ramilowski_known,ramilowski
1841,SLIT1,GPC1,ramilowski_known,ramilowski
1842,SLIT1,ROBO1,ramilowski_known,ramilowski
1843,SLIT1,SDC1,ramilowski_known,ramilowski
1844,SLIT2,GPC1,ramilowski_known,ramilowski
1845,SLIT2,ROBO1,ramilowski_known,ramilowski
1846,SLIT2,ROBO2,ramilowski_known,ramilowski
1847,SLIT2,ROBO4,ramilowski_known,ramilowski
1848,SLIT2,SDC1,ramilowski_known,ramilowski
1849,SOST,LRP5,ramilowski_known,ramilowski
1850,SOST,LRP6,ramilowski_known,ramilowski
1851,SPP1,CD44,ramilowski_known,ramilowski
1852,SPP1,ITGAV,ramilowski_known,ramilowski
1853,SST,SSTR1,ramilowski_known,ramilowski
1854,SST,SSTR2,ramilowski_known,ramilowski
1855,SST,SSTR3,ramilowski_known,ramilowski
1856,SST,SSTR4,ramilowski_known,ramilowski
1857,SST,SSTR5,ramilowski_known,ramilowski
1858,TAC1,TACR1,ramilowski_known,ramilowski
1859,TAC1,TACR2,ramilowski_known,ramilowski
1860,TAC1,TACR3,ramilowski_known,ramilowski
1861,TAC3,TACR1,ramilowski_known,ramilowski
1862,TAC3,TACR2,ramilowski_known,ramilowski
1863,TAC3,TACR3,ramilowski_known,ramilowski
1864,TAC4,TACR1,ramilowski_known,ramilowski
1865,TAC4,TACR3,ramilowski_known,ramilowski
1866,TDGF1,ACVR2A,ramilowski_known,ramilowski
1867,TFPI,LRP1,ramilowski_known,ramilowski
1868,TFPI,VLDLR,ramilowski_known,ramilowski
1869,TF,TFRC,ramilowski_known,ramilowski
1870,TGFA,EGFR,ramilowski_known,ramilowski
1871,TGFB1,ACVRL1,ramilowski_known,ramilowski
1872,TGFB1,TGFBR1,ramilowski_known,ramilowski
1873,TGFB1,TGFBR2,ramilowski_known,ramilowski
1874,TGFB1,TGFBR3,ramilowski_known,ramilowski
1875,TGFB2,TGFBR1,ramilowski_known,ramilowski
1876,TGFB2,TGFBR2,ramilowski_known,ramilowski
1877,TGFB2,TGFBR3,ramilowski_known,ramilowski
1878,TGFB3,ACVRL1,ramilowski_known,ramilowski
1879,TGFB3,TGFBR1,ramilowski_known,ramilowski
1880,TGFB3,TGFBR2,ramilowski_known,ramilowski
1881,TGFB3,TGFBR3,ramilowski_known,ramilowski
1882,THBS1,CD36,ramilowski_known,ramilowski
1883,THBS1,CD47,ramilowski_known,ramilowski
1884,THBS1,SDC1,ramilowski_known,ramilowski
1885,THBS2,CD47,ramilowski_known,ramilowski
1886,THPO,MPL,ramilowski_known,ramilowski
1887,TNFSF10,TNFRSF10A,ramilowski_known,ramilowski
1888,TNFSF10,TNFRSF10B,ramilowski_known,ramilowski
1889,TNFSF10,TNFRSF10C,ramilowski_known,ramilowski
1890,TNFSF10,TNFRSF10D,ramilowski_known,ramilowski
1891,TNFSF10,TNFRSF11B,ramilowski_known,ramilowski
1892,TNFSF11,TNFRSF11A,ramilowski_known,ramilowski
1893,TNFSF11,TNFRSF11B,ramilowski_known,ramilowski
1894,TNFSF12,TNFRSF12A,ramilowski_known,ramilowski
1895,TNFSF12,TNFRSF25,ramilowski_known,ramilowski
1896,TNFSF13B,TNFRSF13B,ramilowski_known,ramilowski
1897,TNFSF13B,TNFRSF13C,ramilowski_known,ramilowski
1898,TNFSF13B,TNFRSF17,ramilowski_known,ramilowski
1899,TNFSF13,TNFRSF13B,ramilowski_known,ramilowski
1900,TNFSF13,TNFRSF17,ramilowski_known,ramilowski
1901,TNFSF14,LTBR,ramilowski_known,ramilowski
1902,TNFSF14,TNFRSF14,ramilowski_known,ramilowski
1903,TNFSF14,TNFRSF6B,ramilowski_known,ramilowski
1904,TNFSF15,TNFRSF25,ramilowski_known,ramilowski
1905,TNFSF18,TNFRSF18,ramilowski_known,ramilowski
1906,TNFSF4,TNFRSF4,ramilowski_known,ramilowski
1907,TNFSF8,TNFRSF8,ramilowski_known,ramilowski
1908,TNFSF9,TNFRSF9,ramilowski_known,ramilowski
1909,TNF,LTBR,ramilowski_known,ramilowski
1910,TNF,TNFRSF1A,ramilowski_known,ramilowski
1911,TNF,TNFRSF1B,ramilowski_known,ramilowski
1912,TNF,TNFRSF21,ramilowski_known,ramilowski
1913,TPH1,HTR1A,ramilowski_known,ramilowski
1914,TPH1,HTR1B,ramilowski_known,ramilowski
1915,TPH1,HTR1D,ramilowski_known,ramilowski
1916,TPH1,HTR1E,ramilowski_known,ramilowski
1917,TPH1,HTR1F,ramilowski_known,ramilowski
1918,TPH1,HTR2A,ramilowski_known,ramilowski
1919,TPH1,HTR2B,ramilowski_known,ramilowski
1920,TPH1,HTR2C,ramilowski_known,ramilowski
1921,TPH1,HTR4,ramilowski_known,ramilowski
1922,TPH1,HTR5A,ramilowski_known,ramilowski
1923,TPH1,HTR6,ramilowski_known,ramilowski
1924,TPH1,HTR7,ramilowski_known,ramilowski
1925,TRH,TRHR,ramilowski_known,ramilowski
1926,TSHB,TSHR,ramilowski_known,ramilowski
1927,UCN2,CRHR1,ramilowski_known,ramilowski
1928,UCN2,CRHR2,ramilowski_known,ramilowski
1929,UCN3,CRHR2,ramilowski_known,ramilowski
1930,UCN,CRHR1,ramilowski_known,ramilowski
1931,UCN,CRHR2,ramilowski_known,ramilowski
1932,ULBP2,KLRK1,ramilowski_known,ramilowski
1933,UTS2B,UTS2R,ramilowski_known,ramilowski
1934,UTS2,UTS2R,ramilowski_known,ramilowski
1935,VCAM1,ITGA4,ramilowski_known,ramilowski
1936,VCAM1,ITGAD,ramilowski_known,ramilowski
1937,VCAM1,ITGB1,ramilowski_known,ramilowski
1938,VCAM1,ITGB2,ramilowski_known,ramilowski
1939,VEGFA,FLT1,ramilowski_known,ramilowski
1940,VEGFA,KDR,ramilowski_known,ramilowski
1941,VEGFA,NRP1,ramilowski_known,ramilowski
1942,VEGFA,NRP2,ramilowski_known,ramilowski
1943,VEGFB,FLT1,ramilowski_known,ramilowski
1944,VEGFB,NRP1,ramilowski_known,ramilowski
1945,VEGFC,FLT4,ramilowski_known,ramilowski
1946,VEGFC,KDR,ramilowski_known,ramilowski
1947,VEGFC,NRP2,ramilowski_known,ramilowski
1948,VEGFC,VIPR2,ramilowski_known,ramilowski
1949,VIP,ADCYAP1R1,ramilowski_known,ramilowski
1950,VIP,SCTR,ramilowski_known,ramilowski
1951,VIP,VIPR1,ramilowski_known,ramilowski
1952,VIP,VIPR2,ramilowski_known,ramilowski
1953,VTN,ITGA5,ramilowski_known,ramilowski
1954,VTN,ITGB3,ramilowski_known,ramilowski
1955,WNT11,FZD7,ramilowski_known,ramilowski
1956,WNT1,FZD3,ramilowski_known,ramilowski
1957,WNT1,FZD8,ramilowski_known,ramilowski
1958,WNT1,FZD9,ramilowski_known,ramilowski
1959,WNT1,RYK,ramilowski_known,ramilowski
1960,WNT3A,FZD6,ramilowski_known,ramilowski
1961,WNT3,FZD8,ramilowski_known,ramilowski
1962,WNT3,LRP6,ramilowski_known,ramilowski
1963,WNT3,RYK,ramilowski_known,ramilowski
1964,WNT4,FZD2,ramilowski_known,ramilowski
1965,WNT4,FZD6,ramilowski_known,ramilowski
1966,WNT5A,FZD2,ramilowski_known,ramilowski
1967,WNT5A,FZD4,ramilowski_known,ramilowski
1968,WNT5A,FZD6,ramilowski_known,ramilowski
1969,WNT5A,FZD7,ramilowski_known,ramilowski
1970,WNT5A,RYK,ramilowski_known,ramilowski
1971,WNT7A,FZD5,ramilowski_known,ramilowski
1972,WNT7B,FZD1,ramilowski_known,ramilowski
1973,WNT7B,FZD10,ramilowski_known,ramilowski
1974,WNT7B,LRP5,ramilowski_known,ramilowski
1975,XCL1,XCR1,ramilowski_known,ramilowski
1976,XCL2,XCR1,ramilowski_known,ramilowski
1977,YARS,CXCR1,ramilowski_known,ramilowski
1978,ZP3,MERTK,ramilowski_known,ramilowski
1979,CCL4,CCR5,kegg_cytokines,kegg
1980,PDGFD,PDGFRB,kegg_cytokines,kegg
1981,IFNA4,IFNAR2,kegg_cytokines,kegg
1982,IFNA4,IFNAR1,kegg_cytokines,kegg
1983,HLA-DRA,CD4,kegg_cams,kegg
1984,HLA-F,CD8A,kegg_cams,kegg
1985,ICOSLG,ICOS,kegg_cams,kegg
1986,NRXN1,NLGN1,kegg_cams,kegg
1987,SPN,SIGLEC1,kegg_cams,kegg
1988,ICOSLG,CD28,kegg_cams,kegg
1989,ICOSLG,CTLA4,kegg_cams,kegg
1990,CSHL1,GHR,kegg_neuroactive,kegg
1991,COL2A1,ITGB1,kegg_ecm,kegg
1992,COL2A1,ITGA1,kegg_ecm,kegg
1993,LAMA1,ITGB1,kegg_ecm,kegg
1994,LAMA1,ITGA1,kegg_ecm,kegg
1995,COL2A1,ITGA2,kegg_ecm,kegg
1996,LAMA1,ITGA2,kegg_ecm,kegg
1997,LAMA1,ITGA3,kegg_ecm,kegg
1998,COL2A1,ITGA3,kegg_ecm,kegg
1999,LAMA1,ITGA6,kegg_ecm,kegg
2000,LAMA1,ITGA7,kegg_ecm,kegg
2001,NPNT,ITGB1,kegg_ecm,kegg
2002,NPNT,ITGA8,kegg_ecm,kegg
2003,COL2A1,ITGA9,kegg_ecm,kegg
2004,LAMA1,ITGA9,kegg_ecm,kegg
2005,COL2A1,ITGA10,kegg_ecm,kegg
2006,COL2A1,ITGA11,kegg_ecm,kegg
2007,COL2A1,ITGAV,kegg_ecm,kegg
2008,COL2A1,ITGB8,kegg_ecm,kegg
2009,LAMA1,ITGAV,kegg_ecm,kegg
2010,LAMA1,ITGB8,kegg_ecm,kegg
2011,LAMA1,ITGB4,kegg_ecm,kegg
2012,COL2A1,CD44,kegg_ecm,kegg
2013,LAMA1,CD44,kegg_ecm,kegg
2014,COL2A1,SDC1,kegg_ecm,kegg
2015,LAMA1,SV2A,kegg_ecm,kegg
2016,COL2A1,GP6,kegg_ecm,kegg
2017,LAMA1,DAG1,kegg_ecm,kegg
2018,CCL3L3,CCR1,pharmacology,guide2pharmacology
2019,CCL3L3,CCR5,pharmacology,guide2pharmacology
2020,CCL3L3,CCR1,ramilowski_known,ramilowski
2021,CCL3L3,CCR5,ramilowski_known,ramilowski
2022,CCL5,SDC4,ppi_lr,ppi_prediction
2023,EDN2,EDNRB,ppi_lr,ppi_prediction
2024,CSF2,SDC2,ppi_lr,ppi_prediction
2025,LAMA1,GPC1,ppi_lr,ppi_prediction
2026,TDGF1,GPC1,ppi_lr,ppi_prediction
2027,WNT3,FZD1,ppi_lr,ppi_prediction
2028,NRG1,GPC1,ppi_lr,ppi_prediction
2029,DKK1,LRP5,ppi_lr,ppi_prediction
2030,LAMA1,SDC4,ppi_lr,ppi_prediction
2031,CCL5,SDC1,ppi_lr,ppi_prediction
2032,CALR,TSHR,ppi_lr,ppi_prediction
2033,WNT1,FZD1,ppi_lr,ppi_prediction
2034,CCL26,CCR1,ppi_lr,ppi_prediction
2035,CCL23,FPR2,ppi_lr,ppi_prediction
2036,CAMP,IGF1R,ppi_lr,ppi_prediction
2037,RSPO2,JMJD6,ppi_lr,ppi_prediction
2038,BTC,ERBB2,ppi_lr,ppi_prediction
2039,CTGF,FGFR3,ppi_lr,ppi_prediction
2040,IL6,HRH1,ppi_lr,ppi_prediction
2041,CTGF,FGFR2,ppi_lr,ppi_prediction
2042,GDF9,KIT,ppi_lr,ppi_prediction
2043,CCL3,CXCR5,ppi_lr,ppi_prediction
2044,CCL3,CCR3,ppi_lr,ppi_prediction
2045,TNF,TRAF2,ppi_lr,ppi_prediction
2046,CCL16,CCR8,ppi_lr,ppi_prediction
2047,CCL7,ACKR4,ppi_lr,ppi_prediction
2048,CCL16,CXCR5,ppi_lr,ppi_prediction
2049,FGF6,FGFR3,ppi_lr,ppi_prediction
2050,EFNA5,EPHB1,ppi_lr,ppi_prediction
2051,FGF2,SDC1,ppi_lr,ppi_prediction
2052,EGF,ERBB3,ppi_lr,ppi_prediction
2053,HGF,SDC1,ppi_lr,ppi_prediction
2054,CCL19,ACKR2,ppi_lr,ppi_prediction
2055,WNT1,LRP5,ppi_lr,ppi_prediction
2056,CNTF,IL6R,ppi_lr,ppi_prediction
2057,CTGF,LRP1,ppi_lr,ppi_prediction
2058,CCL3,ACKR2,ppi_lr,ppi_prediction
2059,CCL3,CCR4,ppi_lr,ppi_prediction
2060,CTGF,ERBB4,ppi_lr,ppi_prediction
2061,PDGFB,LRP1,ppi_lr,ppi_prediction
2062,CCL21,ACKR2,ppi_lr,ppi_prediction
2063,HBEGF,CD44,ppi_lr,ppi_prediction
2064,APOB,LRP2,ppi_lr,ppi_prediction
2065,INS,LRP2,ppi_lr,ppi_prediction
2066,EFNB2,EPHA3,ppi_lr,ppi_prediction
2067,INS,IGF1R,ppi_lr,ppi_prediction
2068,IAPP,RAMP1,ppi_lr,ppi_prediction
2069,ARF1,INSR,ppi_lr,ppi_prediction
2070,CCL27,ACKR2,ppi_lr,ppi_prediction
2071,CCL25,ACKR2,ppi_lr,ppi_prediction
2072,LAMA2,DAG1,ppi_lr,ppi_prediction
2073,CCL19,CCR10,ppi_lr,ppi_prediction
2074,EGF,ERBB2,ppi_lr,ppi_prediction
2075,FGF2,SDC3,ppi_lr,ppi_prediction
2076,CCL28,ACKR2,ppi_lr,ppi_prediction
2077,GHRL,GHRHR,ppi_lr,ppi_prediction
2078,CCL7,CCR10,ppi_lr,ppi_prediction
2079,VEGFD,NRP1,ppi_lr,ppi_prediction
2080,VEGFD,NRP2,ppi_lr,ppi_prediction
2081,APOB,CALCR,ppi_lr,ppi_prediction
2082,WNT1,ROR2,ppi_lr,ppi_prediction
2083,CTGF,EGFR,ppi_lr,ppi_prediction
2084,PDGFB,NRP1,ppi_lr,ppi_prediction
2085,EFNB2,EPHA5,ppi_lr,ppi_prediction
2086,EFNB2,SDC2,ppi_lr,ppi_prediction
2087,DKK1,KIT,ppi_lr,ppi_prediction
2088,FGF1,GPC1,ppi_lr,ppi_prediction
2089,FGF1,SDC4,ppi_lr,ppi_prediction
2090,FGF1,SDC2,ppi_lr,ppi_prediction
2091,DLK1,FGFR1,ppi_lr,ppi_prediction
2092,WNT3,TRAF2,ppi_lr,ppi_prediction
2093,TNF,DAG1,ppi_lr,ppi_prediction
2094,TNF,PTPRS,ppi_lr,ppi_prediction
2095,TNF,NEO1,ppi_lr,ppi_prediction
2096,GSTP1,NTRK1,ppi_lr,ppi_prediction
2097,RTN4,NTRK1,ppi_lr,ppi_prediction
2098,CALR,NTRK1,ppi_lr,ppi_prediction
2099,INSL3,ALK,ppi_lr,ppi_prediction
2100,EFNB2,SDC1,ppi_lr,ppi_prediction
2101,IL12B,IL23R,ppi_lr,ppi_prediction
2102,HBEGF,ERBB2,ppi_lr,ppi_prediction
2103,FGF2,GPC1,ppi_lr,ppi_prediction
2104,HBEGF,PRLR,ppi_lr,ppi_prediction
2105,PRL,ERBB4,ppi_lr,ppi_prediction
2106,EPO,KIT,ppi_lr,ppi_prediction
2107,NRG4,EGFR,ppi_lr,ppi_prediction
2108,FGF23,FGFR3,ppi_lr,ppi_prediction
2109,AREG,ERBB2,ppi_lr,ppi_prediction
2110,EREG,ERBB2,ppi_lr,ppi_prediction
2111,NRG2,ERBB2,ppi_lr,ppi_prediction
2112,IL6,ERBB2,ppi_lr,ppi_prediction
2113,EFNB2,LRP6,ppi_lr,ppi_prediction
2114,EFNB2,FZD6,ppi_lr,ppi_prediction
2115,EFNB2,EPHA2,ppi_lr,ppi_prediction
2116,EFNB2,INSR,ppi_lr,ppi_prediction
2117,EFNB2,ROR2,ppi_lr,ppi_prediction
2118,EFNB2,FZD5,ppi_lr,ppi_prediction
2119,EFNB2,LRP8,ppi_lr,ppi_prediction
2120,JAG2,FZD6,ppi_lr,ppi_prediction
2121,JAG2,EPHA2,ppi_lr,ppi_prediction
2122,JAG2,INSR,ppi_lr,ppi_prediction
2123,JAG2,ROR2,ppi_lr,ppi_prediction
2124,JAG2,FZD5,ppi_lr,ppi_prediction
2125,JAG2,LRP8,ppi_lr,ppi_prediction
2126,EFNB1,FZD5,ppi_lr,ppi_prediction
2127,EFNB1,LRP8,ppi_lr,ppi_prediction
2128,ANXA1,EPHA5,ppi_lr,ppi_prediction
2129,NDP,LRP5,ppi_lr,ppi_prediction
2130,RTN4,ROR2,ppi_lr,ppi_prediction
2131,EFNB2,UNC5C,ppi_lr,ppi_prediction
2132,EFNB2,LRP2,ppi_lr,ppi_prediction
2133,JAG2,LRP2,ppi_lr,ppi_prediction
2134,EFNB1,LRP2,ppi_lr,ppi_prediction
2135,LAMB1,SDC2,ppi_lr,ppi_prediction
2136,LAMB1,SDC1,ppi_lr,ppi_prediction
2137,TF,SDC1,ppi_lr,ppi_prediction
2138,ARF1,FAS,ppi_lr,ppi_prediction
2139,APOB,ERBB2,ppi_lr,ppi_prediction
2140,APOB,EGFR,ppi_lr,ppi_prediction
2141,APOB,PTPRF,ppi_lr,ppi_prediction
2142,APOB,MET,ppi_lr,ppi_prediction
2143,CALR,FAS,ppi_lr,ppi_prediction
2144,UTS2,FAS,ppi_lr,ppi_prediction
2145,LAMB1,FAS,ppi_lr,ppi_prediction
2146,ANXA1,HMMR,ppi_lr,ppi_prediction
2147,ARF1,MYLK,ppi_lr,ppi_prediction
2148,ARF1,LRP5,ppi_lr,ppi_prediction
2149,ARF1,HMMR,ppi_lr,ppi_prediction
2150,GSTP1,MYLK,ppi_lr,ppi_prediction
2151,GSTP1,LRP5,ppi_lr,ppi_prediction
