,TF,target
3199,Pparg,Il4
3200,Pparg,Hgf
3201,Pparg,Gyk
3202,Pparg,Gk2
3203,Pparg,Gata3
3204,Pparg,Fn1
3205,Pparg,Acsl1
3206,Pparg,Fabp2
3207,Pparg,Egr1
3208,Pparg,Dbi
3209,Pparg,Cpt1b
3210,Pparg,Cpt1a
3211,Pparg,Cd36
3212,Pparg,Casp3
3213,Pparg,Bcl2
3214,Pparg,Atp2a2
3215,Pparg,Aqp7
3216,Pparg,Apoe
3217,Pparg,Fabp4
3218,Pparg,Adipoq
3219,Pparg,Acox1
3220,Pparg,Acaa1a
3221,Pparg,Abcg1
3222,Pparg,Olr1
3223,Pparg,Cyp27a1
3224,Pparg,Plin1
3225,Pparg,mmu-miR-182-5p
3226,Pparg,mmu-miR-183-5p
3227,Pparg,mmu-miR-205-5p
3228,Pparg,mmu-miR-96-5p
3229,Pparg,mmu-miR-103-3p
3230,Pparg,mmu-miR-148b-3p
3231,Pparg,mmu-miR-378a-5p
3232,Pparg,Acsbg1
3233,Pparg,Mmp1b
3234,Pparg,Mmp1a
3235,Pparg,C1qtnf3
3236,Pparg,Cpt1c
3237,Pparg,Senp2
3238,Pparg,Pck2
3239,Pparg,Acsl3
3240,Pparg,Paqr7
3241,Pparg,Bcmo1
3242,Pparg,Angptl4
3243,Pparg,Plin4
3244,Pparg,Acsl4
3245,Pparg,Acsl5
3246,Pparg,Cat
3247,Pparg,Cav1
3248,Pparg,Ccnd1
3249,Pparg,Cidea
3250,Pparg,Cidec
3251,Pparg,Cops5
3252,Pparg,Csf1
3253,Pparg,Csf2
3254,Pparg,Fgf1
3255,Pparg,Gck
3256,Pparg,Gys2
3257,Pparg,Hmox1
3258,Pparg,Ifng
3259,Pparg,Il2
3260,Pparg,Insr
3261,Pparg,Klf5
3262,Pparg,Lipe
3263,Pparg,Maf
3264,Pparg,Mstn
3265,Pparg,Muc1
3266,Pparg,Pcx
3267,Pparg,Pdx1
3268,Pparg,Plin2
3269,Pparg,Plin5
3270,Pparg,Retn
3271,Pparg,Scnn1g
3272,Pparg,Serpine1
3273,Pparg,Slc2a2
3274,Pparg,Sod2
3275,Pparg,Trp53
3276,Rapgef3,mmu-miR-124-3p
3277,Rara,Hoxa4
3278,Rara,Hoxa1
3279,Rara,H1f0
3280,Rara,Flii
3281,Rara,Fli1
3282,Rara,Cryab
3283,Rara,Col1a2
3284,Rara,Chat
3285,Rara,Ccna1
3286,Rara,Ctnnb1
3287,Rara,Aldh1a1
3288,Rara,Grip1
3289,Rara,Rqcd1
3290,Rara,Lgals12
3291,Rara,Sh2d3c
3292,Rara,Ucp1
3293,Rara,Trh
3294,Rara,Nr2c1
3295,Rara,Nkx2-1
3296,Rara,Tgm2
3297,Rara,Tgm1
3298,Rara,Tgfbr3
3299,Rara,Slc18a3
3300,Rara,Scd1
3301,Rara,Rbp2
3302,Rara,Rara
3303,Rara,Pthlh
3304,Rara,Psmc5
3305,Rara,Pou5f1
3306,Rara,Etv4
3307,Rara,Pcp2
3308,Rara,Nsd1
3309,Rara,Ngfr
3310,Rara,Ncoa2
3311,Rara,Mdk
3312,Rara,Lamb1
3313,Rara,Jup
3314,Rara,Hoxa5
3315,Rara,Hoxb1
3316,Rara,Cebpe
3317,Rara,Klf5
3318,Rara,Abcc2
3319,Rara,Nepn
3320,Rara,Pitx2
3321,Rara,Rare1
3322,Rara,Rare2
3323,Rara,Stat1
3324,Rarb,Npdc1
3325,Rarb,H1f0
3326,Rarb,Flii
3327,Rarb,Fli1
3328,Rarb,Fas
3329,Rarb,Cryab
3330,Rarb,Col1a2
3331,Rarb,Ctnnb1
3332,Rarb,Ucp1
3333,Rarb,Lgals12
3334,Rarb,Rqcd1
3335,Rarb,Grip1
3336,Rarb,Trh
3337,Rarb,Pck1
3338,Rarb,Pcp2
3339,Rarb,Pou5f1
3340,Rarb,Rara
3341,Rarb,Scd1
3342,Rarb,Tgfbr3
3343,Rarb,Tgm1
3344,Rarb,Tgm2
3345,Rarb,Nkx2-1
3346,Rarb,Rarb
3347,Rarb,Jun
3348,Rarb,Lamb1
3349,Rarb,Mdk
3350,Rarb,Ncoa2
3351,Rarb,Hoxa1
3352,Rarb,Pitx2
3353,Rarb,Rdh2
3354,Rbl1,Myc
3355,Rbl1,Alpl
3356,Rbl1,Fgf2
3357,Rbl1,Hes1
3358,Rbl1,Mybl2
3359,Rbl1,Mycn
3360,Rbpj,Ptcra
3361,Rbpj,Myc
3362,Rbpj,Hes5
3363,Rbpj,Hes1
3364,Rbpj,Fgr
3365,Rbpj,Fcer2a
3366,Rbpj,Cr2
3367,Rbpj,Ascl1
3368,Rbpj,Birc5
3369,Rbpj,Cdh2
3370,Rbpj,Cdkn1a
3371,Rbpj,Fos
3372,Rbpj,Hesx1
3373,Rbpj,Hoxd1
3374,Rbpj,Lfng
3375,Rbpj,Nfatc1
3376,Rbpj,Nodal
3377,Rbpj,Olig2
3378,Rbpj,Plcg2
3379,Rbpj,Prdm1
3380,Rbpj,Rlim
3381,Rbpj,Sox9
3382,Rbpj,Tyrobp
3383,Rbpjl,Myc
3384,Rbpjl,Cr2
3385,Rbpjl,Fcer2a
3386,Rbpjl,Fgr
3387,Rbpjl,Hes1
3388,Rbpjl,Hes5
3389,Rbpjl,Ptcra
3390,Rel,Tnf
3391,Rel,Rdh7
3392,Rel,Nol3
3393,Rel,Il12a
3394,Rel,Il12b
3395,Rel,Il2
3396,Rel,Msx1
3397,Rel,Myc
3398,Rel,Nos2
3399,Rel,Bcl2a1d
3400,Rel,Birc3
3401,Rel,Ccl2
3402,Rel,Ccl5
3403,Rel,Cebpd
3404,Rel,E2f3
3405,Rel,Ezh2
3406,Rel,Foxp3
3407,Rel,Ifng
3408,Rel,Igk
3409,Rel,Il1b
3410,Rel,Il21
3411,Rel,Il23a
3412,Rel,Il4
3413,Rel,Ngb
3414,Rel,Pthlh
3415,Rel,Rc3h1
3416,Rel,Rorc
3417,Rel,Sod2
3418,Rel,Tcrg-C1
3419,Rel,Tnfaip3
3420,Rel,Wt1
3421,Rela,Figf
3422,Rela,Afp
3423,Rela,Akt1
3424,Rela,Birc3
3425,Rela,Birc2
3426,Rela,Xiap
3427,Rela,Bcl2
3428,Rela,Bcl2a1a
3429,Rela,Bcl2a1b
3430,Rela,Bcl2a1c
3431,Rela,Bcl2a1d
3432,Rela,Bcl2l1
3433,Rela,Bik
3434,Rela,Blk
3435,Rela,Casp8
3436,Rela,Ccnd1
3437,Rela,Cebpb
3438,Rela,Cebpg
3439,Rela,Chat
3440,Rela,Socs3
3441,Rela,F3
3442,Rela,Fas
3443,Rela,Fasl
3444,Rela,Cxcl1
3445,Rela,Hif1a
3446,Rela,Cxcl10
3447,Rela,Ifnb1
3448,Rela,Il12a
3449,Rela,Il12b
3450,Rela,Il18
3451,Rela,Il1a
3452,Rela,Il1b
3453,Rela,Il2
3454,Rela,Il2ra
3455,Rela,Ebi3
3456,Rela,Birc7
3457,Rela,Ep300
3458,Rela,Tnfsf15
3459,Rela,Sh2d3c
3460,Rela,Wt1
3461,Rela,Vegfc
3462,Rela,Vegfb
3463,Rela,Vegfa
3464,Rela,Vcam1
3465,Rela,Traf6
3466,Rela,Traf5
3467,Rela,Traf4
3468,Rela,Traf3
3469,Rela,Traf2
3470,Rela,Traf1
3471,Rela,Tnfrsf10b
3472,Rela,Tnfaip3
3473,Rela,Tnf
3474,Rela,Tert
3475,Rela,Cxcl2
3476,Rela,Ccl4
3477,Rela,Ccl2
3478,Rela,Relb
3479,Rela,Rel
3480,Rela,Ptgs2
3481,Rela,Atp12a
3482,Rela,Ppara
3483,Rela,Plau
3484,Rela,Pgf
3485,Rela,Pcna
3486,Rela,Olfr54
3487,Rela,Nos2
3488,Rela,Nfkbia
3489,Rela,Nfkb2
3490,Rela,Gadd45b
3491,Rela,Myc
3492,Rela,Myb
3493,Rela,Mmp9
3494,Rela,Cxcl9
3495,Rela,Smad7
3496,Rela,Il6
3497,Rela,Nol3
3498,Rela,Il23a
3499,Rela,Agt
3500,Rela,Apoe
3501,Rela,Cdkn2a
3502,Rela,Bmp2
3503,Rela,Cacna1c
3504,Rela,Ccl12
3505,Rela,Ccl20
3506,Rela,Ccl5
3507,Rela,Cd38
3508,Rela,Cd40
3509,Rela,Cd80
3510,Rela,Cd86
3511,Rela,Cdk9
3512,Rela,Cdkn1b
3513,Rela,Cdx2
3514,Rela,Cflar
3515,Rela,Cldn5
3516,Rela,Col1a1
3517,Rela,Csf1
3518,Rela,Cxadr
3519,Rela,Cxcl11
3520,Rela,Cxcl15
3521,Rela,Cxcr4
3522,Rela,Cyp11a1
3523,Rela,Dcst1
3524,Rela,Dcst2
3525,Rela,Dmp1
3526,Rela,Dnmt1
3527,Rela,Duox2
3528,Rela,Epas1
3529,Rela,Kdm2a
3530,Rela,Fn1
3531,Rela,Fos
3532,Rela,Fth1
3533,Rela,Gabre
3534,Rela,Gli1
3535,Rela,Hes1
3536,Rela,Hgf
3537,Rela,Hk
3538,Rela,Hsd11b2
3539,Rela,Icam1
3540,Rela,Ifng
3541,Rela,Igf2bp2
3542,Rela,Igk
3543,Rela,Il10
3544,Rela,Il4
3545,Rela,Il9
3546,Rela,Irf4
3547,Rela,Itch
3548,Rela,Klf5
3549,Rela,Klrb1c
3550,Rela,Ltc4s
3551,Rela,Map3k8
3552,Rela,Met
3553,Rela,Mgmt
3554,Rela,Mmp3
3555,Rela,Mmp14
3556,Rela,Nfkb1
3557,Rela,Ngb
3558,Rela,Nrf1
3559,Rela,Pdk4
3560,Rela,Pecam1
3561,Rela,Pglyrp1
3562,Rela,Phex
3563,Rela,Ppm1d
3564,Rela,Psme2
3565,Rela,Ptafr
3566,Rela,Pten
3567,Rela,Ptpn1
3568,Rela,Reg3b
3569,Rela,Ripk2
3570,Rela,Rorc
3571,Rela,Selp
3572,Rela,Serpine2
3573,Rela,Shh
3574,Rela,Slc1a2
3575,Rela,Slc2a4
3576,Rela,Sod2
3577,Rela,Sox9
3578,Rela,Stim1
3579,Rela,Stk39
3580,Rela,Tcrg-C1
3581,Rela,Tec
3582,Rela,Tlr2
3583,Rela,Tnfrsf4
3584,Rela,Tnfsf13b
3585,Rela,Trim63
3586,Rela,Trp53
3587,Rela,Trp63
3588,Rela,Trp73
3589,Rela,Twist1
3590,Rela,Upp1
3591,Rela,Yy1
3592,Relb,Cxcl2
3593,Relb,LOC100041593
3594,Relb,Cxcl12
3595,Relb,Tnfsf13b
3596,Relb,Ccl19
3597,Relb,Cd40
3598,Relb,LOC100041504
3599,Relb,Gm2023
3600,Relb,Ccl21a
3601,Relb,Relb
3602,Relb,LOC100862177
3603,Relb,Myb
3604,Relb,Aire
3605,Relb,Cdkn1a
3606,Relb,Cxcl1
3607,Relb,Icam1
3608,Relb,Gm1987
3609,Relb,Gm13304
3610,Relb,Gm10591
3611,Relb,Ccl21c
3612,Relb,Ccl21b
3613,Relb,Birc2
3614,Relb,Ccnd1
3615,Relb,Hes1
3616,Relb,Myc
3617,Relb,Tcrg-C1
3618,Rfx5,H2-Aa
3619,Rfx5,Cd74
3620,Rfx5,H2-Ob
3621,Rfx5,H2-Oa
3622,Rfx5,H2-DMb2
3623,Rfx5,H2-DMb1
3624,Rfx5,H2-DMa
3625,Rfx5,H2-Eb1
3626,Rfx5,H2-Ab1
3627,Rfx5,H2-Ea-ps
3628,Rfxank,H2-Ab1
3629,Rfxank,H2-Eb1
3630,Rfxank,Cd74
3631,Rfxank,H2-Ob
3632,Rfxank,H2-Ea-ps
3633,Rfxank,H2-Aa
3634,Rfxank,H2-Oa
3635,Rfxank,H2-DMb2
3636,Rfxank,H2-DMb1
3637,Rfxank,H2-DMa
3638,Rfxap,Cd74
3639,Rfxap,H2-Ea-ps
3640,Rfxap,H2-Aa
3641,Rfxap,H2-Oa
3642,Rfxap,H2-Ob
3643,Rfxap,H2-DMb2
3644,Rfxap,H2-DMb1
3645,Rfxap,H2-DMa
3646,Rfxap,H2-Eb1
3647,Rfxap,H2-Ab1
3648,Runx1,Jup
3649,Runx1,Csf1r
3650,Runx1,AI467606
3651,Runx1,Art1
3652,Runx1,Cd40
3653,Runx1,Cd79a
3654,Runx1,Cdkn2a
3655,Runx1,Cebpa
3656,Runx1,Fxyd2
3657,Runx1,Ifng
3658,Runx1,Igfbp3
3659,Runx1,Il2
3660,Runx1,Il23a
3661,Runx1,Mpl
3662,Runx1,Piezo2
3663,Runx1,Slc22a17
3664,Runx1,Smad6
3665,Runx1,Spi1
3666,Rxra,Cd36
3667,Rxra,Aqp7
3668,Rxra,Apoc3
3669,Rxra,Apoa2
3670,Rxra,Apoa1
3671,Rxra,Fabp4
3672,Rxra,Adipoq
3673,Rxra,Acox1
3674,Rxra,Acaa1a
3675,Rxra,Acadm
3676,Rxra,Acadl
3677,Rxra,Olr1
3678,Rxra,Plin1
3679,Rxra,Cyp27a1
3680,Rxra,Cyp4a32
3681,Rxra,Ubc
3682,Rxra,Ucp1
3683,Rxra,Nr1h3
3684,Rxra,Cyp4a29-ps
3685,Rxra,Acaa1b
3686,Rxra,Slc27a1
3687,Rxra,Slc27a4
3688,Rxra,Cyp4a12a
3689,Rxra,Scd3
3690,Rxra,Acsbg2
3691,Rxra,Scd4
3692,Rxra,Acsl5
3693,Rxra,Cyp4a30b-ps
3694,Rxra,Acsl4
3695,Rxra,Fads2
3696,Rxra,Angptl4
3697,Rxra,Apoa5
3698,Rxra,Cyp4a31
3699,Rxra,Ehhadh
3700,Rxra,Acsl3
3701,Rxra,Pck2
3702,Rxra,Cpt1c
3703,Rxra,Acox3
3704,Rxra,Mmp1a
3705,Rxra,Mmp1b
3706,Rxra,Acox2
3707,Rxra,Acsbg1
3708,Rxra,Me1
3709,Rxra,Pck1
3710,Rxra,Pdpk1
3711,Rxra,Pltp
3712,Rxra,Scd1
3713,Rxra,Scd2
3714,Rxra,Scp2
3715,Rxra,Sorbs1
3716,Rxra,Acsl6
3717,Rxra,Ilk
3718,Rxra,Hmgcs2
3719,Rxra,Fabp3
3720,Rxra,Gyk
3721,Rxra,Gk2
3722,Rxra,Acsl1
3723,Rxra,Fabp1
3724,Rxra,Cyp4a10
3725,Rxra,Cyp4a12b
3726,Rxra,Lpl
3727,Rxra,Cyp4a14
3728,Rxra,Cyp7a1
3729,Rxra,Cyp8b1
3730,Rxra,Dbi
3731,Rxra,Cpt2
3732,Rxra,Cpt1b
3733,Rxra,Cpt1a
3734,Rxra,Abcb11
3735,Rxra,Amelx
3736,Rxra,Cyp26a1
3737,Rxra,Cyp2b10
3738,Rxra,Dr1
3739,Rxra,Lipe
3740,Rxra,Mpo
3741,Rxra,Abcc2
3742,Rxra,Mttp
3743,Rxra,Nr0b2
3744,Rxra,Pcx
3745,Rxra,Rare1
3746,Rxra,Rare2
3747,Rxra,Srebf1
3748,Rxrb,Apoc3
3749,Rxrb,Cyp4a32
3750,Rxrb,Plin1
3751,Rxrb,Cyp27a1
3752,Rxrb,Olr1
3753,Rxrb,Acadl
3754,Rxrb,Acadm
3755,Rxrb,Acaa1a
3756,Rxrb,Acox1
3757,Rxrb,Adipoq
3758,Rxrb,Acsbg1
3759,Rxrb,Acox2
3760,Rxrb,Mmp1b
3761,Rxrb,Mmp1a
3762,Rxrb,Acox3
3763,Rxrb,Cpt1c
3764,Rxrb,Pck2
3765,Rxrb,Acsl3
3766,Rxrb,Ehhadh
3767,Rxrb,Cyp4a31
3768,Rxrb,Apoa5
3769,Rxrb,Angptl4
3770,Rxrb,Fads2
3771,Rxrb,Acsl4
3772,Rxrb,Cyp4a30b-ps
3773,Rxrb,Acsl5
3774,Rxrb,Scd4
3775,Rxrb,Acsbg2
3776,Rxrb,Scd3
3777,Rxrb,Cyp4a12a
3778,Rxrb,Slc27a4
3779,Rxrb,Slc27a1
3780,Rxrb,Acaa1b
3781,Rxrb,Cyp4a29-ps
3782,Rxrb,Nr1h3
3783,Rxrb,Ucp1
3784,Rxrb,Ubc
3785,Rxrb,Acsl6
3786,Rxrb,Sorbs1
3787,Rxrb,Scp2
3788,Rxrb,Scd2
3789,Rxrb,Scd1
3790,Rxrb,Pltp
3791,Rxrb,Pdpk1
3792,Rxrb,Pck1
3793,Rxrb,Me1
3794,Rxrb,Lpl
3795,Rxrb,Ilk
3796,Rxrb,Hmgcs2
3797,Rxrb,Gyk
3798,Rxrb,Gk2
3799,Rxrb,Acsl1
3800,Rxrb,Fabp1
3801,Rxrb,Fabp3
3802,Rxrb,Dbi
3803,Rxrb,Cyp8b1
3804,Rxrb,Cyp7a1
3805,Rxrb,Cyp4a14
3806,Rxrb,Cyp4a12b
3807,Rxrb,Cyp4a10
3808,Rxrb,Cpt2
3809,Rxrb,Cpt1b
3810,Rxrb,Cpt1a
3811,Rxrb,Cd36
3812,Rxrb,Aqp7
3813,Rxrb,Apoa2
3814,Rxrb,Apoa1
3815,Rxrb,Fabp4
3816,Rxrb,Pcx
3817,Rxrg,Cyp4a32
3818,Rxrg,Plin1
3819,Rxrg,Cyp27a1
3820,Rxrg,Olr1
3821,Rxrg,Acadl
3822,Rxrg,Acadm
3823,Rxrg,Acaa1a
3824,Rxrg,Acox1
3825,Rxrg,Adipoq
3826,Rxrg,Fabp4
3827,Rxrg,Apoa1
3828,Rxrg,Apoa2
3829,Rxrg,Apoc3
3830,Rxrg,Aqp7
3831,Rxrg,Cd36
3832,Rxrg,Cpt1a
3833,Rxrg,Cpt1b
3834,Rxrg,Cpt2
3835,Rxrg,Cyp4a10
3836,Rxrg,Cyp4a12b
3837,Rxrg,Cyp4a14
3838,Rxrg,Cyp7a1
3839,Rxrg,Cyp8b1
3840,Rxrg,Dbi
3841,Rxrg,Fabp3
3842,Rxrg,Fabp1
3843,Rxrg,Acsl1
3844,Rxrg,Gk2
3845,Rxrg,Gyk
3846,Rxrg,Hmgcs2
3847,Rxrg,Ilk
3848,Rxrg,Lpl
3849,Rxrg,Me1
3850,Rxrg,Pck1
3851,Rxrg,Pdpk1
3852,Rxrg,Pltp
3853,Rxrg,Scd1
3854,Rxrg,Scd2
3855,Rxrg,Scp2
3856,Rxrg,Sorbs1
3857,Rxrg,Acsl6
3858,Rxrg,Ubc
3859,Rxrg,Fads2
3860,Rxrg,Angptl4
3861,Rxrg,Apoa5
3862,Rxrg,Cyp4a31
3863,Rxrg,Ehhadh
3864,Rxrg,Acsl3
3865,Rxrg,Pck2
3866,Rxrg,Cpt1c
3867,Rxrg,Acox3
3868,Rxrg,Mmp1a
3869,Rxrg,Mmp1b
3870,Rxrg,Acox2
3871,Rxrg,Acsbg1
3872,Rxrg,Ucp1
3873,Rxrg,Nr1h3
3874,Rxrg,Cyp4a29-ps
3875,Rxrg,Acaa1b
3876,Rxrg,Slc27a1
3877,Rxrg,Slc27a4
3878,Rxrg,Cyp4a12a
3879,Rxrg,Scd3
3880,Rxrg,Acsbg2
3881,Rxrg,Scd4
3882,Rxrg,Acsl5
3883,Rxrg,Cyp4a30b-ps
3884,Rxrg,Acsl4
3885,Sirt1,Fos
3886,Sirt1,Abcb1a
3887,Sirt1,Bcl2l1
3888,Sirt1,Bclaf1
3889,Sirt1,Crp
3890,Sirt1,Dkk1
3891,Sirt1,Hes1
3892,Sirt1,Il6
3893,Sirt1,Mmp13
3894,Sirt1,Mmp9
3895,Sirt1,Nox1
3896,Sirt1,Nr0b2
3897,Sirt1,Nr1i2
3898,Sirt1,Hcrtr2
3899,Sirt1,Parp1
3900,Sirt1,Pparg
3901,Sirt1,Rela
3902,Sirt1,Retn
3903,Sirt1,Rictor
3904,Sirt1,Scnn1a
3905,Sirt1,Shc1
3906,Sirt1,Sirt6
3907,Sirt1,Smad3
3908,Sirt1,Srebf1
3909,Sirt1,Timp1
3910,Sirt1,Trp53
3911,Sirt1,Ucp2
3912,Smad1,Id2
3913,Smad1,Id3
3914,Smad1,Id4
3915,Smad1,Col5a1
3916,Smad1,Id1
3917,Smad1,Bmp2
3918,Smad1,Cdkn1a
3919,Smad1,Col1a1
3920,Smad1,Col2a1
3921,Smad1,Col4a1
3922,Smad1,Col4a2
3923,Smad1,Creld2
3924,Smad1,Dsg4
3925,Smad1,Hey1
3926,Smad1,Hhex
3927,Smad1,Ifi204
3928,Smad1,Msx2
3929,Smad1,Nkx2-5
3930,Smad1,Ovol2
3931,Smad1,Runx1
3932,Smad1,Runx2
3933,Smad1,Smad6
3934,Smad1,Spp1
3935,Smad1,Tbx20
3936,Smad1,Tlx2
3937,Smad1,Tnfrsf11b
3938,Smad1,Tnfsf11
3939,Smad2,Foxh1
3940,Smad2,Col1a1
3941,Smad2,Col5a1
3942,Smad2,Col3a1
3943,Smad2,Cdkn2b
3944,Smad2,Cdkn1a
3945,Smad2,Acvr1b
3946,Smad2,Myc
3947,Smad2,Gnrhr
3948,Smad2,Slc2a1
3949,Smad2,Tgfb1
3950,Smad2,Pitx2
3951,Smad2,Afp
3952,Smad2,Becn1
3953,Smad2,Dapk1
3954,Smad2,Fbln5
3955,Smad2,Foxp3
3956,Smad2,Fshb
3957,Smad2,Gadd45b
3958,Smad2,Gsc
3959,Smad2,H19
3960,Smad2,Hes1
3961,Smad2,Hoxd11
3962,Smad2,Il2
3963,Smad2,Il9
3964,Smad2,Nanog
3965,Smad2,Pparg
3966,Smad2,Rgcc
3967,Smad2,Skil
3968,Smad2,Acta2
3969,Smad3,Bax
3970,Smad3,Nol3
3971,Smad3,Itga5
3972,Smad3,Gnrhr
3973,Smad3,Gast
3974,Smad3,Col1a1
3975,Smad3,Col5a1
3976,Smad3,Col3a1
3977,Smad3,Cebpd
3978,Smad3,Cebpb
3979,Smad3,Cdkn2b
3980,Smad3,Cdkn1a
3981,Smad3,Cdk2
3982,Smad3,Ctnnb1
3983,Smad3,Bcl2
3984,Smad3,Acta2
3985,Smad3,Eif4enif1
3986,Smad3,Dspp
3987,Smad3,Erbb2ip
3988,Smad3,Sf3b2
3989,Smad3,Pex6
3990,Smad3,Tgfb1
3991,Smad3,Sstr2
3992,Smad3,Slc2a1
3993,Smad3,Pparg
3994,Smad3,Pitx2
3995,Smad3,Pcna
3996,Smad3,Nkx3-1
3997,Smad3,Myc
3998,Smad3,Angptl2
3999,Smad3,Ccl2
4000,Smad3,Cdh1
4001,Smad3,Cldn3
4002,Smad3,Col1a2
4003,Smad3,Col2a1
4004,Smad3,Ctgf
4005,Smad3,Cxadr
4006,Smad3,Dapk1
4007,Smad3,Enpp1
4008,Smad3,Fbln5
4009,Smad3,Fn1
4010,Smad3,Foxp3
4011,Smad3,Fshb
4012,Smad3,Gadd45b
4013,Smad3,Gsc
4014,Smad3,H19
4015,Smad3,Il2
4016,Smad3,Il23a
4017,Smad3,Il31
4018,Smad3,Il9
4019,Smad3,Jun
4020,Smad3,Lgals9
4021,Smad3,Mir433
4022,Smad3,Mmp9
4023,Smad3,Myocd
4024,Smad3,Nedd9
4025,Smad3,Nov
4026,Smad3,Ocln
4027,Smad3,Plau
4028,Smad3,Ppargc1a
4029,Smad3,Psme3
4030,Smad3,Rif1
4031,Smad3,Runx2
4032,Smad3,Serpine1
4033,Smad3,Sirt1
4034,Smad3,Smad7
4035,Smad3,Snai1
4036,Smad3,Tagln
4037,Smad3,Tnfsf13b
4038,Smad3,Tpsab1
4039,Smad3,Tpt1
4040,Smad3,Vegfa
4041,Smad4,Cdkn1a
4042,Smad4,Cdkn2b
4043,Smad4,Cebpb
4044,Smad4,Id1
4045,Smad4,Id2
4046,Smad4,Id3
4047,Smad4,Id4
4048,Smad4,Slc2a1
4049,Smad4,Myc
4050,Smad4,Pitx2
4051,Smad4,Afp
4052,Smad4,Bmpr1b
4053,Smad4,Cdh1
4054,Smad4,Cldn3
4055,Smad4,Col2a1
4056,Smad4,Cxadr
4057,Smad4,Dapk1
4058,Smad4,Dsg4
4059,Smad4,Fshb
4060,Smad4,Gadd45b
4061,Smad4,Gast
4062,Smad4,Gsc
4063,Smad4,H19
4064,Smad4,Hgf
4065,Smad4,Hhex
4066,Smad4,Ifi204
4067,Smad4,Il10
4068,Smad4,Il9
4069,Smad4,Jun
4070,Smad4,Mmp7
4071,Smad4,Muc5ac
4072,Smad4,Nkx2-1
4073,Smad4,Nkx2-5
4074,Smad4,Ocln
4075,Smad4,Pparg
4076,Smad4,Scnn1a
4077,Smad4,Skil
4078,Smad4,Smad7
4079,Smad4,Snai1
4080,Smad4,Sstr2
4081,Smad4,Tgfb1
4082,Smad4,Tgfbr2
4083,Smad4,Tlx2
4084,Smad4,Tnfsf13b
4085,Smad4,Tpsab1
4086,Smad4,Vegfa
4087,Smad5,Id2
4088,Smad5,Id4
4089,Smad5,Id3
4090,Smad5,Id1
4091,Smad5,Bmp2
4092,Smad5,Col2a1
4093,Smad5,Creld2
4094,Smad5,Dsg4
4095,Smad5,Ifi204
4096,Smad5,Ovol2
4097,Smad5,Smad6
4098,Smad5,Nr2e1
4099,Smad7,Col1a1
4100,Smad7,Muc4
4101,Smad7,Acvr1b
4102,Smad7,Col3a1
4103,Smad7,Col5a1
4104,Smad7,Col1a2
4105,Smad7,Glb1
4106,Smad7,Met
4107,Smad7,Nfkbia
4108,Smad7,Smad3
4109,Smad7,Tgfb1
4110,Smad7,Tnfsf13b
4111,Smad7,Vegfa
4112,Smad9,Id3
4113,Smad9,Id4
4114,Smad9,Id1
4115,Smad9,Id2
4116,Smad9,Bmpr1b
4117,Sos1,Spred3
4118,Sos1,Spred1
4119,Sos1,Spred2
4120,Sos1,Bcl2l1
4121,Sos1,Ccnd1
4122,Sos1,Ccnd2
4123,Sos1,Ccnd3
4124,Sos1,Myc
4125,Sos1,Spry4
4126,Sos1,Spry2
4127,Sos1,Spry1
4128,Sos1,Spry3
4129,Sos2,Myc
4130,Sos2,Spry3
4131,Sos2,Spry1
4132,Sos2,Ccnd1
4133,Sos2,Spry2
4134,Sos2,Ccnd2
4135,Sos2,Spry4
4136,Sos2,Ccnd3
4137,Sos2,Bcl2l1
4138,Sos2,Spred2
4139,Sos2,Spred1
4140,Sos2,Spred3
4141,Sp1,Col1a1
4142,Sp1,Setdb1
4143,Sp1,Nol3
4144,Sp1,Lcn8
4145,Sp1,Mtch1
4146,Sp1,Adar
4147,Sp1,Nup210
4148,Sp1,Atp2a3
4149,Sp1,Dlc1
4150,Sp1,Hdac1
4151,Sp1,Tnfsf15
4152,Sp1,Zfp354c
4153,Sp1,Pttg1
4154,Sp1,Gyg
4155,Sp1,Abcd2
4156,Sp1,Ppia
4157,Sp1,Mapk3
4158,Sp1,Mapk1
4159,Sp1,Cldn19
4160,Sp1,Yy1
4161,Sp1,Vim
4162,Sp1,Vdr
4163,Sp1,Ugcg
4164,Sp1,Ucp2
4165,Sp1,Tyms
4166,Sp1,Tnfrsf8
4167,Sp1,Tnfrsf10b
4168,Sp1,Ptx3
4169,Sp1,Rac2
4170,Sp1,Rag2
4171,Sp1,Rel
4172,Sp1,Acta1
4173,Sp1,Ahr
4174,Sp1,Ahrr
4175,Sp1,Alpl
4176,Sp1,Prdx3
4177,Sp1,Birc5
4178,Sp1,Aprt
4179,Sp1,Mmp28
4180,Sp1,Rhob
4181,Sp1,Akr1b7
4182,Sp1,Bach1
4183,Sp1,Bak1
4184,Sp1,Bax
4185,Sp1,Bcl3
4186,Sp1,Bdkrb1
4187,Sp1,Brca1
4188,Sp1,Bsg
4189,Sp1,Pdia4
4190,Sp1,Casp9
4191,Sp1,Cbx2
4192,Sp1,Ccnd1
4193,Sp1,Ccnd2
4194,Sp1,Ccnd3
4195,Sp1,Cd14
4196,Sp1,Cd24a
4197,Sp1,Cd34
4198,Sp1,Cd5
4199,Sp1,Cdc25a
4200,Sp1,Cdk1
4201,Sp1,Cdh1
4202,Sp1,Cdh5
4203,Sp1,Cdkn2b
4204,Sp1,Chga
